No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥æ¥¥ã¥¥¥ç¥¥§ª¦ªîªªªG¦"
"3";"00:00:03:00";"00:00:04:04";"* Gong *"
"4";"00:00:04:08";"00:00:04:08";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:08";"00:00:04:08";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:08";"00:00:07:22";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:01";"00:00:08:01";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:01";"00:00:08:01";"FABst6untertitelt (08.09.2023)ÿÿ+¿ "
"9";"00:00:08:01";"00:00:12:21";"Diese Sendung wurde vom NDR

live untertitelt (08.09.2023)"
"10";"00:00:15:08";"00:00:15:08";"FABstRHeute im Studio: Thorsten Schröder.ÿÿS¤"
"11";"00:00:15:08";"00:00:17:19";"Heute im Studio: Thorsten SchrÈoder."
"12";"00:00:17:23";"00:00:17:23";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"13";"00:00:17:23";"00:00:17:23";"FABst(e zur tagesschau.A¯R"
"14";"00:00:17:23";"00:00:20:22";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"15";"00:00:21:17";"00:00:21:17";"FABstJ Es ist eine Sport-Sensation:ÿÿî<"
"16";"00:00:21:17";"00:00:23:17";"Es ist eine Sport-Sensation:"
"17";"00:00:24:09";"00:00:24:09";"FABstJ Nach einem Sieg über die USAv"
"18";"00:00:24:09";"00:00:26:08";"Nach einem Sieg Èuber die USA"
"19";"00:00:26:12";"00:00:26:12";"FABstd stehen die deutschen Basketballer( ( er¤"
"20";"00:00:26:12";"00:00:26:12";"FABst:stmals in einem WM-Finale.ÿÿ'"
"21";"00:00:26:12";"00:00:30:07";"stehen die deutschen Basketballer

erstmals in einem WM-Finale."
"22";"00:00:30:11";"00:00:30:11";"FABstd Der größte Erfolg der deutschen( ( UÚ"
"23";"00:00:30:11";"00:00:30:11";"FABst2Basketball-Geschichte.ÿÿ/ó"
"24";"00:00:30:11";"00:00:33:23";"Der grÈoûte Erfolg der deutschen

Basketball-Geschichte."
"25";"00:00:34:02";"00:00:34:02";"FABst@ Mehr dazu später.ÿÿL"
"26";"00:00:34:02";"00:00:35:07";"Mehr dazu spÈater."
"27";"00:00:38:11";"00:00:38:11";"FABstD Erst zur Innenpolitik:ÿÿêP"
"28";"00:00:38:11";"00:00:40:04";"Erst zur Innenpolitik:"
"29";"00:00:40:16";"00:00:40:16";"FABstd Nach langem Streit( ( auch innerF"
"30";"00:00:40:16";"00:00:40:16";"FABst*halb der Koalitionÿÿ7Ø@"
"31";"00:00:40:16";"00:00:44:00";"Nach langem Streit

auch innerhalb der Koalition"
"32";"00:00:44:04";"00:00:44:04";"FABstd beschloss der Bundestag( ( dasÚ"
"33";"00:00:44:04";"00:00:44:04";"FABst* "Heizungsgesetz".ÿÿ7Õ"
"34";"00:00:44:04";"00:00:47:12";"beschloss der Bundestag

das "Heizungsgesetz"."
"35";"00:00:47:20";"00:00:47:20";"FABstd Wirtschaftsminister Habeck( ( sprach v!v"
"36";"00:00:47:20";"00:00:47:20";"FABst6on einer Weichenstellungÿÿ+Áf"
"37";"00:00:47:20";"00:00:51:16";"Wirtschaftsminister Habeck

sprach von einer Weichenstellung"
"38";"00:00:51:20";"00:00:51:20";"FABst> für Klimaschutz.ÿÿLì"
"39";"00:00:51:20";"00:00:52:24";"fÈur Klimaschutz."
"40";"00:00:53:03";"00:00:53:03";"FABstd Die Union bezeichnete die Reform( ( aTt"
"41";"00:00:53:03";"00:00:53:03";"FABst2ls Irrsinn und warnte,ÿÿ/ÔP"
"42";"00:00:53:03";"00:00:56:21";"Die Union bezeichnete die Reform

als Irrsinn und warnte,"
"43";"00:00:57:01";"00:00:57:01";"FABstL das Gesetz mache Menschen arm.ÿÿâð"
"44";"00:00:57:01";"00:00:59:04";"das Gesetz mache Menschen arm."
"45";"00:00:59:09";"00:00:59:09";"FABstVDie Reform des Gebäudeenergiegesetzesÿÿ6¦"
