No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥á¥¥à¥ã¥¥¥¥§ª¦ªîªªªGÌ"
"3";"00:00:03:00";"00:00:04:02";"* Gong *"
"4";"00:00:04:14";"00:00:04:14";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:14";"00:00:04:14";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:14";"00:00:08:13";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:17";"00:00:08:17";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:17";"00:00:08:17";"FABst6untertitelt (04.06.2023)ÿÿ+¼ª"
"9";"00:00:08:17";"00:00:13:02";"Diese Sendung wurde vom NDR

live untertitelt (04.06.2023)"
"10";"00:00:15:01";"00:00:15:01";"FABstTHeute im Studio: Julia-Niharika Sen.É"
"11";"00:00:15:01";"00:00:17:18";"Heute im Studio: Julia-Niharika Sen."
"12";"00:00:18:23";"00:00:18:23";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"13";"00:00:18:23";"00:00:18:23";"FABst(e zur tagesschau.A¯R"
"14";"00:00:18:23";"00:00:21:17";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"15";"00:00:24:00";"00:00:24:00";"FABstdIn Polen gingen heute Hunderttausende( ( F"
"16";"00:00:24:00";"00:00:24:00";"FABst8 gegen die Politikÿÿ)¶Æ"
"17";"00:00:24:00";"00:00:27:06";"In Polen gingen heute Hunderttausende

gegen die Politik"
"18";"00:00:27:08";"00:00:27:08";"FABstdder nationalkonservativen Regierung( ( V¨"
"19";"00:00:27:08";"00:00:27:08";"FABst0 auf die Straße.ÿÿ1V"
"20";"00:00:27:08";"00:00:30:07";"der nationalkonservativen Regierung

auf die Straûe."
"21";"00:00:30:09";"00:00:30:09";"FABstdGefordert wurden freie Wahlen und ein( ( dc"
"22";"00:00:30:09";"00:00:30:09";"FABstJemokratisches, europäisches Polen.ÿÿ"
"23";"00:00:30:09";"00:00:34:16";"Gefordert wurden freie Wahlen und ein

demokratisches, europÈaisches Polen."
"24";"00:00:34:19";"00:00:34:19";"FABstP Letzter Auslöser für die ProtesteÿÿÒ"
"25";"00:00:34:19";"00:00:36:22";"Letzter AuslÈoser fÈur die Proteste"
"26";"00:00:36:24";"00:00:36:24";"FABstd war ein Gesetz( ( für eine Unter¶"
"27";"00:00:36:24";"00:00:36:24";"FABst,suchungskommission.ÿÿ5Ý."
"28";"00:00:36:24";"00:00:39:19";"war ein Gesetz

fÈur eine Untersuchungskommission."
"29";"00:00:39:21";"00:00:39:21";"FABstdDiese soll russische Einflussnahme( ( ^"
