No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥ä¥¥¥¥ç¥¥ç¥§ª¦ªîªªªG</i>´"
"3";"00:00:03:00";"00:00:04:05";"* Gong *"
"4";"00:00:04:07";"00:00:04:07";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:07";"00:00:04:07";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:07";"00:00:08:02";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:04";"00:00:08:04";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:04";"00:00:08:04";"FABst6untertitelt (30.06.2023)ÿÿ+»¬"
"9";"00:00:08:04";"00:00:12:23";"Diese Sendung wurde vom NDR

live untertitelt (30.06.2023)"
"10";"00:00:15:16";"00:00:15:16";"FABstd Heute im Studio:( ( Constanü"
"11";"00:00:15:16";"00:00:15:16";"FABst"tin Schreiber.ÿÿ?ÞN"
"12";"00:00:15:16";"00:00:18:08";"Heute im Studio:

Constantin Schreiber."
"13";"00:00:18:15";"00:00:18:15";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"14";"00:00:18:15";"00:00:18:15";"FABst(e zur tagesschau.A¯R"
"15";"00:00:18:15";"00:00:21:17";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"16";"00:00:22:16";"00:00:22:16";"FABstd Frankreich wurde( ( die drittRâ"
"17";"00:00:22:16";"00:00:22:16";"FABst&e Nacht in Folgeÿÿ;¥|"
"18";"00:00:22:16";"00:00:25:10";"Frankreich wurde

die dritte Nacht in Folge"
"19";"00:00:25:12";"00:00:25:12";"FABstP von schweren Unruhen erschüttert.ÿÿZ<"
"20";"00:00:25:12";"00:00:27:17";"von schweren Unruhen erschÈuttert."
"21";"00:00:27:19";"00:00:27:19";"FABstd Zehntausende Polizisten( ( wm¬"
"22";"00:00:27:19";"00:00:27:19";"FABst&aren im Einsatz,ÿÿ;4"
"23";"00:00:27:19";"00:00:30:10";"Zehntausende Polizisten

waren im Einsatz,"
"24";"00:00:30:12";"00:00:30:12";"FABstd mehr als 870 Menschen( ( wurdLÄ"
"25";"00:00:30:12";"00:00:30:12";"FABst(en festgenommen. ÿÿ9Õ"
"26";"00:00:30:12";"00:00:33:08";"mehr als 870 Menschen

wurden festgenommen."
"27";"00:00:33:10";"00:00:33:10";"FABstd Zentrum der Ausschreitungen( ( war't"
"28";"00:00:33:10";"00:00:33:10";"FABst2en Vororte von Paris. ÿÿ/¼Ì"
"29";"00:00:33:10";"00:00:36:22";"Zentrum der Ausschreitungen

waren Vororte von Paris."
"30";"00:00:36:24";"00:00:36:24";"FABstd Vor allem Nanterre,( ( wo ein 17-JB"
"31";"00:00:36:24";"00:00:36:24";"FABst,ähriger am Dienstagÿÿ58"
"32";"00:00:36:24";"00:00:40:17";"Vor allem Nanterre,

wo ein 17-JÈahriger am Dienstag"
"33";"00:00:40:19";"00:00:40:19";"FABstd bei einer Polizeikontrolle( ( eO>"
"34";"00:00:40:19";"00:00:40:19";"FABst&rschossen wurde.ÿÿ;áj"
"35";"00:00:40:19";"00:00:44:01";"bei einer Polizeikontrolle

erschossen wurde."
"36";"00:00:44:12";"00:00:44:12";"FABstdUm weiteren Eskalationen vorzubeugen,( ( a¾"
"37";"00:00:44:12";"00:00:44:12";"FABstHerließ die französische Regierungÿÿ8"
"38";"00:00:44:12";"00:00:49:09";"Um weiteren Eskalationen vorzubeugen,

erlieû die franzÈosische Regierung"
"39";"00:00:49:10";"00:00:49:10";"FABstd Einschränkungen( ( des öffentÂ"
"40";"00:00:49:10";"00:00:49:10";"FABst"lichen Lebens.ÿÿ?Èz"
"41";"00:00:49:10";"00:00:52:05";"EinschrÈankungen

des Èoffentlichen Lebens."
"42";"00:00:53:06";"00:00:53:06";"FABstd Fast 2000 ausgebrannte Autos,( ( oè"
"43";"00:00:53:06";"00:00:53:06";"FABst,zahlreiche Busse:=®Z"
"44";"00:00:53:06";"00:00:56:13";"Fast 2000 ausgebrannte Autos,

zahlreiche Busse:"
"45";"00:00:56:15";"00:00:56:15";"FABstd Das Ausmaß der Zerstörung( ( in FE"
"46";"00:00:56:15";"00:00:56:15";"FABst0rankreich ist immens.9Ã"
"47";"00:00:56:15";"00:00:59:23";"Das Ausmaû der ZerstÈorung

in Frankreich ist immens."
"48";"00:01:00:00";"00:01:00:00";"FABstd Auch kleinere Städte( ( sind måî"
"49";"00:01:00:00";"00:01:00:00";"FABst&assiv betroffen,ÿÿ;ç"
"50";"00:01:00:00";"00:01:02:21";"Auch kleinere StÈadte

sind massiv betroffen,"
"51";"00:01:02:23";"00:01:02:23";"FABstP wie Montargis im Süden von Paris.ÿÿC<"
"52";"00:01:02:23";"00:01:05:07";"wie Montargis im SÈuden von Paris."
"53";"00:01:05:18";"00:01:05:18";"FABstd Ich verstehe( ( diesen Ausbruc9þ"
"54";"00:01:05:18";"00:01:05:18";"FABst&h an Hass nicht.ÿÿ;Èf"
"55";"00:01:05:18";"00:01:08:17";"Ich verstehe

diesen Ausbruch an Hass nicht."
"56";"00:01:08:19";"00:01:08:19";"FABstD Ich habe keine Worte.ÿÿÚr"
"57";"00:01:08:19";"00:01:10:05";"Ich habe keine Worte."
"58";"00:01:10:07";"00:01:10:07";"FABstd Ich sehe hier alle weinen( ( und("
"59";"00:01:10:07";"00:01:10:07";"FABst. Trümmer aufsammeln,ÿÿ3ò"
"60";"00:01:10:07";"00:01:13:09";"Ich sehe hier alle weinen

und TrÈummer aufsammeln,"
"61";"00:01:13:11";"00:01:13:11";"FABst> es ist schlimm.ÿÿÚ<u>"
"62";"00:01:13:11";"00:01:14:15";"es ist schlimm."
"63";"00:01:14:17";"00:01:14:17";"FABstd Heute Mittag( ( KrisensitzungÔ"
"64";"00:01:14:17";"00:01:14:17";"FABst$ der Regierung.ÿÿ=û."
"65";"00:01:14:17";"00:01:17:06";"Heute Mittag

Krisensitzung der Regierung."
"66";"00:01:17:08";"00:01:17:08";"FABstd Die Ordnung im Land müsse( ( ohne Tabuõ<"
"67";"00:01:17:08";"00:01:17:08";"FABst: wiederhergestellt werden,ÿÿ'°"
"68";"00:01:17:08";"00:01:21:02";"Die Ordnung im Land mÈusse

ohne Tabu wiederhergestellt werden,"
"69";"00:01:21:04";"00:01:21:04";"FABstD lautet die Botschaft.ÿÿ$"
"70";"00:01:21:04";"00:01:22:17";"lautet die Botschaft."
"71";"00:01:23:00";"00:01:23:00";"FABstd Der Tod eines jungen Mannes( ( wir"
"72";"00:01:23:00";"00:01:23:00";"FABst2d instrumentalisiert. 7¿¬"
"73";"00:01:23:00";"00:01:26:17";"Der Tod eines jungen Mannes

wird instrumentalisiert."
"74";"00:01:26:19";"00:01:26:19";"FABstVWir beklagen alle, was passiert ist.Æ:"
"75";"00:01:26:19";"00:01:29:06";"Wir beklagen alle, was passiert ist."
"76";"00:01:29:09";"00:01:29:09";"FABstd Es sollte eine Zeit( ( der Andacht¬"
"77";"00:01:29:09";"00:01:29:09";"FABst4 und des Respekts sein.ÿÿ-û>"
"78";"00:01:29:09";"00:01:32:24";"Es sollte eine Zeit

der Andacht und des Respekts sein."
"79";"00:01:33:06";"00:01:33:06";"FABstd Vergangene Nacht waren( ( 40.000 P_<"
"80";"00:01:33:06";"00:01:33:06";"FABst0olizisten im Einsatz,ÿÿ1ï>"
"81";"00:01:33:06";"00:01:36:17";"Vergangene Nacht waren

40.000 Polizisten im Einsatz,"
"82";"00:01:36:19";"00:01:36:19";"FABstN darunter Anti-Terror-Einheiten.ÿÿüþ"
"83";"00:01:36:19";"00:01:39:02";"darunter Anti-Terror-Einheiten."
"84";"00:01:39:11";"00:01:39:11";"FABstd Die Protestierenden( ( sind meip2"
"85";"00:01:39:11";"00:01:39:11";"FABst&st junge Männer.ÿÿ;2"
"86";"00:01:39:11";"00:01:42:12";"Die Protestierenden

sind meist junge MÈanner."
"87";"00:01:43:22";"00:01:43:22";"FABst d Ein Drittel der Verhafteten( ("
"88";"00:01:43:22";"00:01:43:22";"FABst*ist minderjährig.ÿÿ7"
"89";"00:01:43:22";"00:01:46:12";"Ein Drittel der Verhafteten

ist minderjÈahrig."
"90";"00:01:46:16";"00:01:46:16";"FABst!d Ich appelliere an die Eltern, ( ( ihre"
"91";"00:01:46:16";"00:01:46:16";"FABst8Kinder zu beaufsichtigen.ÿÿ)÷4"
"92";"00:01:46:16";"00:01:50:20";"Ich appelliere an die Eltern,

ihre Kinder zu beaufsichtigen."
"93";"00:01:51:12";"00:01:51:12";"FABst"d Macron forderte( ( die sozialz"
"94";"00:01:51:12";"00:01:51:12";"FABst"en Medien auf,ÿÿ?"
"95";"00:01:51:12";"00:01:54:04";"Macron forderte

die sozialen Medien auf,"
"96";"00:01:54:06";"00:01:54:06";"FABst#Vihre Inhalte besser zu kontrollieren.ÿÿ²"
"97";"00:01:54:06";"00:01:56:18";"ihre Inhalte besser zu kontrollieren."
"98";"00:01:56:20";"00:01:56:20";"FABst$d Auslöser der Gewalt( ( war der Tod½"
"99";"00:01:56:20";"00:01:56:20";"FABst, eines 17-Jährigen,ÿÿ56ü"
"100";"00:01:56:20";"00:02:00:00";"AuslÈoser der Gewalt

war der Tod eines 17-JÈahrigen,"
"101";"00:02:00:02";"00:02:00:02";"FABst%d der von einem Polizisten( ( ersc~Ú"
"102";"00:02:00:02";"00:02:00:02";"FABst*hossen worden war.ÿÿ7³J"
"103";"00:02:00:02";"00:02:03:01";"der von einem Polizisten

erschossen worden war."
"104";"00:02:03:03";"00:02:03:03";"FABst&d Polizeigewalt sorgt seit Langem( ("
"105";"00:02:03:03";"00:02:03:03";"FABst2für Wut in Frankreich.ÿÿ/bt"
"106";"00:02:03:03";"00:02:06:13";"Polizeigewalt sorgt seit Langem

fÈur Wut in Frankreich."
"107";"00:02:06:15";"00:02:06:15";"FABst'd Auch das UN-Menschenrechtsbüro( ( siØ:"
"108";"00:02:06:15";"00:02:06:15";"FABst0eht hier ein Problem.ÿÿ1¤"
"109";"00:02:06:15";"00:02:10:05";"Auch das UN-MenschenrechtsbÈuro

sieht hier ein Problem."
"110";"00:02:10:07";"00:02:10:07";"FABst(dDas ist der Zeitpunkt, sich mit den( ("
"111";"00:02:10:07";"00:02:10:07";"FABst< Problemen von Rassismus-"
"112";"00:02:10:07";"00:02:14:01";"Das ist der Zeitpunkt, sich mit den

Problemen von Rassismus"
"113";"00:02:14:03";"00:02:14:03";"FABst)d und Diskriminierung in der( ( StrafvW."
"114";"00:02:14:03";"00:02:14:03";"FABstBerfolgung auseinanderzusetzen.'"
"115";"00:02:14:03";"00:02:18:05";"und Diskriminierung in der

Strafverfolgung auseinanderzusetzen."
"116";"00:02:18:07";"00:02:18:07";"FABst*F Busse und Straßenbahnenÿÿ]"
"117";"00:02:18:07";"00:02:19:22";"Busse und Straûenbahnen"
"118";"00:02:19:24";"00:02:19:24";"FABst+d sollen bis auf Weiteres( ( nach 21 U]"
"119";"00:02:19:24";"00:02:19:24";"FABst0hr nicht mehr fahren.ÿÿ1"
"120";"00:02:19:24";"00:02:23:11";"sollen bis auf Weiteres

nach 21 Uhr nicht mehr fahren."
"121";"00:02:23:13";"00:02:23:13";"FABst,dGrößere Veranstaltungen werden aus ( ( SorgSD"
"122";"00:02:23:13";"00:02:23:13";"FABstDe vor Ausschreitungen abgesagt.ÿÿö¤"
"123";"00:02:23:13";"00:02:27:18";"GrÈoûere Veranstaltungen werden aus

Sorge vor Ausschreitungen abgesagt."
"124";"00:02:27:20";"00:02:27:20";"FABst-dDie Wut hat sich bei vielen Menschen( ( .,"
"125";"00:02:27:20";"00:02:27:20";"FABstFaus den Vorstädten aufgestaut.#?Ö"
"126";"00:02:27:20";"00:02:32:00";"Die Wut hat sich bei vielen Menschen

aus den VorstÈadten aufgestaut."
"127";"00:02:32:02";"00:02:32:02";"FABst.d Sie fühlen sich( ( vernachlässig!>"
"128";"00:02:32:02";"00:02:32:02";"FABst.t und diskriminiert.;¦j"
"129";"00:02:32:02";"00:02:35:03";"Sie fÈuhlen sich

vernachlÈassigt und diskriminiert."
