No.;Timecode In;Timecode Out;Subtitle
1;00:00:17:12;00:00:17:12;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:17:12;00:00:17:12;FABst¥¥¥æ¥¥ã¥¥¥ç¥¥§ª¦ªîªªªG¦
3;00:00:17:12;00:00:18:16;* Gong *
4;00:00:18:20;00:00:18:20;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:18:20;00:00:18:20;FABst: mit den tagesthemen.ÿÿ'ºð
6;00:00:18:20;00:00:22:06;"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
7;00:00:22:08;00:00:22:08;FABstd Diese Sendung wurde vom NDR( ( live Af
8;00:00:22:08;00:00:22:08;FABst6untertitelt (12.07.2023)ÿÿ+º¬
9;00:00:22:08;00:00:25:15;"Diese Sendung wurde vom NDR

live untertitelt (12.07.2023)"
10;00:00:25:17;00:00:25:17;FABstd Heute im Studio:( ( Caren Miosga 1ö
11;00:00:25:17;00:00:25:17;FABst.und Susanne Daubner.ÿÿ3»
12;00:00:25:17;00:00:28:16;"Heute im Studio:

Caren Miosga und Susanne Daubner."
13;00:00:29:04;00:00:29:04;FABstVWir freuen uns, dass Sie dabei sind.ÿÿ¿
14;00:00:29:04;00:00:31:11;Wir freuen uns, dass Sie dabei sind.
15;00:00:31:14;00:00:31:14;FABst: Guten Abend.ÿÿ#Õv
16;00:00:31:14;00:00:32:15;Guten Abend.
17;00:00:32:17;00:00:32:17;FABstd Es ist ein Scheck( ( aufmæ
18;00:00:32:17;00:00:32:17;"FABst die ZukunftÿÿC"""
19;00:00:32:17;00:00:34:16;"Es ist ein Scheck

auf die Zukunft"
20;00:00:34:18;00:00:34:18;FABstd und das Versprechen, diesen ( ( irgendLV
21;00:00:34:18;00:00:34:18;FABst6wann einlösen zu können.ÿÿ+ñr
22;00:00:34:18;00:00:38:04;"und das Versprechen, diesen

irgendwann einlÈosen zu kÈonnen."
23;00:00:38:19;00:00:38:19;FABstd Die NATO wollte( ( der Ukrain2
24;00:00:38:19;00:00:38:19;"FABst""e nicht sagen,ÿÿ?¿¨"
25;00:00:38:19;00:00:41:08;"Die NATO wollte

der Ukraine nicht sagen,"
26;00:00:41:10;00:00:41:10;FABstN wann sie zur NATO gehören wird.ÿÿkò
27;00:00:41:10;00:00:43:21;wann sie zur NATO gehÈoren wird.
28;00:00:45:15;00:00:45:15;FABstd Aber dass sie beitreten wird,( ( è
29;00:00:45:15;00:00:45:15;"FABst*ist eine Zusage,ÿÿ7
h"
30;00:00:45:15;00:00:48:10;"Aber dass sie beitreten wird,

ist eine Zusage,"
31;00:00:48:12;00:00:48:12;FABstd die Präsident Selenskyi( ( mit½â
32;00:00:48:12;00:00:48:12;FABst* nach Hause nimmt.ÿÿ7ÃÎ
33;00:00:48:12;00:00:51:10;"die PrÈasident Selenskyi

mit nach Hause nimmt."
34;00:00:51:12;00:00:51:12;FABstd Bis es so weit ist,( ( will die N=\
35;00:00:51:12;00:00:51:12;FABst:ATO dem angegriffenen Landÿÿ'°Ì
36;00:00:51:12;00:00:54:22;"Bis es so weit ist,

will die NATO dem angegriffenen Land"
37;00:00:54:24;00:00:54:24;FABstJ möglichst viel Schutz geben.ÿÿV
38;00:00:54:24;00:00:56:21;mÈoglichst viel Schutz geben.
39;00:00:56:23;00:00:56:23;FABstd Diese Aussicht( ( muss Selenskyi
40;00:00:56:23;00:00:56:23;FABst* besänftigt haben.ÿÿ7(
41;00:00:56:23;00:01:00:07;"Diese Aussicht

muss Selenskyi besÈanftigt haben."
42;00:01:00:13;00:01:00:13;FABstd Noch vor dem Gipfel in Litauen( ( hat
43;00:01:00:13;00:01:00:13;FABst4te er seine Erwartungenÿÿ-ö¾
44;00:01:00:13;00:01:04:04;"Noch vor dem Gipfel in Litauen

hatte er seine Erwartungen"
45;00:01:04:06;00:01:04:06;FABstL in die Welt hinausgetwittert.ÿÿç
46;00:01:04:06;00:01:06:08;in die Welt hinausgetwittert.
47;00:01:06:10;00:01:06:10;FABstd Das kam wohl nicht gut an( (
48;00:01:06:10;00:01:06:10;FABst(auf einem Gipfel,ÿÿ9ù°
49;00:01:06:10;00:01:09:02;"Das kam wohl nicht gut an

auf einem Gipfel,"
50;00:01:09:04;00:01:09:04;FABstd der dem Kriegstreiber in Russland( ( ein ¶
51;00:01:09:04;00:01:09:04;FABstFe klare Botschaft senden wollte.ÿÿÆÞ
52;00:01:09:04;00:01:14:05;"der dem Kriegstreiber in Russland

eine klare Botschaft senden wollte."
53;00:01:18:12;00:01:18:12;FABst< Michael Grytz.ÿÿ!ÁÞ
54;00:01:18:12;00:01:19:17;Michael Grytz.
55;00:01:21:07;00:01:21:07;FABstdLitauen ist selbstbewussten Mitglied( ( t
56;00:01:21:07;00:01:21:07;FABst8 der EU und der NATO.1
57;00:01:21:07;00:01:25:08;"Litauen ist selbstbewussten Mitglied

der EU und der NATO."
58;00:01:25:10;00:01:25:10;FABstd Die Angst vor Bedrohung( ( is
59;00:01:25:10;00:01:25:10;FABst(t allgegenwärtig,A}Ð
60;00:01:25:10;00:01:28:14;"Die Angst vor Bedrohung

ist allgegenwÈartig,"
61;00:01:28:21;00:01:28:21;FABstd die Unterdrückung durch Moskau ( ( nochâf
62;00:01:28:21;00:01:28:21;FABst< im kollektiven Gedächtnis.ÿÿ%=
63;00:01:28:21;00:01:32:18;"die UnterdrÈuckung durch Moskau

noch im kollektiven GedÈachtnis."
64;00:01:32:20;00:01:32:20;FABstdDeshalb wollte der US-Präsident in ( ( VilnÖ2
65;00:01:32:20;00:01:32:20;FABstDius seine Botschaft platzieren.ÿÿõ
66;00:01:32:20;00:01:37:24;"Deshalb wollte der US-PrÈasident in

Vilnius seine Botschaft platzieren."
67;00:01:41:23;00:01:41:23;FABstd Er dachte, unsere Einheit würde( ( bei ôB
68;00:01:41:23;00:01:41:23;FABstDerster Gelegenheit zerschellen.%b
69;00:01:41:23;00:01:47:05;"Er dachte, unsere Einheit wÈurde

bei erster Gelegenheit zerschellen."
70;00:01:47:07;00:01:47:07;FABstd Putin hat drauf gewettet,( ( die NATO,
71;00:01:47:07;00:01:47:07;FABst: würde auseinanderbrechen.ÿÿ'*
72;00:01:47:07;00:01:50:18;"Putin hat drauf gewettet,

die NATO wÈurde auseinanderbrechen."
73;00:01:50:20;00:01:50:20;FABstD Er hat falsch gedacht.ÿÿ¯B
74;00:01:50:20;00:01:52:11;Er hat falsch gedacht.
75;00:01:53:08;00:01:53:08;FABstd Ein Angriff auf einen( ( ist eic0
76;00:01:53:08;00:01:53:08;FABst,n Angriff auf alle.ÿÿ5±®
77;00:01:53:08;00:01:56:12;"Ein Angriff auf einen

ist ein Angriff auf alle."
78;00:01:56:14;00:01:56:14;FABstd Jedes Nato-Mitglied weiß,( ( dass die¸ö
79;00:01:56:14;00:01:56:14;FABst2 Macht unserer Einheitÿÿ/¹|
80;00:01:56:14;00:02:00:12;"Jedes Nato-Mitglied weiû,

dass die Macht unserer Einheit"
81;00:02:00:14;00:02:00:14;FABstN nicht abgestritten werden kann.ÿÿüî
82;00:02:00:14;00:02:02:21;nicht abgestritten werden kann.
83;00:02:03:22;00:02:03:22;FABstd Auf diese Form( ( der Solida]ª
84;00:02:03:22;00:02:03:22;"FABst""rität der NATOÿÿ?h "
85;00:02:03:22;00:02:06:16;"Auf diese Form

der SolidaritÈat der NATO"
86;00:02:06:18;00:02:06:18;FABst N setzte Selenskyi vor dem Gipfel.ÿÿìô
87;00:02:06:18;00:02:09:04;setzte Selenskyi vor dem Gipfel.
88;00:02:10:15;00:02:10:15;FABst!dDoch eine Einladung zum Bündnis wurde( ( iüÞ
89;00:02:10:15;00:02:10:15;FABstJhm verwehrt, von Biden und Scholz.ÿÿç
90;00:02:10:15;00:02:15:15;"Doch eine Einladung zum BÈundnis wurde

ihm verwehrt, von Biden und Scholz."
91;00:02:16:01;00:02:16:01;"FABst""d Sie haben diese Einladung( ( auf unbestJ¾"
92;00:02:16:01;00:02:16:01;"FABst6immte Zeit aufgeschoben.ÿÿ+
î"
93;00:02:16:01;00:02:20:06;"Sie haben diese Einladung

auf unbestimmte Zeit aufgeschoben."
94;00:02:20:08;00:02:20:08;FABst#dSelenskyi wollte sie unbedingt und ( ( zeig9v
95;00:02:20:08;00:02:20:08;FABstDt sich dennoch verständnisvoll.ÿÿ_<u>
96;00:02:20:08;00:02:24:20;"Selenskyi wollte sie unbedingt und

zeigt sich dennoch verstÈandnisvoll."
97;00:02:25:10;00:02:25:10;FABst$d Wir verstehen, dass( ( einige NATO-&
98;00:02:25:10;00:02:25:10;"FABst.Staaten Angst haben,;¶Ê"
99;00:02:25:10;00:02:28:20;"Wir verstehen, dass

einige NATO-Staaten Angst haben,"
100;00:02:28:22;00:02:28:22;FABst%N über eine Aufnahme zu sprechen.)N
101;00:02:28:22;00:02:31:03;Èuber eine Aufnahme zu sprechen.
102;00:02:32:00;00:02:32:00;FABst&L Keiner möchte einen Weltkrieg.ÿÿ=´
103;00:02:32:00;00:02:34:12;Keiner mÈochte einen Weltkrieg.
104;00:02:37:20;00:02:37:20;FABst'd Es gibt also keine( ( rasche EiA
105;00:02:37:20;00:02:37:20;FABst(nladung zur NATO.ÿÿ9À
106;00:02:37:20;00:02:41:03;"Es gibt also keine

rasche Einladung zur NATO."
107;00:02:41:13;00:02:41:13;FABst(d Dennoch rückt die Ukraine( ( aÎð
108;00:02:41:13;00:02:41:13;FABst(ns Bündnis heran.ÿÿ9<i>
109;00:02:41:13;00:02:44:21;"Dennoch rÈuckt die Ukraine

ans BÈundnis heran."
110;00:02:47:01;00:02:47:01;FABst)RIn der NATO haben wir beschlossen,¬:
111;00:02:47:01;00:02:49:07;In der NATO haben wir beschlossen,
112;00:02:49:09;00:02:49:09;FABst*d uns regelmäßig( ( mit der Ukraiî
113;00:02:49:09;00:02:49:09;FABst(ne auszutauschen.Aïº
114;00:02:49:09;00:02:52:09;"uns regelmÈaûig

mit der Ukraine auszutauschen."
115;00:02:52:11;00:02:52:11;FABst+H Im neuen NATO-Ukraine-Rat.ÿÿÓ
116;00:02:52:11;00:02:54:07;Im neuen NATO-Ukraine-Rat.
117;00:02:55:02;00:02:55:02;FABst,d Damit heben wir unsere( ( ZusammenaÔ
118;00:02:55:02;00:02:55:02;FABst:rbeit auf eine neue Ebene.ÿÿ'
119;00:02:55:02;00:02:59:07;"Damit heben wir unsere

Zusammenarbeit auf eine neue Ebene."
120;00:03:00:13;00:03:00:13;FABst-d Die erste Sitzung am Nachmittag( ( m(
121;00:03:00:13;00:03:00:13;FABst4it Präsident Selenskyi.ÿÿ-Yâ
122;00:03:00:13;00:03:04:14;"Die erste Sitzung am Nachmittag

mit PrÈasident Selenskyi."
123;00:03:05:01;00:03:05:01;FABst.d Die Ukraine kann den Rat( ( jede2ø
124;00:03:05:01;00:03:05:01;FABst*rzeit einberufen, ÿÿ7£t
125;00:03:05:01;00:03:08:08;"Die Ukraine kann den Rat

jederzeit einberufen,"
126;00:03:08:10;00:03:08:10;FABst/N wenn sie es für notwendig hält.ÿÿáJ
127;00:03:08:10;00:03:10:10;wenn sie es fÈur notwendig hÈalt.
128;00:03:10:12;00:03:10:12;FABst0d Sie erhält Zugang zu allen( ( militäriê
129;00:03:10:12;00:03:10:12;FABst@schen und politischen Ebenen.ÿÿ!Ýl
130;00:03:10:12;00:03:14:08;"Sie erhÈalt Zugang zu allen

militÈarischen und politischen Ebenen."
131;00:03:14:10;00:03:14:10;FABst1d Die G7-Staaten vereinbaren( ( SicherheiPÄ
132;00:03:14:10;00:03:14:10;FABst:tszusagen für die Ukraine.ÿÿ'G6
133;00:03:14:10;00:03:18:15;"Die G7-Staaten vereinbaren

Sicherheitszusagen fÈur die Ukraine."
134;00:03:18:17;00:03:18:17;FABst2d Das Land soll fähig sein,( ( sip
135;00:03:18:17;00:03:18:17;FABst*ch zu verteidigen.ÿÿ7¢t
136;00:03:18:17;00:03:21:11;"Das Land soll fÈahig sein,

sich zu verteidigen."
137;00:03:21:13;00:03:21:13;FABst3d Kurzfristig, und gegen( ( russische (&
138;00:03:21:13;00:03:21:13;"FABst:Aggression in der Zukunft.ÿÿ'ù"""
139;00:03:21:13;00:03:25:12;"Kurzfristig, und gegen

russische Aggression in der Zukunft."
140;00:03:26:15;00:03:26:15;FABst4d Die Unterstützung( ( wird weit in
141;00:03:26:15;00:03:26:15;FABst0 die Zukunft reichen.9¤
142;00:03:26:15;00:03:29:22;"Die UnterstÈutzung

wird weit in die Zukunft reichen."
143;00:03:29:24;00:03:29:24;FABst5d Wir werden der Ukraine helfen,( ( eineZB
144;00:03:29:24;00:03:29:24;FABstF starke Verteidigung aufzubauen,ÿÿ¶
145;00:03:29:24;00:03:33:20;"Wir werden der Ukraine helfen,

eine starke Verteidigung aufzubauen,"
146;00:03:33:22;00:03:33:22;FABst6Pzu Lande, der Luft und zu Wasser.ÿÿË´
147;00:03:33:22;00:03:35:21;zu Lande, der Luft und zu Wasser.
148;00:03:35:23;00:03:35:23;"FABst7dWie die Sicherheitszusagen aussehen,( ( 2"""
149;00:03:35:23;00:03:35:23;FABst>ist noch Verhandlungssache.ÿÿ#ì®
150;00:03:35:23;00:03:39:17;"Wie die Sicherheitszusagen aussehen,

ist noch Verhandlungssache."
151;00:03:39:19;00:03:39:19;FABst8d Zur kurzfristigen Unterstützung( ( ÊJ
152;00:03:39:19;00:03:39:19;FABst( gehört auchÿÿ9Yö
153;00:03:39:19;00:03:42:09;"Zur kurzfristigen UnterstÈutzung

gehÈort auch"
154;00:03:42:11;00:03:42:11;FABst9d das 700 Mio. schwere Waffen- und( ( Munits@
155;00:03:42:11;00:03:42:11;FABst<i>ons-Paket aus Deutschland.ÿÿ%B
156;00:03:42:11;00:03:46:23;"das 700 Mio. schwere Waffen- und

Munitions-Paket aus Deutschland."
157;00:03:50:01;00:03:50:01;FABst:d Neue Waffen( ( und einige Zusag'Ð
158;00:03:50:01;00:03:50:01;FABst,en für die Ukraine.ÿÿ5>~
159;00:03:50:01;00:03:53:12;"Neue Waffen

und einige Zusagen fÈur die Ukraine."
160;00:03:54:17;00:03:54:17;"FABst;d Viel Applaus( ( für Selenskñ<"
161;00:03:54:17;00:03:54:17;"FABst""y zum Schluss.ÿÿ?°"
162;00:03:54:17;00:03:57:12;"Viel Applaus

fÈur Selensky zum Schluss."
163;00:03:57:17;00:03:57:17;FABst<d Und noch einige Worte( ( des US-Prw@
164;00:03:57:17;00:03:57:17;FABst,äsidenten am Abend:ÿÿ5`2
165;00:03:57:17;00:04:01:15;"Und noch einige Worte

des US-PrÈasidenten am Abend:"
166;00:04:04:03;00:04:04:03;FABst=d Gib niemals auf,( ( verliere nie=º
167;00:04:04:03;00:04:04:03;FABst*mals die Hoffnung.ÿÿ7¼
168;00:04:04:03;00:04:07:08;"Gib niemals auf,

verliere niemals die Hoffnung."
169;00:04:07:10;00:04:07:10;FABst>d Jeden Tag müssen wir( ( eineÊ
170;00:04:07:10;00:04:07:10;"FABst"" Wahl treffen,ÿÿ?ô"
171;00:04:07:10;00:04:09:18;"Jeden Tag mÈussen wir

eine Wahl treffen,"
172;00:04:09:20;00:04:09:20;FABst?d um dafür einzustehen,( ( wa¶
173;00:04:09:20;00:04:09:20;"FABst""s richtig ist.ÿÿ?©"
174;00:04:09:20;00:04:12:05;"um dafÈur einzustehen,

was richtig ist."
175;00:04:12:07;00:04:12:07;FABst@d Was die Wahrheit ist( ( und für di²n
176;00:04:12:07;00:04:12:07;FABst0e Freiheit einstehen.ÿÿ1ì|
177;00:04:12:07;00:04:15:15;"Was die Wahrheit ist

und fÈur die Freiheit einstehen."
178;00:04:15:17;00:04:15:17;FABstAd Das ist die Lektion,( ( die wir aud
179;00:04:15:17;00:04:15:17;FABst6s der Geschichte lernen.ÿÿ+É
180;00:04:15:17;00:04:19:11;"Das ist die Lektion,

die wir aus der Geschichte lernen."
181;00:04:22:03;00:04:22:03;FABstBd Pathos ist auch( ( SelenskyilÒ
182;00:04:22:03;00:04:22:03;FABst nicht fremd.ÿÿA¢
183;00:04:22:03;00:04:24:20;"Pathos ist auch

Selenskyi nicht fremd."
184;00:04:24:22;00:04:24:22;FABstCd Die Einladung( ( zur NATO-/|
185;00:04:24:22;00:04:24:22;"FABst""Mitgliedschaftÿÿ?Èì"
