No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥æ¥¥ã¥¥¥ç¥¥§ª¦ªîªªªG¦"
"3";"00:00:03:00";"00:00:04:03";"* Gong *"
"4";"00:00:04:10";"00:00:04:10";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:10";"00:00:04:10";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:10";"00:00:07:21";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:01";"00:00:08:01";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:01";"00:00:08:01";"FABst6untertitelt (24.05.2023)ÿÿ+½¨"
"9";"00:00:08:01";"00:00:12:02";"Diese Sendung wurde vom NDR

live untertitelt (24.05.2023)"
"10";"00:00:15:01";"00:00:15:01";"FABstP Heute im Studio: Susanne Daubner.ÿÿïD"
"11";"00:00:15:01";"00:00:17:10";"Heute im Studio: Susanne Daubner."
"12";"00:00:18:04";"00:00:18:04";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"13";"00:00:18:04";"00:00:18:04";"FABst(e zur tagesschau.A¯R"
"14";"00:00:18:04";"00:00:21:23";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"15";"00:00:22:20";"00:00:22:20";"FABstd In mehreren Bundesländern ging( ( die PolÔF"
"16";"00:00:22:20";"00:00:22:20";"FABst<i>zei und Staatsanwaltschaftÿÿ%¾|"
"17";"00:00:22:20";"00:00:27:12";"In mehreren BundeslÈandern ging

die Polizei und Staatsanwaltschaft"
"18";"00:00:27:14";"00:00:27:14";"FABstd mit einer Razzia( ( gegen die LetuP"
"19";"00:00:27:14";"00:00:27:14";"FABst,zte Generation vor.ÿÿ5üÒ"
"20";"00:00:27:14";"00:00:31:18";"mit einer Razzia

gegen die Letzte Generation vor."
"21";"00:00:31:20";"00:00:31:20";"FABstdDabei durchsuchten die Beamten Räume,( ( ´"
"22";"00:00:31:20";"00:00:31:20";"FABst< beschlagnahmten Kontenÿÿ%¡"
"23";"00:00:31:20";"00:00:35:09";"Dabei durchsuchten die Beamten RÈaume,

beschlagnahmten Konten"
"24";"00:00:35:11";"00:00:35:11";"FABstd und sperrten( ( die Webseite \"
"25";"00:00:35:11";"00:00:35:11";"FABst$der Aktivisten.ÿÿ=­""
"26";"00:00:35:11";"00:00:38:17";"und sperrten

die Webseite der Aktivisten."
"27";"00:00:38:20";"00:00:38:20";"FABstdDie Generalstaatsanwaltschaft München( ( Öx"
"28";"00:00:38:20";"00:00:38:20";"FABst> verdächtigt die Gruppe,ÿÿ#U"
"29";"00:00:38:20";"00:00:42:13";"Die Generalstaatsanwaltschaft MÈunchen

verdÈachtigt die Gruppe,"
"30";"00:00:42:15";"00:00:42:15";"FABstd eine kriminelle Vereinigung( ( PL"
"31";"00:00:42:15";"00:00:42:15";"FABst,gegründet zu haben.ÿÿ5E"
"32";"00:00:42:15";"00:00:45:06";"eine kriminelle Vereinigung

gegrÈundet zu haben."
"33";"00:00:45:08";"00:00:45:08";"FABstL Mit umstrittenen Klebeaktionenÿÿ¸"
"34";"00:00:45:08";"00:00:47:16";"Mit umstrittenen Klebeaktionen"
"35";"00:00:47:18";"00:00:47:18";"FABstd protestiert die Letzte Generation( ( rege&Æ"
"36";"00:00:47:18";"00:00:47:18";"FABst@lmäßig für mehr Klimaschutz. ÿÿ!-È"
"37";"00:00:47:18";"00:00:51:18";"protestiert die Letzte Generation

regelmÈaûig fÈur mehr Klimaschutz."
"38";"00:00:52:14";"00:00:52:14";"FABstRHeute Morgen durchsuchten Ermittler¸"
"39";"00:00:52:14";"00:00:55:05";"Heute Morgen durchsuchten Ermittler"
"40";"00:00:55:07";"00:00:55:07";"FABstd Wohnungen und Geschäftsräume( ( deri"
"41";"00:00:55:07";"00:00:55:07";"FABst. Letzten Generation.;½"
"42";"00:00:55:07";"00:00:59:00";"Wohnungen und GeschÈaftsrÈaume

der Letzten Generation."
"43";"00:00:59:02";"00:00:59:02";"FABstd Es wird neben Fällen von Nötigung( ( aucL²"
