No.;Timecode In;Timecode Out;Subtitle
1;00:00:17:16;00:00:17:16;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:17:16;00:00:17:16;FABst¥¥¥æ¥¥ã¥¥¥ç¥¥§ª¦ªîªªªG¦
3;00:00:17:16;00:00:18:18;* Gong *
4;00:00:18:20;00:00:18:20;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:18:20;00:00:18:20;FABst: mit den tagesthemen.ÿÿ'ºð
6;00:00:18:20;00:00:22:03;"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
7;00:00:22:05;00:00:22:05;FABstd Diese Sendung wurde vom NDR( ( live Af
8;00:00:22:05;00:00:22:05;FABst6untertitelt (19.06.2023)ÿÿ+°°
9;00:00:22:05;00:00:25:22;"Diese Sendung wurde vom NDR

live untertitelt (19.06.2023)"
10;00:00:25:24;00:00:25:24;FABstd Heute im Studio:( ( Ingo ZamperonkL
11;00:00:25:24;00:00:25:24;FABst6i und Thorsten Schröder.ÿÿ+jÈ
12;00:00:25:24;00:00:29:01;"Heute im Studio:

Ingo Zamperoni und Thorsten SchrÈoder."
13;00:00:29:20;00:00:29:20;FABstd Willkommen zu den tagesthemen.( ( GutV
14;00:00:29:20;00:00:29:20;FABst2en Abend auch von mir.ÿÿ/.
15;00:00:29:20;00:00:33:02;"Willkommen zu den tagesthemen.

Guten Abend auch von mir."
16;00:00:33:04;00:00:33:04;FABstJ Wenn die Stichworte fallen:ÿÿîp
17;00:00:33:04;00:00:34:20;Wenn die Stichworte fallen:
18;00:00:34:22;00:00:34:22;FABstdHohe Energiepreise, Fachkräftemangel( ( Ój
19;00:00:34:22;00:00:34:22;FABst@ oder Digitalisierung ...ÿÿ!Ü4
20;00:00:34:22;00:00:38:10;"Hohe Energiepreise, FachkrÈaftemangel

oder Digitalisierung ..."
21;00:00:38:12;00:00:38:12;FABstd Von welcher Branche( ( ist dq®
22;00:00:38:12;00:00:38:12;"FABst&a wohl die Rede?ÿÿ;Ì`"
23;00:00:38:12;00:00:40:21;"Von welcher Branche

ist da wohl die Rede?"
24;00:00:40:23;00:00:40:23;FABstH Nun, von ziemlich vielen,ÿÿ½N
25;00:00:40:23;00:00:42:15;Nun, von ziemlich vielen,
26;00:00:42:17;00:00:42:17;FABstd denn es geht um( ( die deutsche yÚ
27;00:00:42:17;00:00:42:17;FABst.Industrie insgesamt.ÿÿ3Ìt
28;00:00:42:17;00:00:45:13;"denn es geht um

die deutsche Industrie insgesamt."
29;00:00:46:04;00:00:46:04;FABstd Und damit die Arbeitgeber von( ( Milli
30;00:00:46:04;00:00:46:04;FABstDonen Beschäftigten hierzulande.%p
31;00:00:46:04;00:00:50:02;"Und damit die Arbeitgeber von

Millionen BeschÈaftigten hierzulande."
32;00:00:50:04;00:00:50:04;FABstN Beim heutigen Tag der IndustrieÿÿÊ¨
33;00:00:50:04;00:00:52:00;Beim heutigen Tag der Industrie
34;00:00:52:02;00:00:52:02;FABstdwar gleich von einem ganzen Berg( ( unerHÂ
35;00:00:52:02;00:00:52:02;FABst:ledigter Themen die Rede. ÿÿ'¿ô
36;00:00:52:02;00:00:55:16;"war gleich von einem ganzen Berg

unerledigter Themen die Rede."
37;00:00:55:18;00:00:55:18;FABstd Die müsse die Bundesregierung( ( jetztáª
38;00:00:55:18;00:00:55:18;FABstD schnell anpacken und umsetzen.ÿÿ<i>@
39;00:00:55:18;00:00:59:12;"Die mÈusse die Bundesregierung

jetzt schnell anpacken und umsetzen."
40;00:00:59:14;00:00:59:14;FABstd Damit deutsche Unternehmen ( ( nich!ì
41;00:00:59:14;00:00:59:14;FABst4t hinten runterfallen -ÿÿ-6
42;00:00:59:14;00:01:02:18;"Damit deutsche Unternehmen

nicht hinten runterfallen -"
43;00:01:02:19;00:01:02:19;FABst> oder abwandern.ÿÿ²
44;00:01:02:19;00:01:03:20;oder abwandern.
45;00:01:04:22;00:01:04:22;FABst> So geht's nicht!'Ô\
46;00:01:04:22;00:01:06:00;So geht's nicht!
47;00:01:06:05;00:01:06:05;FABstH Als BDI-Präsident RusswurmvL
48;00:01:06:05;00:01:07:22;Als BDI-PrÈasident Russwurm
49;00:01:07:24;00:01:07:24;FABstdzum Auftakt des Tages der Industrie( ( i]
50;00:01:07:24;00:01:07:24;"FABst<n Berlin die Bühne betritt,-H"""
51;00:01:07:24;00:01:11:17;"zum Auftakt des Tages der Industrie

in Berlin die BÈuhne betritt,"
