No.;Timecode In;Timecode Out;Subtitle
1;00:00:17:15;00:00:17:15;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:17:15;00:00:17:15;FABst¥¥¥æ¥¥ã¥¥¥ç¥¥§ª¦ªîªªªG¦
3;00:00:17:15;00:00:18:18;* Gong *
4;00:00:18:20;00:00:18:20;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:18:20;00:00:18:20;FABst: mit den tagesthemen.ÿÿ'ºð
6;00:00:18:20;00:00:22:02;"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
7;00:00:22:04;00:00:22:04;FABstd Diese Sendung wurde vom NDR( ( live Af
8;00:00:22:04;00:00:22:04;FABst6untertitelt (27.06.2023)ÿÿ+½¤
9;00:00:22:04;00:00:25:22;"Diese Sendung wurde vom NDR

live untertitelt (27.06.2023)"
10;00:00:25:24;00:00:25:24;FABstd Heute im Studio:( ( Caren Miosga 1ö
11;00:00:25:24;00:00:25:24;FABst4und Julia-Niharika Sen.ÿÿ-´
12;00:00:25:24;00:00:29:00;"Heute im Studio:

Caren Miosga und Julia-Niharika Sen."
13;00:00:29:06;00:00:29:06;FABstd Wir begrüßen Sie, willkommen.( ( .
14;00:00:29:06;00:00:29:06;"FABst& Guten Abend.ÿÿ;ÿ"
15;00:00:29:06;00:00:32:04;"Wir begrÈuûen Sie, willkommen.

Guten Abend."
16;00:00:33:07;00:00:33:07;FABstd Wir beginnen mit dem( ( erhitzt gefKæ
17;00:00:33:07;00:00:33:07;FABst2ührten Heizungsstreit.ÿÿ/[
18;00:00:33:07;00:00:36:18;"Wir beginnen mit dem

erhitzt gefÈuhrten Heizungsstreit."
19;00:00:36:22;00:00:36:22;FABstPin dem es jetzt grünes Licht gab.ÿÿ0¬
20;00:00:36:22;00:00:39:06;in dem es jetzt grÈunes Licht gab.
21;00:00:40:04;00:00:40:04;FABstPFür das ursprünglich grüne Gesetzÿÿ]
22;00:00:40:04;00:00:42:13;FÈur das ursprÈunglich grÈune Gesetz
23;00:00:42:15;00:00:42:15;FABstd das nun noch rote( ( und gelbhn
24;00:00:42:15;00:00:42:15;FABst(e Farbtupfer hat.ÿÿ9ý
25;00:00:42:15;00:00:45:15;"das nun noch rote

und gelbe Farbtupfer hat."
26;00:00:46:04;00:00:46:04;FABstd Die Koalitionäre( ( sind sichû
27;00:00:46:04;00:00:46:04;"FABst& nun also einig,ÿÿ;ô"
28;00:00:46:04;00:00:49:02;"Die KoalitionÈare

sind sich nun also einig,"
29;00:00:49:07;00:00:49:07;FABstd was drinstehen und wer( ( zu welchei|
30;00:00:49:07;00:00:49:07;FABst0n Kosten heizen soll.ÿÿ1­Ô
31;00:00:49:07;00:00:53:00;"was drinstehen und wer

zu welchen Kosten heizen soll."
32;00:00:53:16;00:00:53:16;FABstd So scheint die Regierung( ( auf BetriI
33;00:00:53:16;00:00:53:16;FABst6ebstemperatur zu kommen.ÿÿ+£~
34;00:00:53:16;00:00:57:18;"So scheint die Regierung

auf Betriebstemperatur zu kommen."
35;00:00:58:03;00:00:58:03;FABstd Auch wenn man jetzt uneins ist,( ( wer
36;00:00:58:03;00:00:58:03;FABst<dieses Werk gestaltet hat. ÿÿ%ì(
37;00:00:58:03;00:01:02:12;"Auch wenn man jetzt uneins ist,

wer dieses Werk gestaltet hat."
38;00:01:05:18;00:01:05:18;FABstH Heizkraftwerk München-Süd.`¨
39;00:01:05:18;00:01:07:13;Heizkraftwerk MÈunchen-SÈud.
40;00:01:07:15;00:01:07:15;FABstPHier entsteht Fernwärme mit Erdgas`vè
41;00:01:07:15;00:01:09:23;Hier entsteht FernwÈarme mit Erdgas
42;00:01:10:01;00:01:10:01;FABstd und in Zukunft vielleicht( ( au¤
43;00:01:10:01;00:01:10:01;FABst,ch mit Wasserstoff.ÿÿ5èð
44;00:01:10:01;00:01:12:22;"und in Zukunft vielleicht

auch mit Wasserstoff."
45;00:01:13:01;00:01:13:01;FABstd Von wasserstofffähigen Heizungen( ( in¹J
46;00:01:13:01;00:01:13:01;FABst4 Häusern oder Wohnungenÿÿ-Rü
47;00:01:13:01;00:01:16:16;"Von wasserstofffÈahigen Heizungen

in HÈausern oder Wohnungen"
48;00:01:16:18;00:01:16:18;FABstd halten sie bei den Stadtwerken( (
49;00:01:16:18;00:01:16:18;FABst$ aber wenig.ÿÿ=
50;00:01:16:18;00:01:19:11;"halten sie bei den Stadtwerken

aber wenig."
51;00:01:19:14;00:01:19:14;FABstd Die Stadt München hat Gutachten( ( ë
52;00:01:19:14;00:01:19:14;FABst0in Auftrag gegeben.9ã
53;00:01:19:14;00:01:23:03;"Die Stadt MÈunchen hat Gutachten

in Auftrag gegeben."
54;00:01:23:07;00:01:23:07;FABstd Das Ergebnis war, dass sich( ( in -
55;00:01:23:07;00:01:23:07;FABst2München das vermutlich7W
56;00:01:23:07;00:01:26:11;"Das Ergebnis war, dass sich

in MÈunchen das vermutlich"
57;00:01:26:15;00:01:26:15;FABstd für die meisten Kunden( ( nichÜþ
58;00:01:26:15;00:01:26:15;"FABst&t rechnen wird. ÿÿ;û"
59;00:01:26:15;00:01:29:12;"fÈur die meisten Kunden

nicht rechnen wird."
60;00:01:29:14;00:01:29:14;FABstTWeil der Wasserstoff zu teuer wird.ÿÿÚt
61;00:01:29:14;00:01:32:01;Weil der Wasserstoff zu teuer wird.
62;00:01:32:05;00:01:32:05;FABstd Die Ampel setzt weiter( ( auch v¾
63;00:01:32:05;00:01:32:05;FABst(auf Wasserstoff. ÿÿ9é
64;00:01:32:05;00:01:35:07;"Die Ampel setzt weiter

auch auf Wasserstoff."
65;00:01:35:11;00:01:35:11;FABstd Gasheizungen sollen auf Drängen( ( dâ&
66;00:01:35:11;00:01:35:11;FABst4er FDP erlaubt bleiben,ÿÿ-¯¾
67;00:01:35:11;00:01:39:09;"Gasheizungen sollen auf DrÈangen

der FDP erlaubt bleiben,"
68;00:01:39:13;00:01:39:13;FABstRwenn der Anteil grüner Gase stimmt:ÿÿ_j
69;00:01:39:13;00:01:42:01;wenn der Anteil grÈuner Gase stimmt:
70;00:01:49:00;00:01:49:00;FABstdAls gestern Pizza ins Paul-Löbe-Haus( ( in
71;00:01:49:00;00:01:49:00;FABstHBerlin geliefert wird, ist klar: ÿÿ¡,
72;00:01:49:00;00:01:53:22;"Als gestern Pizza ins Paul-LÈobe-Haus

in Berlin geliefert wird, ist klar:"
73;00:01:53:24;00:01:53:24;FABstd Das Ringen der Ampel( ( um das Gese?z
74;00:01:53:24;00:01:53:24;FABst2tz wird länger dauern.ÿÿ/g8
75;00:01:53:24;00:01:57:04;"Das Ringen der Ampel

um das Gesetz wird lÈanger dauern."
76;00:01:57:06;00:01:57:06;FABstd Heute früh sickert durch:( ( Es g°
77;00:01:57:06;00:01:57:06;FABst0ab einen Durchbruch. ÿÿ1®
78;00:01:57:06;00:02:00:11;"Heute frÈuh sickert durch:

Es gab einen Durchbruch."
79;00:02:00:13;00:02:00:13;FABstRDer Finanzminister reagiert zuerst.ÿÿßÎ
80;00:02:00:13;00:02:03:03;Der Finanzminister reagiert zuerst.
81;00:02:03:05;00:02:03:05;FABstd Von dem, was ich gehört habe,( ( geht eÚÌ
82;00:02:03:05;00:02:03:05;FABst>s in eine richtige Richtung,+ø
83;00:02:03:05;00:02:08:05;"Von dem, was ich gehÈort habe,

geht es in eine richtige Richtung,"
84;00:02:08:17;00:02:08:17;FABstd nämlich die Frage( ( der Technolú
85;00:02:08:17;00:02:08:17;FABst6ogiefreiheit zu stärken.3!B
86;00:02:08:17;00:02:13:05;"nÈamlich die Frage

der Technologiefreiheit zu stÈarken."
87;00:02:15:19;00:02:15:19;FABst d Auch im Bereich( ( der finanziPN
88;00:02:15:19;00:02:15:19;FABst$ellen Förderungÿÿ=w 
89;00:02:15:19;00:02:18:22;"Auch im Bereich

der finanziellen FÈorderung"
90;00:02:18:24;00:02:18:24;FABst!d tragfähige Vereinbarungen( ( ²Ä
91;00:02:18:24;00:02:18:24;"FABst""zu ergänzen.ÿÿ?z²"
92;00:02:18:24;00:02:22:03;"tragfÈahige Vereinbarungen

zu ergÈanzen."
93;00:02:23:07;00:02:23:07;"FABst""F So sollen die aussehen.ÿÿÉz"
94;00:02:23:07;00:02:25:09;So sollen die aussehen.
95;00:02:39:12;00:02:39:12;FABst#d Großstädte sollen bis 2026( ( die WärmªÚ
96;00:02:39:12;00:02:39:12;FABst@eplanung abgeschlossen haben.ÿÿ!¹>
97;00:02:39:12;00:02:44:10;"GroûstÈadte sollen bis 2026

die WÈarmeplanung abgeschlossen haben."
98;00:02:45:00;00:02:45:00;FABst$d Vermieter sollen maximal 10 %( ( der KoI
99;00:02:45:00;00:02:45:00;FABstDsten auf Mieter umlegen können.ÿÿ-&
100;00:02:45:00;00:02:49:09;"Vermieter sollen maximal 10 %

der Kosten auf Mieter umlegen kÈonnen."
101;00:02:49:11;00:02:49:11;FABst%d Das mache den Umstieg( ( sozialvertrX
102;00:02:49:11;00:02:49:11;FABst0äglicher, so die SPD:ÿÿ1s8
103;00:02:49:11;00:02:53:16;"Das mache den Umstieg

sozialvertrÈaglicher, so die SPD:"
104;00:02:55:14;00:02:55:14;FABst&H Es wird kollektiv geplant,|
105;00:02:55:14;00:02:57:10;Es wird kollektiv geplant,
106;00:02:57:12;00:02:57:12;FABst'd keiner wird alleingelassen( ( miT
107;00:02:57:12;00:02:57:12;FABst(t seiner Planung.A<u>
108;00:02:57:12;00:03:00:07;"keiner wird alleingelassen

mit seiner Planung."
109;00:03:00:09;00:03:00:09;FABst(d Auch die Mieter( ( sind uns sehrü
110;00:03:00:09;00:03:00:09;FABst( wichtig gewesen.ÿÿ9Õ
