No.;Timecode In;Timecode Out;Subtitle
1;00:00:17:20;00:00:17:20;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:17:20;00:00:17:20;FABst(¥¥¥á¥¥à¥ã¥¥¥¥¥¥¥¥¥ã¥æ¥¥¥§ª¦ªîªªª5îØ
3;00:00:17:20;00:00:18:22;* Gong *
4;00:00:18:24;00:00:18:24;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:18:24;00:00:18:24;FABst: mit den tagesthemen.ÿÿ'ºð
6;00:00:18:24;00:00:22:06;"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
7;00:00:22:12;00:00:22:12;FABstd Diese Sendung wurde vom NDR( ( live Af
8;00:00:22:12;00:00:22:12;FABst6untertitelt (10.05.2023)ÿÿ+º°
9;00:00:22:12;00:00:26:00;"Diese Sendung wurde vom NDR

live untertitelt (10.05.2023)"
10;00:00:26:03;00:00:26:03;"FABstd Heute im Studio:( ( Ingo Zamperoni""L"
11;00:00:26:03;00:00:26:03;FABst0 und Susanne Daubner.ÿÿ14
12;00:00:26:03;00:00:29:04;"Heute im Studio:

Ingo Zamperoni und Susanne Daubner."
13;00:00:29:09;00:00:29:09;FABstd Guten Abend, willkommen( ( zu den tag<À
14;00:00:29:09;00:00:29:09;FABst2esthemen.Guten Abend.7Òh
15;00:00:29:09;00:00:32:24;"Guten Abend, willkommen

zu den tagesthemen.Guten Abend."
16;00:00:33:01;00:00:33:01;FABstd In erster Linie ging es( ( in BeGf
17;00:00:33:01;00:00:33:01;FABst.rlin heute ums Geld.ÿÿ3Ï
18;00:00:33:01;00:00:35:24;"In erster Linie ging es

in Berlin heute ums Geld."
19;00:00:36:01;00:00:36:01;FABstdBeim Flüchtlingsgipfel im Kanzleramt( ( rF
20;00:00:36:01;00:00:36:01;FABstLangen Bund und Länder um die Frage,ÿÿ+
21;00:00:36:01;00:00:40:05;"Beim FlÈuchtlingsgipfel im Kanzleramt

rangen Bund und LÈander um die Frage,"
22;00:00:40:07;00:00:40:07;FABstd wie die Kommunen( ( dabei unterstl
23;00:00:40:07;00:00:40:07;FABst,ützt werden sollen:ÿÿ5P¸
24;00:00:40:07;00:00:43:03;"wie die Kommunen

dabei unterstÈutzt werden sollen:"
25;00:00:43:09;00:00:43:09;FABstd Und zwar bei der Bewältigung( ( der zµÆ
26;00:00:43:09;00:00:43:09;FABst4uletzt gestiegenen Zahlÿÿ-£Â
27;00:00:43:09;00:00:46:19;"Und zwar bei der BewÈaltigung

der zuletzt gestiegenen Zahl"
28;00:00:46:21;00:00:46:21;FABstdvon Geflüchteten aus der Ukraine( ( uõ,
29;00:00:46:21;00:00:46:21;"FABst4nd aus anderen Ländern.ÿÿ-;b"
30;00:00:46:21;00:00:50:04;"von GeflÈuchteten aus der Ukraine

und aus anderen LÈandern."
31;00:00:50:06;00:00:50:06;"FABst@ Dazu gleich Fragenÿÿ
("
32;00:00:50:06;00:00:51:18;Dazu gleich Fragen
33;00:00:51:20;00:00:51:20;FABstd an die Ministerpräsidentin( ( von Rheiî¦
34;00:00:51:20;00:00:51:20;FABst8nland-Pfalz, Malu Dreyer.ÿÿ)óè
35;00:00:51:20;00:00:55:19;"an die MinisterprÈasidentin

von Rheinland-Pfalz, Malu Dreyer."
36;00:00:55:21;00:00:55:21;FABstdZunächst zeigt Sebastian Grosser ( ( an eÐ
37;00:00:55:21;00:00:55:21;FABst@inem Beispiel aus Regensburg,ÿÿ!ïp
38;00:00:55:21;00:01:00:05;"ZunÈachst zeigt Sebastian Grosser

an einem Beispiel aus Regensburg,"
39;00:01:00:07;00:01:00:07;FABstNdass es nicht nur ums Geld geht.ÿÿßÀ
40;00:01:00:07;00:01:02:10;dass es nicht nur ums Geld geht.
41;00:01:02:14;00:01:02:14;FABstd Sondern auch um die Frage:( ( WohiL¬
42;00:01:02:14;00:01:02:14;FABst.n mit den Menschen? ÿÿ3¦
43;00:01:02:14;00:01:05:17;"Sondern auch um die Frage:

Wohin mit den Menschen?"
44;00:01:05:19;00:01:05:19;FABstd Wenn Gewerbe- oder Turnhallen( ( ud
45;00:01:05:19;00:01:05:19;FABst.nicht mehr reichen,ÿÿ3Ã6
46;00:01:05:19;00:01:09:04;"Wenn Gewerbe- oder Turnhallen

nicht mehr reichen,"
47;00:01:09:06;00:01:09:06;FABstN müssen Kommunen kreativ werden.ÿÿJ
48;00:01:09:06;00:01:11:14;mÈussen Kommunen kreativ werden.
49;00:01:12:10;00:01:12:10;FABst> Die MS Rossini.'Ð
50;00:01:12:10;00:01:13:16;Die MS Rossini.
51;00:01:13:18;00:01:13:18;FABstd Sonst schippert das Hotelschiff( ( üâö
52;00:01:13:18;00:01:13:18;FABst4ber die Flüsse Europas.5*
53;00:01:13:18;00:01:17:00;"Sonst schippert das Hotelschiff

Èuber die FlÈusse Europas."
54;00:01:17:02;00:01:17:02;FABstd Seit drei Monaten hat es( ( in Bach an
55;00:01:17:02;00:01:17:02;FABst6 der Donau festgemacht -ÿÿ+
56;00:01:17:02;00:01:20:14;"Seit drei Monaten hat es

in Bach an der Donau festgemacht -"
