No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥ä¥¥¥¥ç¥¥ç¥§ª¦ªîªªªG</i>´"
"3";"00:00:03:00";"00:00:04:05";"* Gong *"
"4";"00:00:04:12";"00:00:04:12";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:12";"00:00:04:12";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:12";"00:00:08:07";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:13";"00:00:08:13";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:13";"00:00:08:13";"FABst6untertitelt (10.09.2023)ÿÿ+¶°"
"9";"00:00:08:13";"00:00:13:22";"Diese Sendung wurde vom NDR

live untertitelt (10.09.2023)"
"10";"00:00:15:18";"00:00:15:18";"FABstd Heute im Studio:( ( Constanü"
"11";"00:00:15:18";"00:00:15:18";"FABst"tin Schreiber.ÿÿ?ÞN"
"12";"00:00:15:18";"00:00:18:06";"Heute im Studio:

Constantin Schreiber."
"13";"00:00:18:09";"00:00:18:09";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"14";"00:00:18:09";"00:00:18:09";"FABst(e zur tagesschau.A¯R"
"15";"00:00:18:09";"00:00:22:10";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"16";"00:00:23:17";"00:00:23:17";"FABstL Ein historischer Titelgewinn:ÿÿ§¦"
"17";"00:00:23:17";"00:00:25:18";"Ein historischer Titelgewinn:"
"18";"00:00:25:22";"00:00:25:22";"FABstd Die deutschen Basketballer( ( sfv"
"19";"00:00:25:22";"00:00:25:22";"FABst&ind Weltmeister.ÿÿ;Æ´"
"20";"00:00:25:22";"00:00:28:20";"Die deutschen Basketballer

sind Weltmeister."
"21";"00:00:28:24";"00:00:28:24";"FABstD Die goldene WM-Trophäeÿÿqâ"
"22";"00:00:28:24";"00:00:30:20";"Die goldene WM-TrophÈae"
"23";"00:00:31:02";"00:00:31:02";"FABstd erhielten die Spieler( ( nach dem Flæ"
"24";"00:00:31:02";"00:00:31:02";"FABst4inalsieg gegen Serbien.ÿÿ-â"
"25";"00:00:31:02";"00:00:34:19";"erhielten die Spieler

nach dem Finalsieg gegen Serbien."
"26";"00:00:35:00";"00:00:35:00";"FABstPDer WM-Titel ist der größte Erfolgÿÿ³j"
"27";"00:00:35:00";"00:00:37:07";"Der WM-Titel ist der grÈoûte Erfolg"
"28";"00:00:37:08";"00:00:37:08";"FABstd in der Geschichte( ( des deutscü"
"29";"00:00:37:08";"00:00:37:08";"FABst&hen Basketballs.ÿÿ;Çà"
"30";"00:00:37:08";"00:00:40:05";"in der Geschichte

des deutschen Basketballs."
"31";"00:00:40:20";"00:00:40:20";"FABstH Nach einem packenden Spielÿÿä°"
"32";"00:00:40:20";"00:00:42:17";"Nach einem packenden Spiel"
"33";"00:00:42:19";"00:00:42:19";"FABstdstand es am Ende 83:77 für das Team( ( ôt"
"34";"00:00:42:19";"00:00:42:19";"FABst:von Bundestrainer Herbert.ÿÿ'«6"
"35";"00:00:42:19";"00:00:47:00";"stand es am Ende 83:77 fÈur das Team

von Bundestrainer Herbert."
"36";"00:00:48:03";"00:00:48:03";"FABst< Im Halbfinaleÿÿ!üÔ"
"37";"00:00:48:03";"00:00:49:16";"Im Halbfinale"
"38";"00:00:49:19";"00:00:49:19";"FABstd hatte Deutschland überraschend( ( die Faé$"
"39";"00:00:49:19";"00:00:49:19";"FABstDvoriten aus den USA geschlagen.ÿÿ³x"
"40";"00:00:49:19";"00:00:54:12";"hatte Deutschland Èuberraschend

die Favoriten aus den USA geschlagen."
"41";"00:00:54:16";"00:00:54:16";"FABstTHeute gelang eine weitere Sensation.ÿÿå"
"42";"00:00:54:16";"00:00:57:04";"Heute gelang eine weitere Sensation."
"43";"00:00:57:24";"00:00:57:24";"FABstd Deutschlands Basketballer( ( haben SporJL"
"44";"00:00:57:24";"00:00:57:24";"FABst6tgeschichte geschrieben.3ãô"
"45";"00:00:57:24";"00:01:01:17";"Deutschlands Basketballer

haben Sportgeschichte geschrieben."
"46";"00:01:01:19";"00:01:01:19";"FABstd Das Team um Kapitän Schröder( ("
"47";"00:01:01:19";"00:01:01:19";"FABst(ist Weltmeister.A¡~"
"48";"00:01:01:19";"00:01:05:03";"Das Team um KapitÈan SchrÈoder

ist Weltmeister."
"49";"00:01:05:05";"00:01:05:05";"FABstd Im WM-Finale in Manila siegt ( ( die ¼"
"50";"00:01:05:05";"00:01:05:05";"FABst8DBB-Auswahl gegen Serbienÿÿ)êä"
"51";"00:01:05:05";"00:01:08:17";"Im WM-Finale in Manila siegt

die DBB-Auswahl gegen Serbien"
"52";"00:01:08:19";"00:01:08:19";"FABst8 mit 83:77.ÿÿ%£Ü"
"53";"00:01:08:19";"00:01:09:23";"mit 83:77."
"54";"00:01:10:02";"00:01:10:02";"FABstd Das ist einer( ( der besten Mo5"
"55";"00:01:10:02";"00:01:10:02";"FABst2mente in meinem Leben.7ÄP"
"56";"00:01:10:02";"00:01:13:14";"Das ist einer

der besten Momente in meinem Leben."
"57";"00:01:14:04";"00:01:14:04";"FABstdDas mit meinem Team, meinem Coach,( ( \*"
"58";"00:01:14:04";"00:01:14:04";"FABst>meiner Familie zu feiern ...`#ïð"
"59";"00:01:14:04";"00:01:18:22";"Das mit meinem Team, meinem Coach,

meiner Familie zu feiern ..."
"60";"00:01:19:23";"00:01:19:23";"FABstPWir haben Geschichte geschrieben.ÿÿÊ"
"61";"00:01:19:23";"00:01:22:00";"Wir haben Geschichte geschrieben."
"62";"00:01:23:12";"00:01:23:12";"FABstF Schwer, Worte zu finden.`L"
"63";"00:01:23:12";"00:01:25:22";"Schwer, Worte zu finden."
"64";"00:01:26:13";"00:01:26:13";"FABstN Zur Halbzeit steht es 47 beide,ÿÿÍ>"
"65";"00:01:26:13";"00:01:29:02";"Zur Halbzeit steht es 47 beide,"
"66";"00:01:29:12";"00:01:29:12";"FABstd ehe die deutsche Mannschaft( ( im drittL"
"67";"00:01:29:12";"00:01:29:12";"FABst6en Viertel stärker wird.ÿÿ+EÒ"
"68";"00:01:29:12";"00:01:33:12";"ehe die deutsche Mannschaft

im dritten Viertel stÈarker wird."
"69";"00:01:33:14";"00:01:33:14";"FABstd Schröder attackiert,( ( ObsóL"
"70";"00:01:33:14";"00:01:33:14";"FABst t, Voigtmann,ÿÿA"
"71";"00:01:33:14";"00:01:37:21";"SchrÈoder attackiert,

Obst, Voigtmann,"
"72";"00:01:41:02";"00:01:41:02";"FABstdWagner völlig frei unter dem Korb:( ( x"
"73";"00:01:41:02";"00:01:41:02";"FABst411 Punkte die Führung.ÿÿ-tì"
"74";"00:01:41:02";"00:01:45:00";"Wagner vÈollig frei unter dem Korb:

11 Punkte die FÈuhrung."
"75";"00:01:45:08";"00:01:45:08";"FABstdDie Serben kommen im letzten Viertel( ( Ix"
"76";"00:01:45:08";"00:01:45:08";"FABst0 wieder heran.ÿÿ1â"
"77";"00:01:45:08";"00:01:48:16";"Die Serben kommen im letzten Viertel

wieder heran."
"78";"00:01:48:18";"00:01:48:18";"FABstd 60 Sekunden vor Spielende führt( ( DeutÐô"
"79";"00:01:48:18";"00:01:48:18";"FABst<schland nur mit 3 Punkten, ÿÿ%ò"
"80";"00:01:48:18";"00:01:52:11";"60 Sekunden vor Spielende fÈuhrt

Deutschland nur mit 3 Punkten,"
"81";"00:01:52:13";"00:01:52:13";"FABstd doch Guduric verfehlt( ( den offAT"
"82";"00:01:52:13";"00:01:52:13";"FABst.enen Dreipunktewurf.ÿÿ3Ãz"
"83";"00:01:52:13";"00:01:55:17";"doch Guduric verfehlt

den offenen Dreipunktewurf."
"84";"00:01:55:21";"00:01:55:21";"FABst d Schröder,( ( mit 28 Punkten@"
"85";"00:01:55:21";"00:01:55:21";"FABst$ bester Werfer,ÿÿ=þ"
"86";"00:01:55:21";"00:01:58:13";"SchrÈoder,

mit 28 Punkten bester Werfer,"
"87";"00:01:58:23";"00:01:58:23";"FABst!L bringt Deutschland in Führung.ÿÿ²"
"88";"00:01:58:23";"00:02:01:11";"bringt Deutschland in FÈuhrung."
"89";"00:02:03:19";"00:02:03:19";"FABst"L Der 4-Punkte-Vorsprung reicht.ÿÿ¥"
"90";"00:02:03:19";"00:02:05:22";"Der 4-Punkte-Vorsprung reicht."
"91";"00:02:06:04";"00:02:06:04";"FABst#d Deutschland( ( macht die Sens[ò"
"92";"00:02:06:04";"00:02:06:04";"FABst"ation perfekt.ÿÿ?ø"
"93";"00:02:06:04";"00:02:08:12";"Deutschland

macht die Sensation perfekt."
"94";"00:02:08:18";"00:02:08:18";"FABst$d Im letzten Jahr Erfolg,( ( dar0"
"95";"00:02:08:18";"00:02:08:18";"FABst*auf bauen wir auf.?ò&"
"96";"00:02:08:18";"00:02:11:12";"Im letzten Jahr Erfolg,

darauf bauen wir auf."
"97";"00:02:11:14";"00:02:11:14";"FABst%J Jetzt sind wir Weltmeister!Ôð"
"98";"00:02:11:14";"00:02:13:13";"Jetzt sind wir Weltmeister!"
"99";"00:02:14:22";"00:02:14:22";"FABst&d Unglaublich,( ( das mit den JVº"
"100";"00:02:14:22";"00:02:14:22";"FABst$ungs zu feiern!ÿÿ=Æ."
"101";"00:02:14:22";"00:02:17:18";"Unglaublich,

das mit den Jungs zu feiern!"
"102";"00:02:18:13";"00:02:18:13";"FABst'd Dennis Schröder( ( präsentieBÞ"
"103";"00:02:18:13";"00:02:18:13";"FABst&rt den WM-Pokal.ÿÿ;Ùl"
"104";"00:02:18:13";"00:02:21:12";"Dennis SchrÈoder

prÈasentiert den WM-Pokal."
"105";"00:02:22:21";"00:02:22:21";"FABst(d Es ist der größte Erfolg( ( im de)¾"
"106";"00:02:22:21";"00:02:22:21";"FABst,utschen Basketball.ÿÿ5¡"
"107";"00:02:22:21";"00:02:26:15";"Es ist der grÈoûte Erfolg

im deutschen Basketball."
"108";"00:02:27:22";"00:02:27:22";"FABst)L Basketball-Deutschland feiert,ÿÿÏV"
"109";"00:02:27:22";"00:02:30:07";"Basketball-Deutschland feiert,"
"110";"00:02:30:09";"00:02:30:09";"FABst*d doch der hiesige Fußball( ( stecÜV"
"111";"00:02:30:09";"00:02:30:09";"FABst*kt in einer Krise:ÿÿ7Á²"
"112";"00:02:30:09";"00:02:33:09";"doch der hiesige Fuûball

steckt in einer Krise:"
"113";"00:02:33:16";"00:02:33:16";"FABst+d Nach dem WM-Vorrunden-Aus( ( und de:H"
"114";"00:02:33:16";"00:02:33:16";"FABst4r Serie von Niederlagenÿÿ-É&"
"115";"00:02:33:16";"00:02:37:08";"Nach dem WM-Vorrunden-Aus

und der Serie von Niederlagen"
"116";"00:02:37:10";"00:02:37:10";"FABst,d entließ der DFB( ( Bundestrain£""
"117";"00:02:37:10";"00:02:37:10";"FABst$er Hansi Flick.ÿÿ=Û~"
"118";"00:02:37:10";"00:02:40:08";"entlieû der DFB

Bundestrainer Hansi Flick."
"119";"00:02:40:16";"00:02:40:16";"FABst-P Das Testspiel gegen Japan gesternÿÿð¬"
"120";"00:02:40:16";"00:02:43:01";"Das Testspiel gegen Japan gestern"
"121";"00:02:43:05";"00:02:43:05";"FABst.d hatte die Mannschaft( ( mit jJ"
"122";"00:02:43:05";"00:02:43:05";"FABst"1:4 verloren. ÿÿ?úè"
"123";"00:02:43:05";"00:02:46:07";"hatte die Mannschaft

mit 1:4 verloren."
"124";"00:02:46:24";"00:02:46:24";"FABst/d Beim kommenden Test( ( gegen Fran8H"
"125";"00:02:46:24";"00:02:46:24";"FABst*kreich am Dienstagÿÿ7Å\"
"126";"00:02:46:24";"00:02:50:03";"Beim kommenden Test

gegen Frankreich am Dienstag"
"127";"00:02:50:07";"00:02:50:07";"FABst0d soll Sportdirektor Rudi Völler( ( als In^"
"128";"00:02:50:07";"00:02:50:07";"FABst:terimstrainer einspringen.ÿÿ'åf"
"129";"00:02:50:07";"00:02:54:04";"soll Sportdirektor Rudi VÈoller

als Interimstrainer einspringen."
"130";"00:02:55:05";"00:02:55:05";"FABst1d Es war sein letzter ( ( öffent¨ú"
