No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥á¥¥à¥ã¥¥¥¥§ª¦ªîªªªGÌ"
"3";"00:00:03:00";"00:00:04:11";"* Gong *"
"4";"00:00:04:13";"00:00:04:13";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:13";"00:00:04:13";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:13";"00:00:07:23";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:00";"00:00:08:00";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:00";"00:00:08:00";"FABst6untertitelt (18.05.2023)ÿÿ+²°"
"9";"00:00:08:00";"00:00:12:15";"Diese Sendung wurde vom NDR

live untertitelt (18.05.2023)"
"10";"00:00:15:08";"00:00:15:08";"FABstRHeute im Studio: Thorsten Schröder.ÿÿS¤"
"11";"00:00:15:08";"00:00:18:04";"Heute im Studio: Thorsten SchrÈoder."
"12";"00:00:18:06";"00:00:18:06";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"13";"00:00:18:06";"00:00:18:06";"FABst(e zur tagesschau.A¯R"
"14";"00:00:18:06";"00:00:21:02";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"15";"00:00:22:01";"00:00:22:01";"FABstd Nach der Entlassung von( ( Wirtschafts_"
"16";"00:00:22:01";"00:00:22:01";"FABst4staatssekretär Graichenÿÿ-aT"
"17";"00:00:22:01";"00:00:26:04";"Nach der Entlassung von

WirtschaftsstaatssekretÈar Graichen"
"18";"00:00:26:06";"00:00:26:06";"FABstd gibt es neuen Streit( ( über das Gþ*"
"19";"00:00:26:06";"00:00:26:06";"FABst.ebäudeenergiegesetz.ÿÿ3$d"
"20";"00:00:26:06";"00:00:29:14";"gibt es neuen Streit

Èuber das GebÈaudeenergiegesetz."
"21";"00:00:29:16";"00:00:29:16";"FABstd Die FDP stellt jetzt den Zeitplan( ( fü<u>x"
"22";"00:00:29:16";"00:00:29:16";"FABst:r das umstrittene Vorhabenÿÿ',"
"23";"00:00:29:16";"00:00:33:10";"Die FDP stellt jetzt den Zeitplan

fÈur das umstrittene Vorhaben"
"24";"00:00:33:12";"00:00:33:12";"FABstd zum Austausch von( ( Öl- und Gash</i>Ô"
"25";"00:00:33:12";"00:00:33:12";"FABst*eizungen in Frage.ÿÿ7¶"
"26";"00:00:33:12";"00:00:36:15";"zum Austausch von

ÈOl- und Gasheizungen in Frage."
"27";"00:00:36:17";"00:00:36:17";"FABst> Die Begründung:ÿÿ$¦"
"28";"00:00:36:17";"00:00:38:04";"Die BegrÈundung:"
"29";"00:00:38:06";"00:00:38:06";"FABstd Dem Bundestag fehle nun( ( der AnspreVj"
