No.;Timecode In;Timecode Out;Subtitle
1;00:00:18:00;00:00:18:00;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:18:00;00:00:18:00;FABst¥¥¥á¥¥à¥ã¥¥¥¥§ª¦ªîªªªGÌ
3;00:00:18:00;00:00:19:10;* Gong *
4;00:00:19:12;00:00:19:12;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:19:12;00:00:19:12;FABst: mit den tagesthemen.ÿÿ'ºð
6;00:00:19:12;00:00:22:20;"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
7;00:00:22:22;00:00:22:22;FABstd Herzlich willkommen zur Live-( ( UnteB^
8;00:00:22:22;00:00:22:22;FABstBrtitelung des NDR (28.03.2023)ÿÿß¾
9;00:00:22:22;00:00:25:16;"Herzlich willkommen zur Live-

Untertitelung des NDR (28.03.2023)"
10;00:00:25:18;00:00:25:18;FABstdHeute im Studio: Thorsten Schröder( ( öØ
11;00:00:25:18;00:00:25:18;FABst0und Ingo Zamperoni.ÿÿ1ËV
12;00:00:25:18;00:00:28:22;"Heute im Studio: Thorsten SchrÈoder

und Ingo Zamperoni."
13;00:00:29:02;00:00:29:02;FABstd Guten Abend,( ( willkommen zu !
14;00:00:29:02;00:00:29:02;FABst&den tagesthemen.C
15;00:00:29:02;00:00:31:16;"Guten Abend,

willkommen zu den tagesthemen."
16;00:00:31:18;00:00:31:18;"FABstL Ebenfalls einen schönen Abend.;"
17;00:00:31:18;00:00:33:14;Ebenfalls einen schÈonen Abend.
18;00:00:33:16;00:00:33:16;FABstdEs wurde Abend und es wurde Morgen( ( uJ~
19;00:00:33:16;00:00:33:16;FABst>nd es gab einen dritten Tag.ÿÿ#Ép
20;00:00:33:16;00:00:37:11;"Es wurde Abend und es wurde Morgen

und es gab einen dritten Tag."
21;00:00:37:13;00:00:37:13;FABstdDiese fast biblische Dimensionen( ( der 8Ú
22;00:00:37:13;00:00:37:13;FABst:Koalitionsausschusssitzungÿÿ'ÝÔ
23;00:00:37:13;00:00:41:03;"Diese fast biblische Dimensionen

der Koalitionsausschusssitzung"
24;00:00:41:05;00:00:41:05;FABstd hatten sie sich zu Beginn( ( dieses Tr2
25;00:00:41:05;00:00:41:05;FABst4effens vorgestern Abendÿÿ-²Ø
26;00:00:41:05;00:00:44:12;"hatten sie sich zu Beginn

dieses Treffens vorgestern Abend"
27;00:00:44:14;00:00:44:14;FABstN wohl auch nicht träumen lassen.ÿÿ*
28;00:00:44:14;00:00:46:12;wohl auch nicht trÈaumen lassen.
29;00:00:47:13;00:00:47:13;FABstd Aber offensichtlich musste( ( nach Wo2J
30;00:00:47:13;00:00:47:13;FABst<chen der ständigen Querelenÿÿ%z®
31;00:00:47:13;00:00:51:05;"Aber offensichtlich musste

nach Wochen der stÈandigen Querelen"
32;00:00:51:07;00:00:51:07;FABstd alles auf den Tisch -( ( und z
33;00:00:51:07;00:00:51:07;FABst*war grundsätzlich.ÿÿ7gÐ
34;00:00:51:07;00:00:54:02;"alles auf den Tisch -

und zwar grundsÈatzlich."
35;00:00:54:04;00:00:54:04;FABstVWie hält's du's mit dem Klimaschutz?ÿÿ#þ
36;00:00:54:04;00:00:56:08;Wie hÈalt's du's mit dem Klimaschutz?
37;00:00:56:10;00:00:56:10;FABstdDas war die Haupt-Gretchenfrage,( ( a0
38;00:00:56:10;00:00:56:10;FABst2ber nicht die einzige.ÿÿ/èj
39;00:00:56:10;00:00:59:15;"Das war die Haupt-Gretchenfrage,

aber nicht die einzige."
40;00:00:59:17;00:00:59:17;FABstdEs ging auch um Themen, mit denen( ( im V[t
41;00:00:59:17;00:00:59:17;FABst@orfeld wenig gerechnet haben.ÿÿ!ç`
42;00:00:59:17;00:01:03:18;"Es ging auch um Themen, mit denen

im Vorfeld wenig gerechnet haben."
43;00:01:03:20;00:01:03:20;FABstd Kanzler Scholz bilanzierte:( ( EA
44;00:01:03:20;00:01:03:20;FABst,s hat sich gelohnt.ÿÿ5
45;00:01:03:20;00:01:06:14;"Kanzler Scholz bilanzierte:

Es hat sich gelohnt."
46;00:01:06:16;00:01:06:16;FABstd Die Auflösung dann am Abend,( ( alÍÞ
47;00:01:06:16;00:01:06:16;FABst,s die drei Parteienÿÿ5å,
48;00:01:06:16;00:01:09:15;"Die AuflÈosung dann am Abend,

als die drei Parteien"
49;00:01:09:17;00:01:09:17;FABstd die Mammut-Sitzung beendeten( ( und (¼
50;00:01:09:17;00:01:09:17;FABst2vor die Presse traten.ÿÿ/Çn
51;00:01:09:17;00:01:12:20;"die Mammut-Sitzung beendeten

und vor die Presse traten."
52;00:01:12:22;00:01:12:22;FABstd Was sie präsentierten,( ( fasst IãL
53;00:01:12:22;00:01:12:22;FABst.ris Sayram zusammen.ÿÿ3â
54;00:01:12:22;00:01:15:20;"Was sie prÈasentierten,

fasst Iris Sayram zusammen."
55;00:01:16:16;00:01:16:16;FABstd Sie kommen( ( aus verschiedep
56;00:01:16:16;00:01:16:16;"FABst""nen Richtungenÿÿ?^"
57;00:01:16:16;00:01:19:06;"Sie kommen

aus verschiedenen Richtungen"
58;00:01:19:08;00:01:19:08;FABstd und treffen sich doch( ( zu einem a
59;00:01:19:08;00:01:19:08;FABst2gemeinsamen Statement.7Ï
60;00:01:19:08;00:01:22:21;"und treffen sich doch

zu einem gemeinsamen Statement."
61;00:01:24:17;00:01:24:17;FABstTWir drei stehen hier hochzufrieden.»
62;00:01:24:17;00:01:26:21;Wir drei stehen hier hochzufrieden.
63;00:01:26:23;00:01:26:23;FABstd Man kann 2,5 Tage verhandeln,( ( wen!ä
64;00:01:26:23;00:01:26:23;FABst6n man die Garantie hat, 3ËT
65;00:01:26:23;00:01:30:10;"Man kann 2,5 Tage verhandeln,

wenn man die Garantie hat,"
66;00:01:30:16;00:01:30:16;FABstd dass die Dinge anschließend( ( 4
67;00:01:30:16;00:01:30:16;FABst*schneller laufen.ÿÿ7¼
68;00:01:30:16;00:01:34:01;"dass die Dinge anschlieûend

schneller laufen."
69;00:01:34:24;00:01:34:24;FABstd Wir bewegen uns als Koalition( ( qX
70;00:01:34:24;00:01:34:24;FABst.in Richtung Zukunft.ÿÿ3¬ä
71;00:01:34:24;00:01:40:22;"Wir bewegen uns als Koalition

in Richtung Zukunft."
72;00:01:42:16;00:01:42:16;FABstd Das waren( ( keine einfachen º
73;00:01:42:16;00:01:42:16;"FABst""Verhandlungen.Gê"
74;00:01:42:16;00:01:45:05;"Das waren

keine einfachen Verhandlungen."
75;00:01:45:07;00:01:45:07;FABstd Es war eine Ringen( ( an sehrc®
76;00:01:45:07;00:01:45:07;FABst& vielen Stellen.Cç
77;00:01:45:07;00:01:47:19;"Es war eine Ringen

an sehr vielen Stellen."
78;00:01:47:22;00:01:47:22;FABstRIch möchte sagen, woran das liegt.ÿÿ]2
79;00:01:47:22;00:01:49:24;Ich mÈochte sagen, woran das liegt.
80;00:01:50:01;00:01:50:01;FABstdIn den letzten Jahren ist im Land( ( M
81;00:01:50:01;00:01:50:01;FABst6vieles liegen geblieben.ÿÿ+»Æ
82;00:01:50:01;00:01:53:17;"In den letzten Jahren ist im Land

vieles liegen geblieben."
83;00:01:53:19;00:01:53:19;FABstdWir haben uns auf den Weg gemacht,( ( d<Ô
84;00:01:53:19;00:01:53:19;FABst>ieses Land zu modernisieren.ÿÿ#Ï¨
85;00:01:53:19;00:01:58:17;"Wir haben uns auf den Weg gemacht,

dieses Land zu modernisieren."
86;00:02:00:20;00:02:00:20;FABstdMan schweigt sich auseinander und( ( MN
87;00:02:00:20;00:02:00:20;FABst8diskutiert sich zusammen.1Æº
88;00:02:00:20;00:02:05:15;"Man schweigt sich auseinander und

diskutiert sich zusammen."
89;00:02:06:06;00:02:06:06;FABst d Das ist das Gefühl, dass wir( ( als Kµf
90;00:02:06:06;00:02:06:06;FABst4oalitionspartner haben.5Z
91;00:02:06:06;00:02:10:10;"Das ist das GefÈuhl, dass wir

als Koalitionspartner haben."
92;00:02:14:01;00:02:14:01;FABst!F Sie haben sich geeinigt.ÿÿ 
93;00:02:14:01;00:02:15:21;Sie haben sich geeinigt.
94;00:02:15:23;00:02:15:23;"FABst""J Etwa beim schwierigen Themaÿÿ»Z"
95;00:02:15:23;00:02:18:05;Etwa beim schwierigen Thema
96;00:02:18:08;00:02:18:08;FABst#d des beschleunigten Ausbaus( ( ei4
97;00:02:18:08;00:02:18:08;FABst(niger Autobahnen.ÿÿ9¤ª
98;00:02:18:08;00:02:20:22;"des beschleunigten Ausbaus

einiger Autobahnen."
99;00:02:20:24;00:02:20:24;FABst$d Das hatten die Grünen bislang( ( ß&
100;00:02:20:24;00:02:20:24;FABst* ausgeschlossen.ÿÿ7ë
101;00:02:20:24;00:02:23:13;"Das hatten die GrÈunen bislang

ausgeschlossen."
102;00:02:23:15;00:02:23:15;FABst%D Jetzt die Kehrtwende.ÿÿ
103;00:02:23:15;00:02:25:00;Jetzt die Kehrtwende.
104;00:02:25:02;00:02:25:02;FABst&> Jedenfalls dann,ÿÿÿî
105;00:02:25:02;00:02:26:06;Jedenfalls dann,
106;00:02:26:07;00:02:26:07;"FABst'd wenn am Rande der Autobahnen( ( Solara""<"
107;00:02:26:07;00:02:26:07;FABst6nlagen mitgebaut werden.ÿÿ+®°
108;00:02:26:07;00:02:29:17;"wenn am Rande der Autobahnen

Solaranlagen mitgebaut werden."
109;00:02:29:19;00:02:29:19;FABst(d Außerdem soll der Schienenverkehr( ( ¤æ
110;00:02:29:19;00:02:29:19;FABst. gestärkt werden.ÿÿ3}<u>
111;00:02:29:19;00:02:32:17;"Auûerdem soll der Schienenverkehr

gestÈarkt werden."
112;00:02:32:18;00:02:32:18;FABst)d Die Lkw-Maut soll dafür( ( im nächs!0
113;00:02:32:18;00:02:32:18;FABst4ten Jahr erhöht werden.ÿÿ-.L
114;00:02:32:18;00:02:36:04;"Die Lkw-Maut soll dafÈur

im nÈachsten Jahr erhÈoht werden."
115;00:02:37:12;00:02:37:12;FABst*RWir wollen das Netz modernisieren.ÿÿÇ
116;00:02:37:12;00:02:42:07;Wir wollen das Netz modernisieren.
117;00:02:42:19;00:02:42:19;FABst+d Den CO2-Aufschlag auf die Lkw-Maut( ( woR¸
118;00:02:42:19;00:02:42:19;FABstJllen wir für die Schiene verwendenÿÿZ*
119;00:02:42:19;00:02:49:05;"Den CO2-Aufschlag auf die Lkw-Maut

wollen wir fÈur die Schiene verwenden"
120;00:02:50:24;00:02:50:24;FABst,d Insgesamt soll der Druck aus( ( dem Verkcx
121;00:02:50:24;00:02:50:24;FABst<ehrssektor genommen werden.ÿÿ%Å
122;00:02:50:24;00:02:55:23;"Insgesamt soll der Druck aus

dem Verkehrssektor genommen werden."
123;00:02:56:07;00:02:56:07;FABst-d Sein Bereich muss nun nicht mehr( ( die
124;00:02:56:07;00:02:56:07;FABst:hohen CO2-Ziele erreichen,ÿÿ'
125;00:02:56:07;00:03:00:05;"Sein Bereich muss nun nicht mehr

die hohen CO2-Ziele erreichen,"
126;00:03:00:08;00:03:00:08;"FABst.d wenn in anderen Bereichen( ( ""V"
127;00:03:00:08;00:03:00:08;"FABst&eingespart wird.ÿÿ;òp"
128;00:03:00:08;00:03:03:18;"wenn in anderen Bereichen

eingespart wird."
129;00:03:04:13;00:03:04:13;FABst/d Dafür muss das Klimaschutzgesetz( ( ë®
130;00:03:04:13;00:03:04:13;FABst.aufgeweicht werden.ÿÿ3
131;00:03:04:13;00:03:08:00;"DafÈur muss das Klimaschutzgesetz

aufgeweicht werden."
132;00:03:08:06;00:03:08:06;FABst0d Bei den Heizungen soll niemand( ( im ´
133;00:03:08:06;00:03:08:06;FABst2Stich gelassen werden.ÿÿ/|
134;00:03:08:06;00:03:12:09;"Bei den Heizungen soll niemand

im Stich gelassen werden."
135;00:03:14:16;00:03:14:16;FABst1d 16 Seiten lang( ( ist die EinAö
136;00:03:14:16;00:03:14:16;"FABst&igung von heute.ÿÿ;²ð"
137;00:03:14:16;00:03:17:12;"16 Seiten lang

ist die Einigung von heute."
138;00:03:17:19;00:03:17:19;FABst2< Schon am Abendÿÿ!ÓÒ
139;00:03:17:19;00:03:19:23;Schon am Abend
140;00:03:20:04;00:03:20:04;FABst3d vor der Pressekonferenz( ( zeigt1º
141;00:03:20:04;00:03:20:04;FABst.e er sich zufrieden.ÿÿ3åî
142;00:03:20:04;00:03:23:09;"vor der Pressekonferenz

zeigte er sich zufrieden."
143;00:03:25:03;00:03:25:03;FABst4d Deshalb ist die Mühe sinnvoll.( ( Es w À
144;00:03:25:03;00:03:25:03;FABst6ird sich gelohnt haben. 3®þ
145;00:03:25:03;00:03:28:18;"Deshalb ist die MÈuhe sinnvoll.

Es wird sich gelohnt haben."
146;00:03:30:11;00:03:30:11;FABst5d Ich bin sehr zuversichtlich, ( ( dass %
147;00:03:30:11;00:03:30:11;FABst:wir ein großes Werk haben./5d
148;00:03:30:11;00:03:35:14;"Ich bin sehr zuversichtlich,

dass wir ein groûes Werk haben."
149;00:03:43:01;00:03:43:01;FABst6d Der Ärger über durchgestochene( ( Ges+
150;00:03:43:01;00:03:43:01;FABst4etze scheint verflogen.ÿÿ-Ò¼
151;00:03:43:01;00:03:46:11;"Der ÈArger Èuber durchgestochene

Gesetze scheint verflogen."
152;00:03:50:02;00:03:50:02;FABst7d Das Thema Finanzen war in( ( der Mammü
153;00:03:50:02;00:03:50:02;FABst2utsitzung nicht Thema.ÿÿ/B
154;00:03:50:02;00:03:53:20;"Das Thema Finanzen war in

der Mammutsitzung nicht Thema."
155;00:04:01:00;00:04:01:00;FABst8d In Berlin begrüße ich( ( die Co-Part~
156;00:04:01:00;00:04:01:00;FABst0ei-Chefin der Grünen,ÿÿ18
157;00:04:01:00;00:04:04:03;"In Berlin begrÈuûe ich

die Co-Partei-Chefin der GrÈunen,"
158;00:04:04:05;00:04:04:05;FABst9< Ricarda Lang.ÿÿ!£R
159;00:04:04:05;00:04:05:05;Ricarda Lang.
160;00:04:05:07;00:04:05:07;FABst:: Guten Abend.ÿÿ#Ïb
161;00:04:05:07;00:04:06:09;Guten Abend.
162;00:04:06:11;00:04:06:11;"FABst;d Vor einer Woche beklagte Robert( ( Habec"
163;00:04:06:11;00:04:06:11;FABst>k hier im Interview beklagt,ÿÿ#6
164;00:04:06:11;00:04:10:06;"Vor einer Woche beklagte Robert

Habeck hier im Interview beklagt,"
165;00:04:10:08;00:04:10:08;FABst<d die Koalition( ( komme ihrem AD
166;00:04:10:08;00:04:10:08;FABst*uftrag nicht nach.ÿÿ7±|
167;00:04:10:08;00:04:12:23;"die Koalition

komme ihrem Auftrag nicht nach."
168;00:04:13:00;00:04:13:00;FABst=d Wird sie das( ( nach dieser Mar]
169;00:04:13:00;00:04:13:00;FABst*athon-Sitzung nun?ÿÿ7</u>f
170;00:04:13:00;00:04:15:17;"Wird sie das

nach dieser Marathon-Sitzung nun?"
171;00:04:18:03;00:04:18:03;"FABst>d Wir kommen aus( ( nicht einfach;²"
172;00:04:18:03;00:04:18:03;FABst(en Verhandlungen.ÿÿ9 ¤
173;00:04:18:03;00:04:23:09;"Wir kommen aus

nicht einfachen Verhandlungen."
174;00:04:23:13;00:04:23:13;FABst?J Es waren zähe Verhandlungen.ÿÿN
175;00:04:23:13;00:04:28:23;Es waren zÈahe Verhandlungen.
176;00:04:29:18;00:04:29:18;FABst@d Wir schaffen es immer noch nicht,( ( dieWÜ
177;00:04:29:18;00:04:29:18;FABstH Lücke beim Verkehr zu schließen.ÿÿúÆ
178;00:04:29:18;00:04:34:18;"Wir schaffen es immer noch nicht,

die LÈucke beim Verkehr zu schlieûen."
179;00:04:34:22;00:04:34:22;FABstAdIn den letzten Jahren ist vieles( ( 2°
180;00:04:34:22;00:04:34:22;FABst,liegen geblieben.ÿÿ5Þ
181;00:04:34:22;00:04:38:11;"In den letzten Jahren ist vieles

liegen geblieben."
182;00:04:38:15;00:04:38:15;FABstBd Gerade, wenn es um Klima( ( un,¬
183;00:04:38:15;00:04:38:15;FABst$d Verkehr geht.ÿÿ=õ4
184;00:04:38:15;00:04:43:15;"Gerade, wenn es um Klima

und Verkehr geht."
185;00:04:43:19;00:04:43:19;FABstCd Wir tragen stellvertretend für( ( die G¯
186;00:04:43:19;00:04:43:19;FABstBesellschaft die Konflikte aus.ÿÿd
187;00:04:43:19;00:04:48:19;"Wir tragen stellvertretend fÈur

die Gesellschaft die Konflikte aus."
188;00:04:51:23;00:04:51:23;FABstDd Bei der Pressekonferenz( ( sprwl
189;00:04:51:23;00:04:51:23;FABst*ach Lindner davon,ÿÿ7Æ
190;00:04:51:23;00:04:54:18;"Bei der Pressekonferenz

sprach Lindner davon,"
191;00:04:54:20;00:04:54:20;FABstENdas Klimaschutz-Gesetz zu ändernÿÿ
192;00:04:54:20;00:04:56:19;das Klimaschutz-Gesetz zu Èandern
193;00:04:56:21;00:04:56:21;FABstFd und von der Öffnung des Raums( ( für ma 0
194;00:04:56:21;00:04:56:21;FABst>rktwirtschaftliche Elemente.ÿÿ#Ð
195;00:04:56:21;00:05:00:14;"und von der ÈOffnung des Raums

fÈur marktwirtschaftliche Elemente."
196;00:05:00:16;00:05:00:16;FABstGN Mussten Sie da nicht schlucken?ÿÿý4
197;00:05:00:16;00:05:02:14;Mussten Sie da nicht schlucken?
198;00:05:06:00;00:05:06:00;FABstHd Ich hab kein Problem mit( ( marktwirin
199;00:05:06:00;00:05:06:00;FABst<tschaftlichen Instrumenten.ÿÿ%¾j
200;00:05:06:00;00:05:13:20;"Ich hab kein Problem mit

marktwirtschaftlichen Instrumenten."
201;00:05:15:11;00:05:15:11;"FABstIdDie Sektorziele im Klimaschutzgesetz( ( """
202;00:05:15:11;00:05:15:11;FABst8 bleiben erhalten.ÿÿ)Ê
203;00:05:15:11;00:05:22:18;"Die Sektorziele im Klimaschutzgesetz

bleiben erhalten."
204;00:05:23:13;00:05:23:13;FABstJPJedes Ressort behält seine Ziele.ÿÿdê
205;00:05:23:13;00:05:26:14;Jedes Ressort behÈalt seine Ziele.
206;00:05:29:16;00:05:29:16;FABstKd Die Sektoren können sich( ( unte¦p
207;00:05:29:16;00:05:29:16;FABst*reinander helfen. ÿÿ7¾~
208;00:05:29:16;00:05:34:18;"Die Sektoren kÈonnen sich

untereinander helfen."
209;00:05:36:02;00:05:36:02;FABstLdWenn die Klimaziele insgesamt nicht( ( 9
210;00:05:36:02;00:05:36:02;FABst8 eingehalten werden,ÿÿ)6
211;00:05:36:02;00:05:40:24;"Wenn die Klimaziele insgesamt nicht

eingehalten werden,"
212;00:05:41:03;00:05:41:03;FABstMRmuss jedes Ressort selbst liefern.ÿÿ
213;00:05:41:03;00:05:44:21;muss jedes Ressort selbst liefern.
214;00:05:55:18;00:05:55:18;FABstNd Ich wundere mich, dass die Grünen( ( dieëÒ
215;00:05:55:18;00:05:55:18;FABstFsen Paradigmen-Wechsel mitgehen,ÿÿµÐ
216;00:05:55:18;00:06:00:03;"Ich wundere mich, dass die GrÈunen

diesen Paradigmen-Wechsel mitgehen,"
217;00:06:00:05;00:06:00:05;FABstOd dass nicht mehr jeder Bereich( ( für s<u>j
218;00:06:00:05;00:06:00:05;FABstBich Klimaziele erreichen muss.ÿÿf
219;00:06:00:05;00:06:04:09;"dass nicht mehr jeder Bereich

fÈur sich Klimaziele erreichen muss."
220;00:06:05:10;00:06:05:10;FABstPd Man kann das untereinander( ( 4â
221;00:06:05:10;00:06:05:10;"FABst""vermauscheln,ÿÿ?ÐH"
222;00:06:05:10;00:06:07:21;"Man kann das untereinander

vermauscheln,"
223;00:06:07:23;00:06:07:23;FABstQL welcher Sektor besser dasteht.ÿÿü
224;00:06:07:23;00:06:10:02;welcher Sektor besser dasteht.
225;00:06:12:24;00:06:12:24;FABstRdNur wenn die Regierung als gesamtes( ( e
226;00:06:12:24;00:06:12:24;FABst< ihre Klimaziele einhält,ÿÿ%%
227;00:06:12:24;00:06:17:06;"Nur wenn die Regierung als gesamtes

ihre Klimaziele einhÈalt,"
228;00:06:17:10;00:06:17:10;FABstSTkann ein Sektor dem anderen helfen.ÿÿ­°
229;00:06:17:10;00:06:23:08;kann ein Sektor dem anderen helfen.
230;00:06:24:22;00:06:24:22;FABstTd Es kann nicht zur( ( Verantwortune¢
231;00:06:24:22;00:06:24:22;FABst0gs- Diffusion kommen.ÿÿ1·Ô
232;00:06:24:22;00:06:28:17;"Es kann nicht zur

Verantwortungs- Diffusion kommen."
233;00:06:29:20;00:06:29:20;FABstUdDann muss der betreffende Sektor( ( VeE
234;00:06:29:20;00:06:29:20;FABst4rantwortung übernehmen.ÿÿ-
