No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:02:00";"00:00:02:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:02:00";"00:00:02:00";"FABst¥¥¥ä¥¥¥¥ç¥¥ç¥§ª¦ªîªªªG</i>´"
"3";"00:00:02:00";"00:00:03:07";"* Gong *"
"4";"00:00:03:08";"00:00:03:08";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:03:08";"00:00:03:08";"FABst: mit den tagesthemen.ÿÿ'ºð"
"6";"00:00:03:08";"00:00:07:02";"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
"7";"00:00:07:04";"00:00:07:04";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:07:04";"00:00:07:04";"FABst6untertitelt (08.09.2023)ÿÿ+¿ "
"9";"00:00:07:04";"00:00:11:17";"Diese Sendung wurde vom NDR

live untertitelt (08.09.2023)"
"10";"00:00:15:07";"00:00:15:07";"FABstPEin Sieg gegen den Top-Favoriten.ÿÿÓ¬"
"11";"00:00:15:07";"00:00:17:15";"Ein Sieg gegen den Top-Favoriten."
"12";"00:00:17:17";"00:00:17:17";"FABstd Die deutschen Basketballer( ( gewb"
"13";"00:00:17:17";"00:00:17:17";"FABst,innen gegen die USAÿÿ5÷b"
"14";"00:00:17:17";"00:00:20:23";"Die deutschen Basketballer

gewinnen gegen die USA"
"15";"00:00:21:00";"00:00:21:00";"FABstF und stehen im WM-Finale.ÿÿÞÔ"
"16";"00:00:21:00";"00:00:22:17";"und stehen im WM-Finale."
"17";"00:00:25:09";"00:00:25:09";"FABstL Willkommen zu den tagesthemen,ÿÿ¿"
"18";"00:00:25:09";"00:00:27:10";"Willkommen zu den tagesthemen,"
"19";"00:00:27:12";"00:00:27:12";"FABstd in denen wir später ausführlich( ( übe¦ð"
"20";"00:00:27:12";"00:00:27:12";"FABst:r dieses Spiel berichten. ÿÿ'
ì"
"21";"00:00:27:12";"00:00:31:02";"in denen wir spÈater ausfÈuhrlich

Èuber dieses Spiel berichten."
"22";"00:00:31:04";"00:00:31:04";"FABstd Mit mir im Studio( ( ist Thorste"
"23";"00:00:31:04";"00:00:31:04";"FABst6n Schröder.Guten Abend.ÿÿ+7¢"
"24";"00:00:31:04";"00:00:34:12";"Mit mir im Studio

ist Thorsten SchrÈoder.Guten Abend."
"25";"00:00:34:16";"00:00:34:16";"FABstH Eine Mehrheit im Bundestagñj"
"26";"00:00:34:16";"00:00:36:15";"Eine Mehrheit im Bundestag"
"27";"00:00:36:17";"00:00:36:17";"FABstd errang Habeck( ( nach monatelCV"
"28";"00:00:36:17";"00:00:36:17";"FABst(anger Diskussion.AÈ"
"29";"00:00:36:17";"00:00:39:12";"errang Habeck

nach monatelanger Diskussion."
"30";"00:00:39:14";"00:00:39:14";"FABstd Doch wie ein Sieg( ( mag es sich v."
"31";"00:00:39:14";"00:00:39:14";"FABst2nicht angefühlt haben.ÿÿ/!d"
"32";"00:00:39:14";"00:00:42:20";"Doch wie ein Sieg

mag es sich nicht angefÈuhlt haben."
"33";"00:00:42:22";"00:00:42:22";"FABstdSchritt für Schritt verschwinden( ( ô"
"34";"00:00:42:22";"00:00:42:22";"FABst0Öl- und Gasheizungen.ÿÿ1"
"35";"00:00:42:22";"00:00:46:09";"Schritt fÈur Schritt verschwinden

ÈOl- und Gasheizungen."
"36";"00:00:47:17";"00:00:47:17";"FABstd Ab 2045( ( soll klimaneutralz"
"37";"00:00:47:17";"00:00:47:17";"FABst& geheizt werden.ÿÿ;¹ü"
"38";"00:00:47:17";"00:00:50:19";"Ab 2045

soll klimaneutral geheizt werden."
"39";"00:00:52:12";"00:00:52:12";"FABstdMancher wird das "Heizungsgesetz"( ( den |"
"40";"00:00:52:12";"00:00:52:12";"FABst@Sommer über verdrängt haben. ÿÿ!ì"
"41";"00:00:52:12";"00:00:57:03";"Mancher wird das "Heizungsgesetz"

den Sommer Èuber verdrÈangt haben."
"42";"00:00:57:05";"00:00:57:05";"FABstd Der zuständige Minister Habeck ( ( bracÞ"
"43";"00:00:57:05";"00:00:57:05";"FABst<hte es auf die Tagesordnungÿÿ%®<"
"44";"00:00:57:05";"00:01:01:08";"Der zustÈandige Minister Habeck

brachte es auf die Tagesordnung"
"45";"00:01:01:11";"00:01:01:11";"FABstd und warb noch einmal ( ( für ¿Ö"
"46";"00:01:01:11";"00:01:01:11";"FABst(die neuen Regeln.ÿÿ9ø¦"
"47";"00:01:01:11";"00:01:04:02";"und warb noch einmal

fÈur die neuen Regeln."
"48";"00:01:04:04";"00:01:04:04";"FABstNDie betreffen Millionen im Land.ÿÿÝ¦"
"49";"00:01:04:04";"00:01:06:13";"Die betreffen Millionen im Land."
"50";"00:01:06:18";"00:01:06:18";"FABstd Bevor wir auf die Debatte( ( im}"
"51";"00:01:06:18";"00:01:06:18";"FABst, Bundestag schauen,ÿÿ5æ"
"52";"00:01:06:18";"00:01:09:22";"Bevor wir auf die Debatte

im Bundestag schauen,"
"53";"00:01:09:24";"00:01:09:24";"FABstd gibt uns Carolyn Wißing( ( eÓ®"
"54";"00:01:09:24";"00:01:09:24";"FABst$inen Überblick.ÿÿ=08"
"55";"00:01:09:24";"00:01:12:22";"gibt uns Carolyn Wiûing

einen ÈUberblick."
"56";"00:01:15:11";"00:01:15:11";"FABstPEine alte Ölheizung, Baujahr 1997.ä"
"57";"00:01:15:11";"00:01:17:22";"Eine alte ÈOlheizung, Baujahr 1997."
"58";"00:01:17:24";"00:01:17:24";"FABstdSie wird Heizungsbauer Ulrich Menck( ( a"
"59";"00:01:17:24";"00:01:17:24";"FABst2 bald austauschen.7¬L"
"60";"00:01:17:24";"00:01:21:17";"Sie wird Heizungsbauer Ulrich Menck

bald austauschen."
"61";"00:01:21:20";"00:01:21:20";"FABstd Die Kundin wünscht( ( eine StanÞ"
"62";"00:01:21:20";"00:01:21:20";"FABst(dard-Gasheizung -ÿÿ9ø"
"63";"00:01:21:20";"00:01:25:05";"Die Kundin wÈunscht

eine Standard-Gasheizung -"
"64";"00:01:25:24";"00:01:25:24";"FABstL am besten noch bis Jahresende.ÿÿÖà"
"65";"00:01:25:24";"00:01:28:22";"am besten noch bis Jahresende."
"66";"00:01:31:11";"00:01:31:11";"FABstd Es werden( ( sehr viele Gasheiy"
"67";"00:01:31:11";"00:01:31:11";"FABst$zungen gefragt.Eþ^"
"68";"00:01:31:11";"00:01:34:10";"Es werden

sehr viele Gasheizungen gefragt."
"69";"00:01:34:12";"00:01:34:12";"FABstL Weil die Unsicherheit da ist.8"
"70";"00:01:34:12";"00:01:36:18";"Weil die Unsicherheit da ist."
"71";"00:01:37:05";"00:01:37:05";"FABstd Und auch die Investition( ( b"
"72";"00:01:37:05";"00:01:37:05";"FABst"im Raum steht.ÿÿ?Ì"
