No.;Timecode In;Timecode Out;Subtitle
1;00:00:17:17;00:00:17:17;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:17:17;00:00:17:17;FABst¥¥¥á¥¥à¥ã¥¥¥¥§ª¦ªîªªªGÌ
3;00:00:17:17;00:00:18:18;* Gong *
4;00:00:18:22;00:00:18:22;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:18:22;00:00:18:22;FABst: mit den tagesthemen.ÿÿ'ºð
6;00:00:18:22;00:00:22:09;"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
7;00:00:22:13;00:00:22:13;FABstd Diese Sendung wurde vom NDR( ( live Af
8;00:00:22:13;00:00:22:13;FABst6untertitelt (22.04.2023)ÿÿ+º®
9;00:00:22:13;00:00:25:21;"Diese Sendung wurde vom NDR

live untertitelt (22.04.2023)"
10;00:00:25:24;00:00:25:24;FABstL Heute im Studio: Aline Abboud.ÿÿ¥
11;00:00:25:24;00:00:27:24;Heute im Studio: Aline Abboud.
12;00:00:28:02;00:00:28:02;FABstd Willkommen zu den tagesthemen.( ( Schn2
13;00:00:28:02;00:00:28:02;FABst4ön, das Sie dabei sind.ÿÿ-<ô
14;00:00:28:02;00:00:31:12;"Willkommen zu den tagesthemen.

SchÈon, das Sie dabei sind."
15;00:00:31:16;00:00:31:16;FABstd Für die Nachrichten( ( ist heute ýp
16;00:00:31:16;00:00:31:16;FABst8Julia dabei.Guten Abend.ÿÿ)Êr
17;00:00:31:16;00:00:35:10;"FÈur die Nachrichten

ist heute Julia dabei.Guten Abend."
18;00:00:35:14;00:00:35:14;FABstVUnd den Sport hat Okka.Guten Abend.ÿÿº 
19;00:00:35:14;00:00:37:18;Und den Sport hat Okka.Guten Abend.
20;00:00:38:23;00:00:38:23;"FABstJ ""Machen, was wichtig wird.""ÿÿ"
21;00:00:38:23;00:00:40:17;"""Machen, was wichtig wird."""
22;00:00:40:21;00:00:40:21;FABstd Das ist das Motto( ( des Parteº
23;00:00:40:21;00:00:40:21;FABst$itages der FDP,ÿÿ=ô
24;00:00:40:21;00:00:43:19;"Das ist das Motto

des Parteitages der FDP,"
25;00:00:43:23;00:00:43:23;FABstN der bis morgen in Berlin läuft.ÿÿGð
26;00:00:43:23;00:00:45:20;der bis morgen in Berlin lÈauft.
