No.;Timecode In;Timecode Out;Subtitle
1;00:00:03:00;00:00:03:00;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:03:00;00:00:03:00;FABst¥¥¥á¥¥à¥ã¥¥¥¥§ª¦ªîªªªGÌ
3;00:00:03:00;00:00:04:10;* Gong *
4;00:00:04:17;00:00:04:17;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:04:17;00:00:04:17;FABst: mit der tagesschau.ÿÿ'õþ
6;00:00:04:17;00:00:08:01;"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
7;00:00:08:05;00:00:08:05;FABstd Diese Sendung wurde vom NDR( ( live Af
8;00:00:08:05;00:00:08:05;FABst6untertitelt (22.04.2023)ÿÿ+º®
9;00:00:08:05;00:00:12:14;"Diese Sendung wurde vom NDR

live untertitelt (22.04.2023)"
10;00:00:15:02;00:00:15:02;FABstTHeute im Studio: Julia-Niharika Sen.ÿÿÄú
11;00:00:15:02;00:00:17:18;Heute im Studio: Julia-Niharika Sen.
12;00:00:18:11;00:00:18:11;FABstd Guten Abend,( ( ich begrüße Si3¦
13;00:00:18:11;00:00:18:11;FABst(e zur tagesschau.A¯R
14;00:00:18:11;00:00:21:11;"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
15;00:00:22:13;00:00:22:13;FABstd Die Tarifverhandlungen( ( für denï¾
16;00:00:22:13;00:00:22:13;FABst. öffentlichen Dienstÿÿ3]
17;00:00:22:13;00:00:25:13;"Die Tarifverhandlungen

fÈur den Èoffentlichen Dienst"
18;00:00:25:18;00:00:25:18;FABstd von Bund und Kommunen sind( ( in der e0
19;00:00:25:18;00:00:25:18;FABst>ntscheidenden vierten Runde.ÿÿ#¬
20;00:00:25:18;00:00:29:11;"von Bund und Kommunen sind

in der entscheidenden vierten Runde."
21;00:00:29:15;00:00:29:15;FABstd Grundlage ist die Empfehlung( ( der S_\
22;00:00:29:15;00:00:29:15;FABst4chlichtungskommission. ÿÿ-</i>¶
23;00:00:29:15;00:00:32:22;"Grundlage ist die Empfehlung

der Schlichtungskommission."
24;00:00:33:01;00:00:33:01;FABstd Falls sich die Tarifparteien( ( nilÒ
25;00:00:33:01;00:00:33:01;FABst,cht darauf einigen,ÿÿ5Å0
26;00:00:33:01;00:00:35:24;"Falls sich die Tarifparteien

nicht darauf einigen,"
27;00:00:36:04;00:00:36:04;FABstd können die Gewerkschaften über ( ( unbe_|
28;00:00:36:04;00:00:36:04;FABst<fristete Streiks abstimmen.ÿÿ%óv
29;00:00:36:04;00:00:39:20;"kÈonnen die Gewerkschaften Èuber

unbefristete Streiks abstimmen."
30;00:01:01:19;00:01:01:19;FABstd Die Gewerkschaften fordern mehr ( ( vor d&
31;00:01:01:19;00:01:01:19;FABst<em Tagungshotel in Potsdam:-î
