No.;Timecode In;Timecode Out;Subtitle
1;00:00:17:16;00:00:17:16;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:17:16;00:00:17:16;FABst¥¥¥á¥¥à¥ã¥¥¥¥§ª¦ªîªªªGÌ
3;00:00:17:16;00:00:18:18;* Gong *
4;00:00:18:20;00:00:18:20;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:18:20;00:00:18:20;FABst: mit den tagesthemen.ÿÿ'ºð
6;00:00:18:20;00:00:22:03;"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
7;00:00:22:05;00:00:22:05;FABstd Diese Sendung wurde vom NDR( ( live Af
8;00:00:22:05;00:00:22:05;FABst6untertitelt (18.05.2023)ÿÿ+²°
9;00:00:22:05;00:00:25:11;"Diese Sendung wurde vom NDR

live untertitelt (18.05.2023)"
10;00:00:25:14;00:00:25:14;FABstd Heute im Studio:( ( Caren Miosga udn
11;00:00:25:14;00:00:25:14;FABst0nd Thorsten Schröder.ÿÿ1J
12;00:00:25:14;00:00:28:18;"Heute im Studio:

Caren Miosga und Thorsten SchrÈoder."
13;00:00:28:24;00:00:28:24;FABstd Schön, dass Sie so spät( ( noch da$þ
14;00:00:28:24;00:00:28:24;FABst2bei sind.Guten Abend.ÿÿ/f
15;00:00:28:24;00:00:32:07;"SchÈon, dass Sie so spÈat

noch dabei sind.Guten Abend."
16;00:00:32:13;00:00:32:13;FABstd Nach dem Rauswurf( ( von HabeckZ
17;00:00:32:13;00:00:32:13;"FABst&s Staatssekretärÿÿ;¦"
18;00:00:32:13;00:00:35:03;"Nach dem Rauswurf

von Habecks StaatssekretÈar"
19;00:00:35:05;00:00:35:05;FABstd streitet die Regierung( ( über das Éà
20;00:00:35:05;00:00:35:05;FABst:von ihm entworfene Gesetz.ÿÿ'Â4
21;00:00:35:05;00:00:38:14;"streitet die Regierung

Èuber das von ihm entworfene Gesetz."
22;00:00:39:04;00:00:39:04;FABstd Also die Frage,( ( wie wir künftá
23;00:00:39:04;00:00:39:04;FABst(ig heizen werden.ÿÿ9Æª
24;00:00:39:04;00:00:42:07;"Also die Frage,

wie wir kÈunftig heizen werden."
25;00:00:42:09;00:00:42:09;FABstL Dass die Gelben und die Grünen{Î
26;00:00:42:09;00:00:44:13;Dass die Gelben und die GrÈunen
27;00:00:44:15;00:00:44:15;FABstd in der Klimapolitik( ( nicht miteiCô
28;00:00:44:15;00:00:44:15;FABst,nander warm werden:ÿÿ5Úê
29;00:00:44:15;00:00:47:24;"in der Klimapolitik

nicht miteinander warm werden:"
30;00:00:48:01;00:00:48:01;FABstd Das ist klar und hat auch den( ( roten ê
31;00:00:48:01;00:00:48:01;FABst>Kanzler nicht kalt gelassen.ÿÿ#Õ²
32;00:00:48:01;00:00:52:09;"Das ist klar und hat auch den

roten Kanzler nicht kalt gelassen."
33;00:00:52:11;00:00:52:11;FABstd Nur mühsam( ( hatte sich die Á¨
34;00:00:52:11;00:00:52:11;FABst$Ampel geeinigt,ÿÿ=·<
35;00:00:52:11;00:00:55:06;"Nur mÈuhsam

hatte sich die Ampel geeinigt,"
36;00:00:55:08;00:00:55:08;FABstd das grüne Gesetz zum Austausch( ( vo°
37;00:00:55:08;00:00:55:08;FABst2n Öl- Und Gasheizungenÿÿ/J¶
38;00:00:55:08;00:00:58:19;"das grÈune Gesetz zum Austausch

von ÈOl- Und Gasheizungen"
39;00:00:58:21;00:00:58:21;FABstd bis zur Sommerpause( ( zu Jô
40;00:00:58:21;00:00:58:21;"FABst""verabschieden.ÿÿ?§4"
41;00:00:58:21;00:01:01:11;"bis zur Sommerpause

zu verabschieden."
42;00:01:01:13;00:01:01:13;FABstd Nun scheint die FDP die Schwäche ( ( desô
43;00:01:01:13;00:01:01:13;FABstF Wirtschaftsministers zu nutzen,ÿÿ\
44;00:01:01:13;00:01:05:20;"Nun scheint die FDP die SchwÈache

des Wirtschaftsministers zu nutzen,"
45;00:01:05:22;00:01:05:22;FABstd um dessen Pläne( ( doch nocB
46;00:01:05:22;00:01:05:22;FABst$h auszubremsen.ÿÿ=
47;00:01:05:22;00:01:08:07;"um dessen PlÈane

doch noch auszubremsen."
48;00:01:08:09;00:01:08:09;FABst: Frank Jahn.ÿÿ#¸ì
49;00:01:08:09;00:01:09:22;Frank Jahn.
50;00:01:11:24;00:01:11:24;FABstd Robert Habecks rechte Hand für( ( die Ene¬æ
51;00:01:11:24;00:01:11:24;FABst>rgiewende, Patrick Graichen,+â
52;00:01:11:24;00:01:15:23;"Robert Habecks rechte Hand fÈur

die Energiewende, Patrick Graichen,"
53;00:01:16:00;00:01:16:00;FABstJ musste seinen Stuhl räumen.|
54;00:01:16:00;00:01:17:23;musste seinen Stuhl rÈaumen.
55;00:01:18:00;00:01:18:00;FABstd Nun gebe es ein Machtvakuum( ( im grünæ
56;00:01:18:00;00:01:18:00;FABst:en Wirtschaftsministerium,ÿÿ'Õ
57;00:01:18:00;00:01:21:21;"Nun gebe es ein Machtvakuum

im grÈunen Wirtschaftsministerium,"
58;00:01:21:23;00:01:21:23;FABst< sagt die FDP.ÿÿ!Ø
59;00:01:21:23;00:01:23:16;sagt die FDP.
60;00:01:23:18;00:01:23:18;FABstD Der Koalitionspartnerÿÿ¼l
61;00:01:23:18;00:01:25:07;Der Koalitionspartner
62;00:01:25:09;00:01:25:09;FABstd will nicht nur den Zeitplan ( ( für daj
63;00:01:25:09;00:01:25:09;FABst6s Heizungsgesetz ändern.ÿÿ+¼
64;00:01:25:09;00:01:29:03;"will nicht nur den Zeitplan

fÈur das Heizungsgesetz Èandern."
65;00:01:29:06;00:01:29:06;FABstd An diesem Gesetz( ( muss vieles1à
66;00:01:29:06;00:01:29:06;FABst( geändert werden.A?^
67;00:01:29:06;00:01:32:06;"An diesem Gesetz

muss vieles geÈandert werden."
68;00:01:32:08;00:01:32:08;"FABstdEs muss zurück in die Montagehalle( ( ñ"""
69;00:01:32:08;00:01:32:08;FABst>und dann neu beraten werden.+£À
70;00:01:32:08;00:01:36:21;"Es muss zurÈuck in die Montagehalle

und dann neu beraten werden."
71;00:01:37:14;00:01:37:14;FABstd Von 100 offenen Fragen an Habeck( ( spricOH
72;00:01:37:14;00:01:37:14;FABst<ht der FDP-Generalsekretär.ÿÿ% 
73;00:01:37:14;00:01:42:07;"Von 100 offenen Fragen an Habeck

spricht der FDP-GeneralsekretÈar."
74;00:01:42:19;00:01:42:19;FABstd Die FDP zweifelt an( ( der PraxistaD,
75;00:01:42:19;00:01:42:19;FABst4uglichkeit des Gesetzesÿÿ-¥Ö
76;00:01:42:19;00:01:46:09;"Die FDP zweifelt an

der Praxistauglichkeit des Gesetzes"
77;00:01:46:11;00:01:46:11;"FABstd und hält die geplante( ( Verabschiedu"""
78;00:01:46:11;00:01:46:11;FABst2ng vor der Sommerpauseÿÿ/\
79;00:01:46:11;00:01:49:18;"und hÈalt die geplante

Verabschiedung vor der Sommerpause"
80;00:01:49:20;00:01:49:20;FABstB für ausgeschlossen.ÿÿRÜ
81;00:01:49:20;00:01:51:05;fÈur ausgeschlossen.
82;00:01:51:07;00:01:51:07;FABstdDie Grünen fordern Verlässlichkeit( ( d
83;00:01:51:07;00:01:51:07;FABst6er Koalitionspartner einÿÿ+ÄX
84;00:01:51:07;00:01:55:03;"Die GrÈunen fordern VerlÈasslichkeit

der Koalitionspartner ein"
85;00:01:55:05;00:01:55:05;FABstd und wollen am Zeitplan festhalten,( ( den V
86;00:01:55:05;00:01:55:05;FABstFdie Ampelspitze verabredet habe.ÿÿê
87;00:01:55:05;00:01:59:16;"und wollen am Zeitplan festhalten,

den die Ampelspitze verabredet habe."
88;00:01:59:18;00:01:59:18;FABst : Wichtig ist,+ïÆ
89;00:01:59:18;00:02:01:00;Wichtig ist,
90;00:02:01:02;00:02:01:02;FABst!d dass das Gebäudeenergiegesetz ( ( vor de²
91;00:02:01:02;00:02:01:02;FABst:m Sommer beschlossen wird./ÚÔ
92;00:02:01:02;00:02:05:04;"dass das GebÈaudeenergiegesetz

vor dem Sommer beschlossen wird."
93;00:02:05:06;00:02:05:06;"FABst""d Dazu haben sich der Kanzler( ( und de"
94;00:02:05:06;00:02:05:06;FABstBr Finanzminister verpflichtet,ÿÿÕ¨
95;00:02:05:06;00:02:10:03;"Dazu haben sich der Kanzler

und der Finanzminister verpflichtet,"
