No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥á¥¥à¥ã¥¥¥¥§ª¦ªîªªªGÌ"
"3";"00:00:03:00";"00:00:04:06";"* Gong *"
"4";"00:00:04:17";"00:00:04:17";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:17";"00:00:04:17";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:17";"00:00:08:07";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:12";"00:00:08:12";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:12";"00:00:08:12";"FABst6untertitelt (15.06.2023)ÿÿ+¼¨"
"9";"00:00:08:12";"00:00:13:02";"Diese Sendung wurde vom NDR

live untertitelt (15.06.2023)"
"10";"00:00:15:05";"00:00:15:05";"FABstN Heute im Studio: Judith Rakers.ÿÿÛè"
"11";"00:00:15:05";"00:00:17:19";"Heute im Studio: Judith Rakers."
"12";"00:00:18:02";"00:00:18:02";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"13";"00:00:18:02";"00:00:18:02";"FABst(e zur tagesschau.A¯R"
"14";"00:00:18:02";"00:00:21:09";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"15";"00:00:21:22";"00:00:21:22";"FABstH Der Bundestag beriet heuteÿÿð"
"16";"00:00:21:22";"00:00:24:00";"Der Bundestag beriet heute"
"17";"00:00:24:04";"00:00:24:04";"FABstdüber das umstrittene Heizungsgesetz( ("
"18";"00:00:24:04";"00:00:24:04";"FABst4 der Ampelkoalition.ÿÿ- 2"
"19";"00:00:24:04";"00:00:27:14";"Èuber das umstrittene Heizungsgesetz

der Ampelkoalition."
"20";"00:00:27:18";"00:00:27:18";"FABstd Vor zwei Tagen einigten sich( ( .Â"
"21";"00:00:27:18";"00:00:27:18";"FABst*SPD, Grüne und FDPÿÿ7Td"
"22";"00:00:27:18";"00:00:30:16";"Vor zwei Tagen einigten sich

SPD, GrÈune und FDP"
"23";"00:00:30:20";"00:00:30:20";"FABstd auf einen Kompromiss( ( mit zahlJ,"
"24";"00:00:30:20";"00:00:30:20";"FABst,reichen Änderungen.ÿÿ5*"
"25";"00:00:30:20";"00:00:34:10";"auf einen Kompromiss

mit zahlreichen ÈAnderungen."
"26";"00:00:35:22";"00:00:35:22";"FABstd Dafür gab es heute( ( Kritik í|"
"27";"00:00:35:22";"00:00:35:22";"FABst$der Opposition.ÿÿ=¯"
"28";"00:00:35:22";"00:00:39:07";"DafÈur gab es heute

Kritik der Opposition."
"29";"00:00:39:11";"00:00:39:11";"FABstd Unionfraktionsvize Spahn sprach ( ( von es®"
