Timecode In,Timecode Out,Subtitle
00:00:18:24,00:00:22:06,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.
00:00:22:12,00:00:26:00,Diese Sendung wurde vom NDR live untertitelt (10.05.2023)
00:00:26:03,00:00:29:04,Heute im Studio: Ingo Zamperoni und Susanne Daubner.
00:00:29:09,00:00:32:24,"Guten Abend, willkommen zu den tagesthemen.Guten Abend."
00:00:33:01,00:00:35:24,In erster Linie ging es in Berlin heute ums Geld.
00:00:36:01,00:00:40:05,"Beim Fluechtlingsgipfel im Kanzleramt rangen Bund und Laender um die Frage,"
00:00:40:07,00:00:43:03,wie die Kommunen dabei unterstuetzt werden sollen:
00:00:43:09,00:00:46:19,Und zwar bei der Bewaeltigung der zuletzt gestiegenen Zahl
00:00:46:21,00:00:50:04,von Gefluechteten aus der Ukraine und aus anderen Laendern.
00:00:50:06,00:00:51:18,Dazu gleich Fragen
00:00:51:20,00:00:55:19,"an die Ministerpraesidentin von Rheinland-Pfalz, Malu Dreyer."
00:00:55:21,00:01:00:05,"Zunaechst zeigt Sebastian Grosser an einem Beispiel aus Regensburg,"
00:01:00:07,00:01:02:10,dass es nicht nur ums Geld geht.
00:01:02:14,00:01:05:17,Sondern auch um die Frage: Wohin mit den Menschen?
00:01:05:19,00:01:09:04,"Wenn Gewerbe- oder Turnhallen nicht mehr reichen,"
00:01:09:06,00:01:11:14,muessen Kommunen kreativ werden.
00:01:12:10,00:01:13:16,Die MS Rossini.
00:01:13:18,00:01:17:00,Sonst schippert das Hotelschiff ueber die Fluesse Europas.
00:01:17:02,00:01:20:14,Seit drei Monaten hat es in Bach an der Donau festgemacht -
00:01:20:16,00:01:21:18,als Notunterkunft.
00:01:21:20,00:01:24:16,Statt Touristen leben hier nun 150 Gefluechtete.
00:01:27:08,00:01:30:22,"Hier rechts die Nasszelle, mit Dusche und Toilette."
00:01:34:14,00:01:37:12,Alexander Damm ist im Landkreis Regensburg
00:01:37:14,00:01:41:19,verantwortlich fuer die Gefluechtete - und fuer die MS Rossini.
00:01:41:22,00:01:45:02,Wir haben hier sehr viele Doppelkabinen.
00:01:45:04,00:01:48:02,Die Bewohner koennen zu zweit untergebracht werden.
00:01:48:04,00:01:50:18,"Das ist optimal, um Konflikte zu vermeiden."
00:01:51:17,00:01:55:10,Solche Moeglichkeiten gebe es in Turnhallen oder Zelten nicht.
00:01:55:16,00:01:59:23,"Die Frage, wie und wo Gefluechtete unterkommen, ist nur ein Problem."
00:02:00:04,00:02:02:18,Wesentlicher ist fuer die Kommunen die Frage:
00:02:02:20,00:02:06:07,Wie koennen die Gefluechteten langfristig integriert werden?
00:02:06:09,00:02:09:01,Klar ist: Das Schiff ist keine Dauerloesung.
00:02:09:06,00:02:11:16,"Mir ist es wichtig, dass ueberlegt wird,"
00:02:11:18,00:02:14:06,wie man die Herausforderung anpacken kann.
00:02:14:08,00:02:18:16,"Einerseits, den Zuzug zu begrenzen und andererseits die Menschen,"
00:02:18:20,00:02:21:17,"die hier sind, schneller zu integrieren."
00:02:22:12,00:02:26:00,"Der Landkreis versucht das, auch mit Deutschkursen."
00:02:26:08,00:02:29:11,"Dann fangen wir an, wie immer mit einer Wiederholung."
00:02:29:13,00:02:31:07,Wir haben viele Fragen gelernt.
00:02:33:05,00:02:37:18,"Welche Frage muss ich stellen, um diese Information zu bekommen."
00:02:37:20,00:02:41:06,Wie heissen Sie?Ja. Antwort?Ich heisse ...Genau.
00:02:41:11,00:02:45:00,Viermal die Woche gibt Joao Rocha im Salon Deutsch-Unterricht.
00:02:45:02,00:02:47:09,Die Gefluechteten kommen gerne zu ihm.
00:02:47:17,00:02:51:14,Ich moechte lernen Deutsch. Ich moechte Deutsch lernen.
00:02:53:16,00:02:55:16,Rocha ist gebuertiger Brasilianer.
00:02:55:23,00:02:58:11,"Er weiss, wie wichtig und schwierig es ist,"
00:02:58:13,00:03:00:13,die deutsche Sprache zu erlernen.
00:03:01:03,00:03:02:19,Es gibt keine Integration.
00:03:03:06,00:03:05:22,Ohne Sprache kann man sich nicht verstaendigen.
00:03:06:03,00:03:07:16,"Man kann nix verstehen,"
00:03:07:17,00:03:10:23,"Leute nicht kennenlernen, einen Beruf nicht erlernen."
00:03:11:00,00:03:12:16,Man kann nichts machen.
00:03:14:07,00:03:18:07,Im Ort Bach an der Donau sind die Moeglichkeiten begrenzt.
00:03:18:10,00:03:23:03,Die Kritik aeusserten viele Buerger hier bei der Ankunft des Schiffes.
00:03:23:06,00:03:25:17,"Die Befuerchtungen waren gross,"
00:03:25:19,00:03:29:07,die jungen Maenner koennten was anstellen aus Langeweile.
00:03:29:13,00:03:33:11,Heute stehen Syrer und Iraner auf dem Fussballplatz der Gemeinde.
00:03:33:13,00:03:35:01,Mittendrin: Hamide Hamidi.
00:03:35:10,00:03:38:11,"Auch sie lebt auf dem Schiff - ohne Einschraenkung,"
00:03:38:13,00:03:40:23,"anders als im Iran, wo sie bedroht wurde."
00:03:42:04,00:03:45:18,Mir geht's im Vergleich zu den letzten Monaten besser.
00:03:46:04,00:03:49:05,Ich kann mich besser mit der Situation anfreunden.
00:03:49:11,00:03:52:02,"Ich versuche, ein normales Leben zu fuehren."
00:03:55:20,00:03:59:16,"Menschen wie Hamide, deren Leben in der Heimat nicht sicher ist,"
00:03:59:19,00:04:03:01,"haben gute Chancen, dass ihr Asylantrag genehmigt wird."
00:04:03:03,00:04:04:15,Doch die Verfahren dauern.
00:04:04:22,00:04:07:22,Auch dieser Mann aus dem Iran muss sich gedulden.
00:04:07:24,00:04:11:04,Er zieht in eine Wohnung in die Naehe von Regensburg.
00:04:11:06,00:04:13:17,"Eine Hoffnung, die viele Gefluechtete haben,"
00:04:13:19,00:04:15:09,auf ein Stueck Normalitaet.
00:04:16:20,00:04:20:11,Die Kommunen muessen die Herausforderungen meistern.
00:04:20:13,00:04:23:14,Sie waren nicht beim Gipfeltreffen im Kanzleramt.
00:04:23:16,00:04:26:04,Aber sie hatten maechtige Fuersprecher:
00:04:26:06,00:04:28:17,Die 16 Ministerpraesidenten der Laender
00:04:28:19,00:04:31:18,kamen in seltener Einigkeit zu dem Treffen.
00:04:32:20,00:04:33:23,"In der Forderung,"
00:04:34:00,00:04:37:12,dass der Bund sie finanziell mehr unterstuetzen solle.
00:04:37:18,00:04:42:03,"Es gab viel zu besprechen, daher zog sich die Sitzung bis in den Abend."
00:04:42:05,00:04:43:16,Viktoria Kleber.
00:04:44:09,00:04:48:16,Die Laenderchefs demonstrieren bereits am Vormittag Einigkeit.
00:04:49:07,00:04:53:05,"Ein Schulterklopfen bevor sie sich noch einmal abstimmen ueber das,"
00:04:53:07,00:04:55:10,was sie spaeter vom Kanzler fordern.
00:04:56:06,00:04:59:13,"Wer entscheidet, muss Verantwortung uebernehmen."
00:04:59:15,00:05:02:11,Das ist eine klare Regel und deshalb gilt:
00:05:02:13,00:05:06:01,"Weil der Bund ueber die Steuerung des Zuzugs entscheidet,"
00:05:06:03,00:05:08:19,muss er auch die finanzielle Verantwortung
00:05:08:21,00:05:11:14,ueber die Folgen seiner Entscheidung tragen.
00:05:11:23,00:05:14:03,"Die Ministerpraesidenten fordern,"
00:05:14:10,00:05:18:06,dass der Bund Kosten fuer Gefluechtete auf Dauer uebernehmen soll.
00:05:18:08,00:05:19:11,Und zwar fuer:
00:05:29:24,00:05:33:21,"Dann, am Nachmittag, schlagen die Laenderchefs im Kanzleramt auf."
00:05:34:16,00:05:38:18,"Ein letzter pruefender Blick des Kanzlers, dann beginnt der Gipfel."
00:05:39:22,00:05:41:06,"Die Gespraeche sind zaeh,"
00:05:41:08,00:05:45:12,werden unterbrochen und in kleineren Runden fortgesetzt.
00:05:45:14,00:05:46:23,Dann ein Ergebnis:
00:05:48:13,00:05:52:14,"Ich finde, heute ist ein guter Tag des deutschen Foederalismus,"
00:05:52:17,00:05:53:23,weil er zeigt:
00:05:54:00,00:05:57:07,"Wenn wir uns zusammenraufen muessen, tun wir das auch."
00:05:57:12,00:06:01:01,Dass wir diese Aufgabe gemeinsam gut bewaeltigen.
00:06:01:04,00:06:05:04,Der Bund erhoeht die Fluechtlingspauschale um 1 Mrd.
00:06:06:02,00:06:07:24,Damit sollen Kommunen entlastet
00:06:08:01,00:06:11:18,und die Digitalisierung der Auslaenderbehoerden finanziert werden.
00:06:11:20,00:06:15:03,Und der Bund kommt den Forderungen der Laendern entgegen
00:06:15:05,00:06:16:15,und stellt in Aussicht:
00:06:16:17,00:06:19:14,"Das Geld soll kuenftig nicht nach Pauschale,"
00:06:19:16,00:06:22:24,sondern nach der Anzahl an Asylbewerbern fliessen.
