Timecode In,Timecode Out,Subtitle
00:00:18:21,00:00:22:09,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.
00:00:22:13,00:00:26:04,Diese Sendung wurde vom NDR live untertitelt (15.06.2023)
00:00:26:08,00:00:29:01,Heute im Studio: Caren Miosga und Judith Rakers.
00:00:29:02,00:00:32:06,Guten Abend zu den tagesthemen. Hallo auch von mir.
00:00:32:10,00:00:36:04,Putins Krieg gegen die Ukraine ist in Russland selbst angekommen.
00:00:36:16,00:00:40:11,Das bekommen auch die Menschen auf russischem Gebiet zu spueren.
00:00:40:15,00:00:43:10,Einige russische Orte nahe der Grenze zur Ukraine
00:00:43:14,00:00:47:11,"wurden so stark beschossen, dass sie evakuiert werden mussten."
00:00:47:15,00:00:51:03,"Bislang wussten wir das alles nur von Augenzeugenberichten,"
00:00:51:07,00:00:54:16,da das russische Staatsfernsehen darueber nicht berichtet.
00:00:54:20,00:00:58:11,Doch unsere Studioleiterin in Moskau konnte sich ein Bild machen
00:00:58:15,00:01:01:03,von der verzweifelten Lage der Menschen.
00:01:01:07,00:01:05:12,An der russisch-ukrainischen Grenze mussten sie aus dem Ort Schebekino
00:01:05:16,00:01:08:19,in die Regionalhauptstadt Belgorod fliehen.
00:01:09:03,00:01:12:16,"Geschichten, die wir bislang nur aus der Ukraine kennen,"
00:01:12:20,00:01:15:19,ereignen sich jetzt auch in Russland selbst.
00:01:18:07,00:01:20:14,Gefluechtet - im eigenen Land.
00:01:20:18,00:01:24:13,"Diese Menschen stammen aus der russischen Kleinstadt Schebekino,"
00:01:24:19,00:01:27:23,nur wenige Kilometer von der Ukraine entfernt.
00:01:28:02,00:01:30:24,Sie alle sind nach Belgorod geflohen.
00:01:34:19,00:01:38:02,Tag und Nacht sei Schebekino beschossen worden.
00:01:38:06,00:01:40:15,Die Wut ist gross.
00:01:42:05,00:01:44:16,Sind Sie nicht sauer auf die Ukraine?
00:01:44:20,00:01:47:06,Noch wuetender macht mich Biden.
00:01:47:14,00:01:49:16,Der hat ueberall seine Finger drin.
00:01:49:20,00:01:50:24,Erst Jugoslawien.
00:01:51:03,00:01:52:08,Jetzt will er uns.
00:01:52:12,00:01:54:04,"Ich wuerde da so draufhauen,"
00:01:54:08,00:01:57:14,dass Amerika ein fuer alle Mal vergessen ist.
00:02:01:17,00:02:05:11,"Nie haetten wir gedacht, dass mit Schebekino etwas passiert."
00:02:05:15,00:02:07:21,Dass unser Putin das zulaesst.
00:02:08:00,00:02:10:11,"Wir dachten immer, dass er uns beschuetzt,"
00:02:10:15,00:02:13:06,zusammen mit Verteidigungsminister Schoigu.
00:02:13:10,00:02:16:04,Aber es zeigt sich: Niemand beschuetzt uns.
00:02:20:09,00:02:22:22,So soll es in Schebekino jetzt aussehen.
00:02:23:01,00:02:26:07,"Die Stadt ist gesperrt, Journalisten duerfen nicht hin."
