Timecode In,Timecode Out,Subtitle
00:00:19:06,00:00:22:15,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.
00:00:22:17,00:00:26:09,Dieses Sendung wurde vom NDR live untertitelt (23.05.2023)
00:00:26:11,00:00:29:05,Heute im Studio: Helge Fuhst und Judith Rakers.
00:00:29:09,00:00:32:18,"Wir begruessen Sie herzlich. Schoen, dass Sie dabei sind!"
00:00:32:20,00:00:33:24,Guten Abend.
00:00:35:00,00:00:38:07,Diese Regierung scheint sich nicht mehr gruen zu sein.
00:00:39:16,00:00:43:15,"Habecks Heizungsprojekt, Teil der Energiewende, ist ausgebremst."
00:00:43:17,00:00:46:16,Von den Flitterwochen der Ampel im Herbst 2021
00:00:46:18,00:00:49:07,sind nur Selfie-Erinnerungen uebrig.
00:00:52:01,00:00:56:07,"Der heutige Tag ist der Hoehepunkt des Streits beim Thema Klimaschutz,"
00:00:56:09,00:00:58:06,zwischen FDP und Gruenen.
00:00:59:09,00:01:03:13,"Auch die SPD ist genervt, wie ihr Fraktionschef sagte."
00:01:06:12,00:01:10:14,"Die Kanzlerpartei ist mal naeher an der FDP, mal an den Gruenen."
00:01:11:00,00:01:14:20,Dieser Tage muss die SPD den Laden ueberhaupt zusammenhalten.
00:01:14:22,00:01:18:23,"Niemand soll auf die Idee kommen, es sei besser, nicht zu regieren,"
00:01:19:00,00:01:20:20,als in der Ampel zu sein.
00:01:21:03,00:01:24:22,Dazu spreche ich gleich mit Marie-Agnes Strack-Zimmermann (FDP).
00:01:25:04,00:01:27:11,Zunaechst Iris Sayram ueber Ampel-Chaos
00:01:27:13,00:01:30:01,und einen umstrittenen Gesetzentwurf.
00:01:32:04,00:01:35:03,Es weht ein rauer Wind heute um den Reichstag Ð
00:01:35:05,00:01:36:15,auch politisch.
00:01:36:23,00:01:38:08,Erst laesst die FDP
00:01:38:10,00:01:41:20,das umstrittene Heizungsgesetz nicht auf die Tagesordnung.
00:01:41:22,00:01:44:07,Dann stellt die Gruene-Fraktionsvorsitzende
00:01:44:09,00:01:45:13,auf Sturm:
00:01:45:15,00:01:47:13,Das ist mehr als bedauerlich.
00:01:47:22,00:01:50:10,Damit ist die Handlungsfaehigkeit
00:01:50:12,00:01:57:14,und die Arbeitsfaehigkeit unserer Ampel nimmt Schaden.
00:01:58:02,00:02:01:18,In der Vergangenheit immer bekannt als ehrlicher Kaufmann.
00:02:02:08,00:02:05:18,Das gilt offenbar fuer Christian Linder nicht mehr.
00:02:06:17,00:02:09:17,Es geht mal wieder um das Gebaeudeenergiegesetz.
00:02:10:03,00:02:11:11,Rueckblick:
00:02:11:13,00:02:14:24,Bereits 2022 hatte die Ampel wesentliche Punkte beschlossen:
00:02:15:01,00:02:18:08,Das Einbauverbot neuer Gas- und ÈOlheizungen ab 2024.
00:02:19:00,00:02:21:21,"Doch seit ein erster Entwurf an die Presse ging,"
00:02:21:23,00:02:23:21,sind die Schlagzeilen verheerend:
00:02:23:23,00:02:27:09,Entsprechend turbulent verlief die Diskussion in der Ampel.
00:02:27:11,00:02:31:02,Nach einer Marathon-Sitzung gibt es die Zustimmung der FDP.
00:02:31:19,00:02:34:12,"Dass sie die Beratung im Parlament blockiert,"
00:02:34:14,00:02:37:02,nennt Wirtschaftsminister Habeck so:
00:02:38:11,00:02:42:18,"Dass es nicht aufgesetzt wird, ist aus meiner Sicht ein Wortbruch."
00:02:43:13,00:02:45:18,Die FDP will davon nichts wissen:
00:02:46:04,00:02:48:13,Die Bedenken hat die FDP frueh markiert.
00:02:48:15,00:02:50:19,"Schon im Kabinett haben wir gesagt,"
00:02:50:21,00:02:53:00,so ist das Gesetz nicht beratungsreif.
00:02:53:02,00:02:56:19,Dabei hatte Lindner dem Gesetz im April im Kabinett zugestimmt.
00:02:56:21,00:02:58:13,In einer Protokollerklaerung
00:02:58:15,00:03:02:01,beharrte er auf Veraenderungen im parlamentarischen Prozess.
00:03:02:03,00:03:05:10,Mit der Weigerung heute kommt der Entwurf dort nicht hin.
00:03:05:12,00:03:08:01,Es ist nicht der erste gelb-gruene Konflikt:
00:03:08:03,00:03:09:17,Nach dem Streit um E-Fuels
00:03:09:19,00:03:12:10,und die Planungsbeschleunigung von Autobahnen.
00:03:12:12,00:03:15:03,Der um das Heizungsgesetz ist der heftigste.
00:03:15:13,00:03:18:04,"""Von 170 Seiten gehoeren 120 in die Tonne"","
00:03:18:06,00:03:19:20,twittert ein Liberaler.
00:03:20:08,00:03:23:12,"""Die FDP ist eine unzuverlaessige destruktive Clique"","
00:03:23:14,00:03:25:01,entgegnet ein Gruener.
00:03:26:09,00:03:28:07,Opposition in der Koalition.
00:03:28:09,00:03:30:11,Die eigentliche Opposition staunt:
00:03:30:13,00:03:32:09,Die Ampel ist stehend k.o.!
00:03:32:11,00:03:36:13,"Interessant, dass die FDP dem Kanzler den Stinkefinger zeigt"
00:03:37:09,00:03:38:16,und gesagt hat:
00:03:38:18,00:03:41:13,"""Egal, was ihr moechtet, wir machen das nicht!"""
00:03:41:15,00:03:45:19,Das kennt man sonst nur drei Monate vor der Bundestagswahl.
00:03:46:14,00:03:49:01,Wir sind bei der Haelfte der Legislatur.
00:03:49:03,00:03:51:23,Olaf Scholz sollte die Notbremse ziehen.
00:03:53:11,00:03:57:13,Auch die Kanzler-Partei bekommt den Konflikt nicht eingefangen.
00:03:58:14,00:04:02:19,"Ich habe den Eindruck, dass einige nicht nachvollziehen koennen,"
00:04:02:21,00:04:06:17,warum wir nicht im Bundestag mit der ersten Lesung beraten.
00:04:07:05,00:04:09:09,Um das Gesetz besser zu machen.
00:04:09:11,00:04:11:15,Das waere im Interesse aller.
00:04:12:17,00:04:14:04,Im Interesse aller.
00:04:14:06,00:04:18:23,"Wessen Interesse dient ein Streit, der so oeffentlich ausgetragen wird?"
00:04:21:13,00:04:24:03,Dazu begruesse ich live einen bekannten Kopf
00:04:24:05,00:04:26:23,aus dem Vorstand der FDP-Fraktion und -Partei.
00:04:27:00,00:04:29:07,"Eine, die bekannt fuer klare Worte ist."
00:04:29:09,00:04:31:03,"Frau Strack-Zimmermann,"
00:04:31:05,00:04:34:22,wem dient ein Streit der so oeffentlich ausgetragen wird?
00:04:36:20,00:04:41:02,"66 Mio. Deutschen, die sind von dem Gesetz betroffen."
00:04:43:22,00:04:46:03,Die meisten wollen eine Veraenderung.
00:04:47:02,00:04:49:01,Sie wollen alles genau wissen.
00:04:55:06,00:04:57:13,"Ich zaehle nur die, die ueber 20 sind."
00:05:01:19,00:05:05:07,"Die haben ein Anrecht darauf, dass man darueber diskutiert."
00:05:07:09,00:05:10:19,"Sie sind beunruhigt, weil die Kommunikation"
00:05:10:21,00:05:14:00,des Wirtschaftsministeriums unguenstig war.
00:05:18:14,00:05:22:05,Diese Millionen wuenschen sich keinen oeffentlichen Streit.
00:05:24:13,00:05:27:09,"Wieso geht das in der Ampel nicht geschmeidiger,"
00:05:27:12,00:05:29:21,weshalb immer in der ÈOffentlichkeit?
00:05:30:20,00:05:33:06,Diese Menschen wollen eine Diskussion.
00:05:38:17,00:05:42:00,"Ob die Diskussion laut ist oder nicht, ist unwichtig."
00:05:44:06,00:05:48:04,"Wir muessen klarmachen, dass wir einen anderen Klimaschutz wollen."
00:05:48:24,00:05:51:23,Wir muessen die Menschen in Deutschland mitnehmen.
00:05:54:17,00:05:56:14,Das ist der springende Punkt.
00:05:58:02,00:06:01:12,Wir muessen das Gesetz nicht an einem Datum festmachen.
00:06:02:07,00:06:04:11,Das ist ja kein Geburtstermin.
00:06:05:23,00:06:08:21,"Wir muessen sagen, ob etwas nachgebessert wird."
00:06:11:24,00:06:14:10,Wir nehmen uns dazu die noetige Zeit.
00:06:16:20,00:06:19:24,Wir sollten das nicht an der Sommerpause festmachen.
00:06:21:16,00:06:23:12,Frau Strack-Zimmermann ...
00:06:23:20,00:06:27:00,"... zuversichtlich, dass wir einen Weg finden."
