Timecode In,Timecode Out,Subtitle
00:00:19:08,00:00:23:06,Diese Sendung wurde vom NDR live untertitelt (02.06.2023)
00:00:23:15,00:00:27:07,Heute im Studio: Caren Miosga und Thorsten Schroeder.
00:00:29:00,00:00:30:18,Guten Abend.Hallo.
00:00:31:10,00:00:33:13,"Es ist einer dieser Faelle,"
00:00:33:14,00:00:37:03,in denen es nicht nur um Schuld oder Unschuld geht.
00:00:37:04,00:00:39:05,"Es geht auch um die Frage,"
00:00:39:06,00:00:42:10,wie wir umgehen mit kriminellen Gefluechteten.
00:00:42:11,00:00:45:11,Ein Mann aus Eritrea beging dieses Verbrechen.
00:00:46:00,00:00:48:00,Das Haus ist abgerissen.
00:00:48:01,00:00:50:17,"Auf dem Bauzaun prangen Graffitis,"
00:00:50:18,00:00:53:22,als muesse wieder Farbe in diesen Ort kommen.
00:00:53:23,00:00:57:08,ÈUber Illerkirchberg hat sich ein Schatten gelegt.
00:00:57:09,00:00:59:15,Es war am Tag vor Nikolaus:
00:00:59:16,00:01:04:01,"Zwei Maedchen wurden niedergestochen, buchstaeblich aus dem Nichts."
00:01:04:02,00:01:06:09,Das 14-jaehrige Maedchen starb.
00:01:06:10,00:01:10:05,Das ein Jahr juengere Maedchen ueberlebte schwer verletzt.
00:01:10:06,00:01:12:04,"Zufallsopfer waren sie,"
00:01:12:05,00:01:15:05,so formulierte es die Staatsanwaltschaft.
00:01:15:06,00:01:18:08,Sie waren zur falschen Zeit am falschen Ort.
00:01:23:20,00:01:26:17,Planierraupen haben die Spuren beseitigt.
00:01:26:18,00:01:31:01,"Hier stand die Fluechtlingsunterkunft, in der der Angeklagte lebte."
00:01:31:02,00:01:34:10,Hier soll er auf die Maedchen eingestochen haben.
00:01:34:11,00:01:39:08,"Die Gemeinde liess das Haus abreissen, auf Wunsch der Familie der Getoeteten."
00:01:39:09,00:01:41:17,Hilft das bei der Verarbeitung?
00:01:43:24,00:01:46:07,Das macht keinen Unterschied.
00:01:46:08,00:01:49:22,Aber fuer die Betroffenen ist das schon was Gutes.
00:01:53:17,00:01:56:03,Fuer die Angehoerigen bestimmt ...
00:01:57:24,00:02:00:13,Heute wurde die Anklage verlesen:
00:02:00:14,00:02:03:21,Der Angeklagte aus Eritrea soll am 5. Dezember
00:02:03:22,00:02:07:09,mit einem Messer auf die Maedchen losgegangen sein.
00:02:07:10,00:02:09:09,Die 14-Jaehrige starb.
00:02:09:10,00:02:12:18,Ihre 13-jaehrige Freundin wurde schwer verletzt.
00:02:13:00,00:02:15:05,Sie waren zwei Zufallsopfer.
00:02:15:06,00:02:18:11,Der Mann war auf dem Weg zur Auslaenderbehoerde.
00:02:19:12,00:02:22:20,"Der Angeklagte wollte einen Reisepass erlangen,"
00:02:22:21,00:02:26:13,"um nach ÈAthiopien reisen zu koennen, um dort zu heiraten."
00:02:27:19,00:02:31:06,Dann soll er auf die Maedchen eingestochen haben Ð
00:02:31:07,00:02:35:05,"angeblich aus Angst, sie koennten das Messer bemerkt haben."
00:02:35:06,00:02:37:18,Die Bestuerzung im Ort ist gross.
00:02:37:19,00:02:40:11,Nur wenige aeussern sich vor der Kamera.
00:02:42:11,00:02:46:12,Wir gehen zum Friedhof - dann besuchen wir auch das Maedchen.
00:02:46:13,00:02:48:02,Es ist furchtbar.
00:02:49:12,00:02:53:09,Der Buergermeister hatte sich vor einigen Tagen geaeussert.
00:02:55:17,00:02:59:02,Der 5. Dezember hat tiefe Spuren hinterlassen.
00:03:01:10,00:03:03:24,Auch beim Fluechtlingshelferkreis:
00:03:04:00,00:03:07:17,Er will sich nicht aeussern - es habe Anfeindungen gegeben.
00:03:07:24,00:03:11:13,Wir besuchen einen Helferkreis in Unterbalzheim.
00:03:11:14,00:03:15:12,Edgar Huber und andere Ehrenamtliche betreuen Eritreer.
00:03:15:13,00:03:18:16,Joseph Gebrehiwet ist immer noch bestuerzt.
00:03:18:17,00:03:22:19,Er lebt wie der Angeklagte seit acht Jahren in Deutschland.
00:03:22:20,00:03:25:24,Er wartet auf seine Niederlassungserlaubnis.
00:03:28:03,00:03:30:06,Sie haben keinen Reisepass.
00:03:30:07,00:03:32:23,Ohne den koennen sie nicht fliegen.
00:03:32:24,00:03:36:02,Viele Leute haben nach Jahren keine Papiere.
00:03:36:04,00:03:37:23,Sie haben viel Stress.
00:03:39:18,00:03:44:02,Das rechtfertige aber in keiner Weise die Tat seines Landsmannes.
00:03:44:03,00:03:47:24,"Der Angeklagte zeige Reue, sagte seine Verteidigerin."
00:03:48:00,00:03:51:08,"Er habe nach der Tat versucht, sich umzubringen."
00:03:52:17,00:03:55:12,Er ist sehr still und zurueckhaltend.
00:03:55:13,00:03:57:18,Er ist hoeflich und fuer sich.
00:03:58:23,00:04:01:14,Im Juli koennte ein Urteil fallen.
00:04:01:15,00:04:04:22,"Ob es Illerkirchberg hilft, zur Ruhe zu kommen?"
00:04:04:23,00:04:07:23,Die Spuren der Tat moegen beseitigt sein.
00:04:07:24,00:04:09:16,Die Wunden sind tief.
00:04:11:12,00:04:15:20,Eigentlich fangen um die Jahreszeit viele Blumen an zu bluehen.
00:04:15:21,00:04:20:14,"Doch es welken die Blueten dahin, die die Koalition in Berlin treibt."
00:04:20:15,00:04:24:10,Die Gruenen wie die Gelben geben ein trauriges Bild ab.
00:04:24:11,00:04:29:00,Im Streit um das Heizungsgesetz ist von den Roten nichts zu sehen.
00:04:29:17,00:04:32:05,Zwar reden sie jetzt miteinander.
00:04:32:06,00:04:33:22,"Sie versuchen,"
00:04:33:23,00:04:37:15,noch vor der Sommerpause das Projekt wachsen zu lassen.
00:04:37:16,00:04:39:14,Doch der Schaden ist da.
00:04:39:15,00:04:42:19,Nur jeder Fuenfte findet diese Regierung gut.
00:04:42:20,00:04:44:21,Die Ampel ist in der Krise.
