Timecode In,Timecode Out,Subtitle
00:00:04:19,00:00:08:03,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:08:09,00:00:13:01,Diese Sendung wurde vom NDR live untertitelt (07.05.2023)
00:00:13:05,00:00:16:14,Heute im Studio: Constantin Schreiber.
00:00:18:00,00:00:21:10,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:22:13,00:00:26:12,Sie gilt als ein Symbol fuer marode Infrastruktur in Deutschland:
00:00:26:14,00:00:29:18,Die Talbruecke Rahmede in Nordrhein-Westfalen.
00:00:29:20,00:00:32:14,Heute ist sie erfolgreich gesprengt worden.
00:00:32:17,00:00:37:05,"Die Bruecke an der A45, einer zentralen Nord-Sued-Achse,"
00:00:37:07,00:00:41:03,lag zwischen Luedenscheid-Nord und Luedenscheid.
00:00:42:03,00:00:44:21,Seit Dezember 2021 war sie voll gesperrt.
00:00:44:23,00:00:50:09,Mit drastischen Auswirkungen auf den Verkehr und die Wirtschaft.
00:00:51:11,00:00:56:05,"Drei, zwo, eins, Zuendung!"
00:00:56:22,00:00:59:09,* Knall *
00:01:00:01,00:01:04:17,"Sekundenschnell war vorbei, was jahrelange Vorbereitung brauchte."
00:01:05:00,00:01:10:24,17.000 Tonnen Beton und Stahl krachen aus 70 Metern Hoehe in die Tiefe.
00:01:12:24,00:01:14:21,Jubel. Erleichterung.
00:01:15:00,00:01:19:11,"Bei Anwohnern, die sich die Sprengung nicht entgehen lassen wollten."
00:01:19:13,00:01:23:15,Seit Ende 2021 geht auf der Bruecke nichts mehr.
00:01:25:02,00:01:29:12,"Pendler, Lastwagen quaelen sich auf Umwegen durch Luedenscheid."
00:01:29:17,00:01:31:10,Anwohner zogen weg.
00:01:31:17,00:01:35:15,"Der Region entsteht ein Schaden in Milliardenhoehe,"
00:01:35:17,00:01:38:14,berechnet das Institut der Deutschen Wirtschaft.
00:01:38:16,00:01:41:05,"Einige Unternehmen muessen Insolvenz anmelden,"
00:01:41:07,00:01:43:19,andere mit steigenden Kosten klarkommen.
00:01:43:21,00:01:47:22,Die Umwege durch die fehlende Bruecke kosten das Unternehmen viel Geld.
00:01:47:24,00:01:49:13,"Zum Teil doppelte Ausgaben,"
00:01:49:15,00:01:52:13,um das Material verlaesslich zum Kunden zu bringen.
00:01:52:15,00:01:56:19,"Sie muessen sich vorstellen, dass wir fast fuer jede Tour gen Suedwestfalen"
00:01:56:21,00:01:59:12,ein zweites Fahrzeug hinterherschicken muessen.
00:01:59:15,00:02:02:23,"Zwangslaeufig, weil wir zeitlich nicht mehr zurechtkommen."
00:02:03:00,00:02:06:21,Die Rahmedetalbruecke - ein Infrastrukturproblem vieler.
00:02:07:03,00:02:10:16,Auf der A45 zwischen Dortmund und Frankfurt
00:02:10:18,00:02:13:06,gibt es weitere 60 beschaedigte Bruecken.
00:02:13:11,00:02:16:14,Ein bundesweites Problem: das Alter der Bauwerke.
00:02:16:16,00:02:19:03,Mindestens 4000 Bruecken in Deutschland
00:02:19:05,00:02:21:10,gelten als sanierungsbeduerftig.
00:02:22:17,00:02:26:19,"Wir haben ein Beschleunigungsgesetz auf den Weg gebracht,"
00:02:26:21,00:02:29:22,mit dem wir schneller ausbauen und neu bauen koennen.
00:02:29:24,00:02:31:01,Das braucht es.
00:02:31:03,00:02:35:20,In einer Transformation ist der Anpassungsbedarf hoch.
00:02:37:07,00:02:38:10,Die Sprengung:
00:02:38:12,00:02:42:05,"Ein Symbol fuer den enormen Sanierungsbedarf in Deutschland,"
00:02:42:07,00:02:44:22,den der Bund bewaeltigen muss.
00:02:47:10,00:02:51:01,Wenige Tage vor dem Bund-Laender- Gipfel zur Fluechtlingspolitik
00:02:51:03,00:02:52:24,bleiben die Fronten verhaertet.
00:02:53:01,00:02:56:05,"Aus den Bundeslaendern kam heute erneut die Forderung,"
00:02:56:07,00:03:00:05,der Bund muesse mehr Geld fuer Gefluechtete geben.
00:03:00:15,00:03:06:06,"Hessen forderte eine Verdopplung des Anteils von 2,75 Mrd. Euro."
00:03:06:08,00:03:10:06,Der Bund lehnt das ab und verlangt mehr Tempo
00:03:10:20,00:03:15:15,bei Abschiebungen und der Bearbeitung von Asylantraegen.
00:03:18:05,00:03:21:05,"Ein heikler Beschlussvorschlag, den das Kanzleramt"
00:03:21:07,00:03:24:14,vor dem Fluechtlingsgipfel an die Laender geschickt hat.
00:03:24:16,00:03:26:13,Eine der zentralen Botschaften:
00:03:26:15,00:03:30:07,Mehr finanzielle Unterstuetzung vom Bund soll es nicht geben.
00:03:30:09,00:03:32:03,Aus den Laendern: Protest.
00:03:32:05,00:03:34:17,"Es seien viele Gefluechtete zu versorgen,"
00:03:34:20,00:03:39:09,"auch durch den Krieg in der Ukraine, der Bund muesse mehr Geld geben."
00:03:39:20,00:03:41:19,Fifty-fifty waere fair.
00:03:42:03,00:03:44:21,So etwa gab es das auch in der Vergangenheit.
00:03:44:23,00:03:46:17,Bei uns in NRW kann ich sagen:
00:03:46:19,00:03:50:04,Der Bund beteiligt sich an den Kosten von Land und Kommunen
00:03:50:06,00:03:52:00,nicht mal mehr mit 20 Prozent.
00:03:52:02,00:03:55:20,"Der Bund argumentiert, man gebe an sich schon mehr als vorgesehen."
00:03:55:22,00:04:01:12,"Und habe ein grosses Loch im Haushalt, anders als Kommunen und Laender."
00:04:01:14,00:04:04:15,Die das nicht gelten lassen wollen.
00:04:05:15,00:04:09:00,"Da appelliere ich an den Bundesfinanzminister,"
00:04:09:02,00:04:11:03,der nicht immer Nein sagen kann.
00:04:11:05,00:04:12:13,Nicht immer sagen kann:
00:04:12:15,00:04:13:24,"Keine Steuererhoehungen,"
00:04:14:01,00:04:18:23,kein Geld und letztendlich auch dieses Problem nicht loest.
00:04:19:20,00:04:22:22,"Ansage an die FDP, aber auch die SPD."
00:04:22:24,00:04:26:22,Der Parteigenosse aus Niedersachsen ist pessimistisch.
00:04:27:22,00:04:31:04,"Es kann nur im Interesse der Gesellschaft sein,"
00:04:31:07,00:04:35:02,wenn auch die Politik da Gemeinsamkeit beweist.
00:04:35:06,00:04:40:05,"Ich muss sagen, dass die Vorschlaege bis jetzt in dieser Hinsicht"
00:04:40:09,00:04:42:10,wenig Anlass zur Zuversicht geben.
