Timecode In,Timecode Out,Subtitle
00:00:18:20,00:00:22:03,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.
00:00:22:05,00:00:25:22,Diese Sendung wurde vom NDR live untertitelt (19.06.2023)
00:00:25:24,00:00:29:01,Heute im Studio: Ingo Zamperoni und Thorsten Schroeder.
00:00:29:20,00:00:33:02,Willkommen zu den tagesthemen. Guten Abend auch von mir.
00:00:33:04,00:00:34:20,Wenn die Stichworte fallen:
00:00:34:22,00:00:38:10,"Hohe Energiepreise, Fachkraeftemangel oder Digitalisierung ..."
00:00:38:12,00:00:40:21,Von welcher Branche ist da wohl die Rede?
00:00:40:23,00:00:42:15,"Nun, von ziemlich vielen,"
00:00:42:17,00:00:45:13,denn es geht um die deutsche Industrie insgesamt.
00:00:46:04,00:00:50:02,Und damit die Arbeitgeber von Millionen Beschaeftigten hierzulande.
00:00:50:04,00:00:52:00,Beim heutigen Tag der Industrie
00:00:52:02,00:00:55:16,war gleich von einem ganzen Berg unerledigter Themen die Rede.
00:00:55:18,00:00:59:12,Die muesse die Bundesregierung jetzt schnell anpacken und umsetzen.
00:00:59:14,00:01:02:18,Damit deutsche Unternehmen nicht hinten runterfallen -
00:01:02:19,00:01:03:20,oder abwandern.
00:01:04:22,00:01:06:00,So geht's nicht!
00:01:06:05,00:01:07:22,Als BDI-Praesident Russwurm
00:01:07:24,00:01:11:17,"zum Auftakt des Tages der Industrie in Berlin die Buehne betritt,"
00:01:11:19,00:01:13:12,duerfte dem Kanzler klar sein:
00:01:13:14,00:01:17:06,Gleich folgt eine Generalabrechnung mit dem Kurs der Regierung:
00:01:18:00,00:01:21:05,Politik und Verwaltung ueberblicken nicht alles besser
00:01:21:07,00:01:24:09,als die Experten in Unternehmen und Verbaenden!
00:01:25:17,00:01:29:23,"Geschwindigkeit an sich ist kein Wert, und kein Mehrwert,"
00:01:30:02,00:01:32:03,wenn die Richtung nicht stimmt!
00:01:32:19,00:01:34:22,Eine Breitseite nach der naechsten:
00:01:34:24,00:01:38:18,"Hohe Energiepreise, zu hohe Belastungen durch die Energiewende Ð"
00:01:38:20,00:01:41:05,und dann auch noch der Fachkraeftemangel.
00:01:41:07,00:01:44:06,"So drohten Unternehmen abzuwandern, klagt Russwurm."
00:01:44:08,00:01:48:08,Der Kanzler sieht Deutschland in Wirtschaftsfragen trotzdem auf Kurs.
00:01:48:10,00:01:52:09,Viele Verbesserungen seien schon Gesetz Ð oder wuerden es.
00:01:52:11,00:01:55:07,Wie zur Beschwichtigung hat er etwas mitgebracht:
00:01:55:09,00:01:58:13,Die juengste Einigung zum Fachkraefteeinwanderungsgesetz.
00:01:58:15,00:02:02:22,Es wird erhebliche Innovationen und Verbesserungen mit sich bringen.
00:02:02:24,00:02:07:21,"Deutschland wird das Land sein, dass das modernste Fachkraefte-"
00:02:07:23,00:02:12:23,bzw. Arbeitskraefteeinwanderunsgrecht der Welt bekommt.
00:02:16:08,00:02:18:21,Und das sieht der Gesetzentwurf vor:
00:02:38:03,00:02:40:21,"Je mehr Punkte, desto besser die Perspektive,"
00:02:40:23,00:02:42:24,in Deutschland arbeiten zu duerfen.
00:02:43:01,00:02:45:04,So stellen es sich die Gruenen vor:
00:02:45:10,00:02:49:00,"Wir haben sehr lange gekaempft, dass es ein Punktesystem gibt,"
00:02:49:02,00:02:54:01,dass nach Bedarf des Arbeitsmarktes Einwanderung gezielt ermoeglicht.
00:02:54:19,00:02:56:17,Lange hatte die Ampel gerungen.
00:02:56:19,00:02:59:11,Der Gesetzentwurf muss noch in den Bundestag Ð
00:02:59:13,00:03:02:02,die Koalition feiert sich aber schon jetzt:
00:03:02:04,00:03:05:10,"Diese Koalition beweist beim Thema Fachkraeftesicherung,"
00:03:05:12,00:03:08:08,dass wir zu grossen Fortschritten in der Lage sind.
00:03:09:04,00:03:12:12,"Fortschritt sehe anders aus, kritisiert die Opposition:"
00:03:12:14,00:03:15:12,"Wie so oft in Wirtschaftsfragen, schiesse die Ampel"
00:03:15:14,00:03:19:11,auch beim Thema Fachkraefte am eigentlichen Ziel vorbei.
00:03:19:13,00:03:22:09,Mit dem Gesetzentwurf setze sie falsche Anreize.
00:03:22:11,00:03:25:23,Sie senkt die Anforderungen an Bewerberinnen und Bewerber.
00:03:26:00,00:03:29:11,"Wir muessen schneller werden, wir muessen einladender werden,"
00:03:29:13,00:03:33:01,aber wir sollten nicht an dem Anspruch an Fachkraefte ruetteln.
00:03:33:02,00:03:34:05,Klar ist:
00:03:34:07,00:03:38:06,Die Industrie fordert von der Ampel schnell spuerbare Verbesserungen Ð
00:03:38:08,00:03:40:08,auch beim Thema Fachkraeftemangel.
00:03:40:10,00:03:44:15,Der aktuelle Gesetzentwurf ist nicht der erste in den vergangenen Jahren.
00:03:44:17,00:03:47:21,Die Ungeduld der Wirtschaft nach zaehlbaren Ergebnissen
00:03:47:23,00:03:49:19,war aber nie so gross wie heute.
00:03:50:12,00:03:53:08,"Die Zukunft des Industrie-Standorts Deutschland,"
00:03:53:10,00:03:57:00,dazu habe ich vor der Sendung mit Arndt Kirchhoff gesprochen.
00:03:57:02,00:03:58:04,Er ist Unternehmer
00:03:58:07,00:04:01:14,und Vize-Praesident des Arbeitgeber- Verbands Gesamtmetall.
00:04:02:11,00:04:05:21,"Guten Abend, Herr Kirchhoff. Guten Abend, Herr Zamperoni."
00:04:05:23,00:04:10:03,Durch die hohen Investitionen in den Klimaschutz prophezeit der Kanzler
00:04:10:05,00:04:13:07,Wachstumsraten wie in Zeiten des Wirtschaftswunders.
00:04:13:09,00:04:17:00,Sehen Sie die deutsche Wirtschaft auch vor rosigen Zeiten?
00:04:18:03,00:04:21:10,Wir hoffen das und arbeiten darauf hin.
00:04:22:06,00:04:25:12,"Wir wissen, welches Tempo wir machen muessen,"
00:04:25:14,00:04:28:00,um die Ziele 2030 zu erreichen.
00:04:28:18,00:04:32:19,Deswegen unterstuetzen wir die Regierung und den Kanzler.
00:04:33:21,00:04:36:02,Ist das zu vollmundig formuliert?
00:04:36:04,00:04:37:22,Die gruene Industriewende
00:04:38:00,00:04:40:19,wird ja auch in anderen Laendern vorangetrieben.
