Timecode In,Timecode Out,Subtitle
00:00:18:20,00:00:22:02,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.
00:00:22:04,00:00:25:22,Diese Sendung wurde vom NDR live untertitelt (27.06.2023)
00:00:25:24,00:00:29:00,Heute im Studio: Caren Miosga und Julia-Niharika Sen.
00:00:29:06,00:00:32:04,"Wir begruessen Sie, willkommen. Guten Abend."
00:00:33:07,00:00:36:18,Wir beginnen mit dem erhitzt gefuehrten Heizungsstreit.
00:00:36:22,00:00:39:06,in dem es jetzt gruenes Licht gab.
00:00:40:04,00:00:42:13,Fuer das urspruenglich gruene Gesetz
00:00:42:15,00:00:45:15,das nun noch rote und gelbe Farbtupfer hat.
00:00:46:04,00:00:49:02,"Die Koalitionaere sind sich nun also einig,"
00:00:49:07,00:00:53:00,was drinstehen und wer zu welchen Kosten heizen soll.
00:00:53:16,00:00:57:18,So scheint die Regierung auf Betriebstemperatur zu kommen.
00:00:58:03,00:01:02:12,"Auch wenn man jetzt uneins ist, wer dieses Werk gestaltet hat."
00:01:05:18,00:01:07:13,Heizkraftwerk Muenchen-Sued.
00:01:07:15,00:01:09:23,Hier entsteht Fernwaerme mit Erdgas
00:01:10:01,00:01:12:22,und in Zukunft vielleicht auch mit Wasserstoff.
00:01:13:01,00:01:16:16,Von wasserstofffaehigen Heizungen in Haeusern oder Wohnungen
00:01:16:18,00:01:19:11,halten sie bei den Stadtwerken aber wenig.
00:01:19:14,00:01:23:03,Die Stadt Muenchen hat Gutachten in Auftrag gegeben.
00:01:23:07,00:01:26:11,"Das Ergebnis war, dass sich in Muenchen das vermutlich"
00:01:26:15,00:01:29:12,fuer die meisten Kunden nicht rechnen wird.
00:01:29:14,00:01:32:01,Weil der Wasserstoff zu teuer wird.
00:01:32:05,00:01:35:07,Die Ampel setzt weiter auch auf Wasserstoff.
00:01:35:11,00:01:39:09,"Gasheizungen sollen auf Draengen der FDP erlaubt bleiben,"
00:01:39:13,00:01:42:01,wenn der Anteil gruener Gase stimmt:
00:01:49:00,00:01:53:22,"Als gestern Pizza ins Paul-Loebe-Haus in Berlin geliefert wird, ist klar:"
00:01:53:24,00:01:57:04,Das Ringen der Ampel um das Gesetz wird laenger dauern.
00:01:57:06,00:02:00:11,Heute frueh sickert durch: Es gab einen Durchbruch.
00:02:00:13,00:02:03:03,Der Finanzminister reagiert zuerst.
00:02:03:05,00:02:08:05,"Von dem, was ich gehoert habe, geht es in eine richtige Richtung,"
00:02:08:17,00:02:13:05,naemlich die Frage der Technologiefreiheit zu staerken.
00:02:15:19,00:02:18:22,Auch im Bereich der finanziellen Foerderung
00:02:18:24,00:02:22:03,tragfaehige Vereinbarungen zu ergaenzen.
00:02:23:07,00:02:25:09,So sollen die aussehen.
00:02:39:12,00:02:44:10,Grossstaedte sollen bis 2026 die Waermeplanung abgeschlossen haben.
00:02:45:00,00:02:49:09,Vermieter sollen maximal 10 % der Kosten auf Mieter umlegen koennen.
00:02:49:11,00:02:53:16,"Das mache den Umstieg sozialvertraeglicher, so die SPD:"
00:02:55:14,00:02:57:10,"Es wird kollektiv geplant,"
00:02:57:12,00:03:00:07,keiner wird alleingelassen mit seiner Planung.
00:03:00:09,00:03:03:02,Auch die Mieter sind uns sehr wichtig gewesen.
00:03:03:07,00:03:05:16,Auch die Gruenen blicken nach vorne Ð
00:03:05:18,00:03:09:03,von einem Aufweichen des Entwurfes will man nichts wissen.
00:03:10:16,00:03:14:06,Mit diesem Gebaeudeenergiegesetz schaffen wir einen Fahrplan
