Timecode In,Timecode Out,Subtitle
00:00:19:09,00:00:22:20,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.
00:00:22:22,00:00:26:16,Diese Sendung wurde vom NDR live untertitelt (12.05.2023)
00:00:26:18,00:00:28:17,Heute im Studio: Aline Abboud.
00:00:29:12,00:00:33:00,"Guten Abend und willkommen. Schoen, dass Sie dabei sind."
00:00:33:02,00:00:34:07,Guten Abend.
00:00:34:09,00:00:37:08,Frischer Wind macht nicht nur den Kopf frei.
00:00:37:10,00:00:41:01,"Manchmal sorgt er auch dafuer, dass Koepfe aneinander geraten."
00:00:42:05,00:00:46:03,"So wie jetzt, wenn es darum geht, ob es kuenftig in Nord und Sued"
00:00:46:05,00:00:48:19,unterschiedliche Strompreise geben sollte.
00:00:48:21,00:00:52:05,Das hatten die norddeutschen Bundeslaender vorgeschlagen.
00:00:52:07,00:00:56:12,"Ihr Argument: Wenn ich dort lebe, wo die meiste Energie erzeugt wird,"
00:00:56:14,00:00:59:13,soll sie doch dort auch am guenstigsten sein.
00:00:59:15,00:01:02:21,Damit hatten sie vor allem die Windkraft im Kopf.
00:01:02:23,00:01:06:04,Das konnte der Sueden nicht auf sich sitzen lassen
00:01:06:06,00:01:09:07,und pochte heute auf weiterhin einheitliche Preise.
00:01:09:09,00:01:13:14,"Er verwies auf seine wirtschaftliche Staerke, die sonst gefaehrdet sei."
00:01:13:16,00:01:17:14,ÈUber die Diskussion berichten Fabian Siegel und Tim Diekmann.
00:01:19:09,00:01:22:00,"Fluessiges Aluminium, 720 Grad heiss."
00:01:22:07,00:01:26:02,Daraus entstehen sollen Bauteile fuer die Autoindustrie.
00:01:26:04,00:01:28:08,Das Pressen ist stromintensiv.
00:01:28:10,00:01:30:05,Drei Gigawattstunden pro Jahr
00:01:30:07,00:01:33:24,verbraucht diese Giesserei in Winterbach nach eigenen Angaben.
00:01:34:01,00:01:37:01,"Das gehe ins Geld, sagt der Geschaeftsfuehrer."
00:01:39:08,00:01:42:14,Die Strompreise belasten uns unheimlich stark.
00:01:42:22,00:01:46:19,Das ist ein grosser Anteil am Rohertrag letztendlich.
00:01:47:17,00:01:52:12,Durch diese brutale Belastung werden wir immer weniger wettbewerbsfaehig.
00:01:52:24,00:01:55:17,Auch die Mitarbeiter machen sich Sorgen.
00:01:56:01,00:01:58:02,"Ich habe Angst um meinen Job,"
00:01:58:04,00:02:00:22,dass er verloren geht aufgrund der Situation.
00:02:00:24,00:02:04:23,"Bald koennten die Unternehmen im Sueden fuer Strom noch mehr zahlen,"
00:02:05:00,00:02:08:10,wenn es nach den Ministerpraesidenten im Norden geht.
00:02:08:12,00:02:10:17,Diese fuehlen sich benachteiligt.
00:02:11:08,00:02:13:15,Die Strompreise sind ungerecht:
00:02:13:17,00:02:18:17,"Wir hier im Norden produzieren die gruene Energie aus grossen Windparks,"
00:02:18:19,00:02:20:18,schicken sie in den Sueden.
00:02:20:20,00:02:25:13,"Dort sind die niedrigen Strompreise, und bei uns, wo die Belastung ist,"
00:02:25:15,00:02:29:06,zahlen die Buergerinnen und Buerger die hoechsten Strompreise.
00:02:29:08,00:02:31:10,"Schuld ist das Stromnetzentgelt,"
00:02:31:12,00:02:35:11,mit dem die Netzbetreiber Investitionen auf die Kunden umlegen.
00:02:35:13,00:02:39:06,Im Norden und Osten gab es bisher deutlich mehr Investitionen
00:02:39:08,00:02:41:07,in die erneuerbaren Energien.
00:02:41:09,00:02:42:21,In Zahlen heisst das
00:02:42:23,00:02:46:24,bei einem Beispielverbrauch von 4000 Kilowattstunden im Jahr:
00:02:58:14,00:03:02:10,Seit Herbst 2022 fordert der Norden deshalb mehr Fairness -
00:03:02:12,00:03:04:04,durch Strompreiszonen.
00:03:04:06,00:03:08:03,Sie wollen solche Strompreiszonen nicht hinnehmen.
00:03:08:20,00:03:12:13,Ein Sextett der Ministerpraesidenten im Sueden und Westen
00:03:12:20,00:03:17:00,erteilt der Idee vor der Bundesratssitzung eine klare Absage.
00:03:17:17,00:03:21:03,"Wir werden mit aller Kraft dagegen arbeiten,"
00:03:21:05,00:03:24:01,das waere nur zum Nachteil der Republik.
00:03:25:00,00:03:28:01,Wir sind ein einheitlicher Wirtschaftsraum.
00:03:28:06,00:03:32:11,"Es waere ein Witz der Geschichte, wenn die starken Regionen"
00:03:33:02,00:03:37:01,im Sueden und dem Westen so in Nachteile gerieten.
00:03:40:24,00:03:45:04,"Ihre Laender seien die, in denen viel Industrie angesiedelt ist."
00:03:45:06,00:03:48:02,Unverstaendnis beim Wirtschaftsminister.
00:03:49:04,00:03:52:13,"Strompreiszonen schlage auch die EU-Agentur vor,"
00:03:53:01,00:03:56:04,sie werde aber fruehestens fuer 2030 ein Thema.
00:03:56:24,00:03:59:13,Diese Debatte gibt es immer wieder.
00:04:00:07,00:04:04:24,"Es gibt einen europaeischen Prozess, an dem werden wir mitarbeiten."
00:04:05:23,00:04:09:07,"Die mittelstaendischen Unternehmen im Sueden fuerchten,"
00:04:09:09,00:04:13:01,dass die Strompreiszonen deutlich vor 2030 kommen koennten.
00:04:13:03,00:04:16:19,Dann wuerden ihre Ausgaben fuer Energie drastisch steigen.
00:04:18:01,00:04:22:11,"ÈUber Strompreiszonen habe ich mit Claudia Kemfert gesprochen,"
00:04:22:18,00:04:26:24,sie ist Energieexpertin des Deutschen Institutes fuer Wirtschaft.
00:04:29:12,00:04:33:21,"Guten Abend, Frau Kemfert. Guten Abend, ich gruesse Sie."
00:04:35:03,00:04:39:11,Was halten Sie von der Idee unterschiedlicher Strompreiszonen?
00:04:42:00,00:04:44:07,Ich sehe es eher kritisch.
00:04:44:09,00:04:49:12,"Man verspricht sich davon, dass die Strompreise ueberall gleich sind."
