Timecode In,Timecode Out,Subtitle
00:00:04:11,00:00:08:10,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:08:13,00:00:12:22,Diese Sendung wurde vom NDR live untertitelt (30.05.2023)
00:00:15:11,00:00:17:24,Heute im Studio: Constantin Schreiber.
00:00:18:07,00:00:21:02,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:22:05,00:00:26:05,Erstmals seit Beginn des Angriffskriegs gegen die Ukraine
00:00:26:10,00:00:30:12,wurde Moskau offenbar Ziel eines groesseren Drohnenangriffs.
00:00:30:15,00:00:34:01,"Mehrere Gebaeude seien beschaedigt worden, hiess es."
00:00:34:04,00:00:36:06,Laut Verteidigungsministerium
00:00:36:10,00:00:39:10,hat die Flugabwehr einige Objekte zerstoert.
00:00:39:14,00:00:41:10,"Praesident Putin kuendigte an,"
00:00:41:13,00:00:44:01,die Luftverteidigung verstaerken zu wollen.
00:00:44:03,00:00:47:00,Er wies der Ukraine die Schuld an dem Vorfall zu
00:00:47:02,00:00:49:09,und sprach von einer Provokation.
00:00:50:17,00:00:54:04,"Schaeden an einem mehrstoeckigen Wohngebaeude in Moskau,"
00:00:54:06,00:00:56:14,offenbar verursacht von einer Drohne.
00:00:56:20,00:01:01:07,Die Bewohner mehrerer Haeuser in Moskau wurden am Morgen evakuiert.
00:01:01:12,00:01:03:19,Der Schock bei Anwohnern ist gross.
00:01:04:11,00:01:07:02,Zunaechst einmal ist es besorgniserregend.
00:01:07:03,00:01:08:23,Wir dachten so etwas nicht.
00:01:09:00,00:01:12:02,"Es schien immer weit weg, jetzt es ist Moskau."
00:01:12:18,00:01:15:04,Die russische Regierung macht die Ukraine
00:01:15:06,00:01:17:14,fuer die Drohnenangriffe verantwortlich.
00:01:17:16,00:01:19:00,Kiew bestreitet dies.
00:01:19:01,00:01:22:05,"Moskau, das die Ukraine seit ueber einem Jahr angreift,"
00:01:22:07,00:01:24:12,wirft der Ukraine Terrorismus vor.
00:01:25:09,00:01:28:10,Das Kiewer Regime hat einen anderen Weg gewaehlt.
00:01:28:12,00:01:32:15,"Sie versuchen, Russland, unsere Buerger, zu veraengstigen."
00:01:33:18,00:01:37:09,"Offiziell spricht die russische Regierung von acht Drohnen,"
00:01:37:11,00:01:39:06,Todesopfer gaebe es keine.
00:01:40:14,00:01:41:21,Anders in Kiew.
00:01:41:23,00:01:43:22,Auch hier brennt es heute Morgen.
00:01:43:24,00:01:45:18,Ein mehrstoeckiges Wohnhaus -
00:01:45:20,00:01:49:23,getroffen von den Truemmern einer abgefangenen russischen Drohne.
00:01:50:00,00:01:51:15,Die ukrainischen Behoerden
00:01:51:17,00:01:54:13,sprechen von einem Toten und vielen Verletzten.
00:01:55:16,00:01:59:11,Es ist Terrorismus. Natuerlich ist jeder besorgt.
00:01:59:21,00:02:03:12,Die Russen wollen das Land in eine Depression stuerzen.
00:02:03:14,00:02:07:15,Aber statt schwermuetig sind die Leute hier wuetend.
00:02:09:05,00:02:13:07,"Die massiven russischen Luftangriffe auf Kiew, wie vergangene Nacht,"
00:02:13:09,00:02:14:23,dauern seit Tagen an.
00:02:16:15,00:02:19:10,Angesichts des Ukraine-Krieges draengt Litauen
00:02:19:12,00:02:22:15,auf eine staerkere NATO-Praesenz an der Ostflanke.
00:02:22:17,00:02:25:22,Bei einem Staatsbesuch von Bundespraesident Steinmeier
00:02:25:24,00:02:29:11,aeusserte Praesident Nauseda seine Erwartung an Deutschland:
00:02:29:13,00:02:32:09,Mit moeglichst vielen Soldaten praesent zu sein.
00:02:32:11,00:02:36:12,"Litauen grenzt an Russland, ist Mitglied von NATO und EU."
00:02:36:24,00:02:39:07,Im Rahmen eines NATO-Kampfverbands
00:02:39:09,00:02:43:00,sind zurzeit 800 deutsche Soldaten dort stationiert.
00:02:44:18,00:02:49:00,Die NATO verstaerkt ihre Praesenz im Kosovo um 700 Soldaten.
00:02:50:00,00:02:53:01,Die Allianz reagiert damit auf Zusammenstoesse
00:02:53:03,00:02:58:19,zwischen serbischen Demonstranten und KFOR-Soldaten im Norden des Landes.
00:02:59:04,00:03:02:17,"Der Kosovo ist seit 2008 unabhaengig von Serbien,"
00:03:02:19,00:03:05:08,das die Losloesung nicht anerkennt.
00:03:05:10,00:03:09:14,Die Bevoelkerung besteht ueberwiegend aus albanisch-staemmigen Einwohnern.
00:03:09:16,00:03:12:19,Im Norden des Landes lebt eine serbische Minderheit.
00:03:12:21,00:03:15:11,Nach Ende des Kosovo-Krieges 1999
00:03:15:13,00:03:19:09,stationierte die NATO die KFOR-Schutztruppe in der Region.
00:03:19:11,00:03:23:03,Zuletzt waren etwa 3800 KFOR-Soldaten vor Ort.
00:03:25:11,00:03:29:11,Die Strassenschlachten im Nord-Kosovo haben Spuren hinterlassen.
00:03:29:13,00:03:33:06,Trotzdem versammeln sich wieder Bewohner der serbischen Gemeinden
00:03:33:09,00:03:34:13,zu Demonstrationen.
00:03:34:15,00:03:38:02,Streng bewacht von Soldaten der NATO-Einsatztruppe KFOR.
00:03:38:04,00:03:42:07,"Die Situation eskalierte gestern, als ein albanischer Buergermeister"
00:03:42:09,00:03:44:21,im Rathaus seinen Dienst antreten wollte.
00:03:44:23,00:03:48:22,Die serbische Bevoelkerung hatte die Buergermeisterwahlen boykottiert.
00:03:48:24,00:03:51:15,Sie demonstriert gegen den neuen Amtsinhaber
00:03:51:17,00:03:54:13,und die Praesenz der kosovarischen Polizei.
00:03:54:22,00:03:59:12,"Die Situation schaukelt sich hoch, es fliegen Steine und Brandsaetze."
00:04:03:19,00:04:07:01,"30 Soldaten werden verletzt, einige von ihnen schwer,"
00:04:07:03,00:04:08:21,ebenso etwa 50 Serben.
00:04:10:15,00:04:14:15,Praesident Vucic setzt daraufhin die Armee in Alarmbereitschaft.
00:04:14:17,00:04:17:20,"Er sorge sich um die Sicherheit der Serben im Kosovo,"
00:04:17:22,00:04:20:02,spricht von einem drohenden Pogrom.
00:04:20:18,00:04:23:17,Mit unserer Armee haben wir viele Orte im Blick.
00:04:23:19,00:04:27:23,Ein Pogrom an der serbischen Bevoelkerung lassen wir nicht zu.
00:04:29:17,00:04:32:09,Unterstuetzung fuer Vucic kommt aus Russland.
00:04:32:11,00:04:36:18,"Die Entscheidung, nach den Krawallen die Armee an die Grenze zu verlegen,"
00:04:36:20,00:04:39:16,"sei richtig, so der enge Verbuendete Serbiens."
00:04:40:07,00:04:43:23,Ein grosser Ausbruch braut sich im Zentrum Europas zusammen.
00:04:44:00,00:04:46:03,"Dort, wo 1999 NATO-Soldaten"
00:04:46:05,00:04:49:14,ihre Aggression gegen Jugoslawien durchfuehrten.
00:04:51:20,00:04:55:15,Der EU-Aussenbeauftragte Borrell verurteilt die Szenen.
00:04:55:17,00:04:59:09,Angriffe auf KFOR-Soldaten seien inakzeptabel.
00:05:01:11,00:05:04:20,Wir haben schon zu viel Gewalt in Europa.
00:05:05:22,00:05:09:15,Wir koennen uns keinen weiteren Konflikt leisten.
00:05:09:18,00:05:11:22,"Ich hoffe, meine Stimme wird gehoert"
00:05:11:24,00:05:15:15,und die Menschen kommen meiner Forderung nach.
00:05:16:17,00:05:19:16,Die Fronten in der Region sind wieder verhaertet.
00:05:19:18,00:05:22:24,"Einen Tag nach den Ausschreitungen kuendigt die NATO an,"
00:05:23:01,00:05:25:07,ihre Truppen im Kosovo zu verstaerken.
00:05:26:07,00:05:27:19,Deutschland und Polen
00:05:27:21,00:05:31:09,haben mehr Kontrollen an der gemeinsamen Grenze vereinbart.
00:05:31:11,00:05:36:03,Innenministerin Faeser und der polnische Vize-Innenminister Grodecki
00:05:36:06,00:05:39:11,verwiesen auf steigende Fluechtlingszahlen.
00:05:39:20,00:05:44:06,Brandenburg und Sachsen fordern feste stationaere Grenzkontrollen -
00:05:44:08,00:05:46:15,die soll es aber nicht geben.
00:05:48:13,00:05:50:04,Guben in Brandenburg:
00:05:50:10,00:05:54:11,Regelmaessig queren hier Gefluechtete die Grenze ueber die Neisse
00:05:54:13,00:05:56:07,von Polen nach Deutschland.
