Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,Kevin Kühnert,Generalsekretär SPD,"(Es ist ""Pseudo-Stärke, wenn ein Regierungschef, nur um zu zeigen,was er für ein toller Hengst ist, die ganze Zeit auf den Tisch hauen muss""; gute, moderne Führung bestehtnicht darin, der ""lauteste Maxe"" zu sein)",30.05.2023,20:09:39.20,"0'09"""
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,Sarah Frühauf,Korrespondent,Aufsager,30.05.2023,20:09:49.17,"0'16"""
Tagesschau,Koalitionskrach und AfD-Hoch So 20:00 03,Einspieler,,,,30.05.2023,,"1'41"""
Tagesschau,03 Koalitionskrach und AfD-Hoch,Bildinhalt,Julia-Niharika Sen,Moderation,Twitter-Mitteilung (Tweet) von Friedrich Merz (@_FriedrichMerz): macht das Gendern in Nachrichtensendungen verantwortlich für Wählerabwanderung in Richtung der AfD O-Ton,04.06.2023,20:06:31.04,"0'12"""
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,Bijan Djir-Sarai,Generalsekretär FDP,"(zum Heizungsgesetz/Gebäudeenergiegesetz: ""Es wäre schlecht fürdie Politik insgesamt. Es wäre schlecht für das Ansehen dieser Bundesregierung, am Ende des Tages einschlechtes Gesetz zu machen"")",04.06.2023,20:06:24.07,"0'06"""
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,Mario Czaja,Generalsekretär CDU,"(""Es geht im Kern nicht um die wahren Sorgen der Menschen. Es gehtnicht um Inflation. Es geht nicht um die Fragen bei der Gesundheitspolitik. es geht nicht um das Chaos beiden Heizungen. Sondern es wird der Eindruck entwickelt, dass wenige Randthemen eine Rolle spielen"")",04.06.2023,20:06:44.02,"0'13"""
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,Oliver Sallet (in Berlin),Korrespondent,Aufsager,04.06.2023,20:06:57.21,"0'18"""
Tagesschau,Demonstration gegen Heizungspläne von Robert Sa 20:00 03,Einspieler,,,,04.06.2023,,"1'30"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,Sachinhalt,Susanne Daubner,Moderation,In Erding haben mehrere tausend Menschen gegen das geplante Heizungsgesetz der Bundesregierung demonstriert. Unabhängig von den Organisatoren hatte auch die AfD zur Teilnahme aufgerufen. Von ihnen durfte bei der Veranstaltung allerdings niemand auftreten. Hauptredner war der bayerische Ministerpräsident Markus Söder. Er wurde mit Protestrufen empfangen. Bildinhalt,10.06.2023,20:05:11.03,"1'30"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,Bildinhalt,Susanne Daubner,Moderation,"Kundgebung; Markus Söder auf Bühne wird ausgebuht; Demonstranten skandieren ""Hau ab!""; Protestplakate u.a. gegen Bundesregierung; einzelne Gegendemonstranten",10.06.2023,20:05:11.03,"1'17"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,Bildinhalt,Susanne Daubner,Moderation,Kleine Kundgebung der AfD O-Ton,10.06.2023,20:06:28.24,"0'12"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,O-Ton,Demonstranten (Regierung muss weg,das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die,"(Regierung muss weg, das ganze Parteiensystem gehört weg; die Grünen gehen uns auf dieNerven, weil sie eine reine Verbotspartei sind)",10.06.2023,20:05:22.06,"0'16"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,O-Ton,Markus Söder,Ministerpräsident Bayern/Vorsitzender CSU,"(Gerade die Grünen treiben die Dinge mit""Brachialkur"" voran und zwar nur mit Ideologie, ohne Pragmatismus, ohne Vernunft; deshalb das klareSignal, diese Politik der Grünen darf nicht die Mehrheit in Deutschland werden)",10.06.2023,20:05:47.13,"0'18"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,O-Ton,15.11.2023 09:44 Seite 17 von 36 NDR Copyright,,(c),10.06.2023,20:06:15.23,"0'13"""
Tagesschau,Ampel-Koalition: Streit Heizungsgesetz So 20:00 03,Einspieler,,,,10.06.2023,,"1'34"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,Sachinhalt,Constantin Schreiber,Moderation,Die Regierungskoalition sucht weiter nach einem Kompromiss im Streit über das geplante Gebäudeenergiegesetz (Heizungsgesetz). Bildinhalt,11.06.2023,20:04:49.19,"1'34"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,Bildinhalt,Constantin Schreiber,Moderation,Wellness-Hotel im Bayerischen Wald (Luftaufnahme); Eigentürmer Alfons Oswald überprüft Heizungsanlage; Lagerung von Restholz 15.11.2023 09:44 Seite 18 von 36 NDR Copyright (c) 2004,11.06.2023,20:04:49.19,"0'36"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,Bildinhalt,Constantin Schreiber,Moderation,"Besucher in der Reichstagskuppel, Reichstagsgebäude (Teilansicht) O-Ton",11.06.2023,20:06:16.02,"0'08"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,O-Ton,Alfons Oswald,Hotelier,(Heizt seit 18 Jahren mit Holz),11.06.2023,20:05:11.02,"0'07"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,O-Ton,Ricarda Lang,Vorsitzende Bündnis 90/Die Grünen,"(Es gibt Fälle, in denen Holz gute Lösung ist, aber es gibtberechtigte Bedenken; erstens schwankt auch bei Pellets der Preis sehr stark, zweitens ist Holz wertvolle,knappe Ressource, die wir schützen sollten)",11.06.2023,20:05:31.04,"0'18"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Am Ende des Tages brauchen wir Heizungsgesetz, was wirklichfunktioniert; die Heizung muss zum Haus passen und nicht umgekehrt)",11.06.2023,20:05:55.15,"0'06"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,O-Ton,Thorsten Frei,Fraktion CDU/CSU,"(Sind der Auffassung, dass das Gesetz so verkorkst ist, dass derBundeswirtschaftsminister es eigentlich zurückziehen und neu aufsetzen sollte)",11.06.2023,20:06:05.19,"0'10"""
Tagesschau,Schaltung zu Tina Hassel in Berlin: Di 20:00 02,Einspieler,,,,11.06.2023,,"0'56"""
Tagesschau,Gebäudeenergiegesetz Di 20:00 01,Einspieler,,,,13.06.2023,,"1'41"""
Tagesschau,Reaktionen auf Einigung zum Mi 20:00 02,Einspieler,,,,13.06.2023,,"1'43"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Sachinhalt,Susanne Daubner,Moderation,Nach dem Durchbruch im Koalitionsstreit über das Gebäudeenergiegesetz sind die Reaktionen bei Verbänden und Betroffenen geteilt. Bildinhalt,14.06.2023,20:03:13.17,"1'43"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,Pirna: Fernwärme-Baustelle in einem Wohngebiet,14.06.2023,20:03:13.17,"0'15"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,Grafik (Landkarte): Verbreitung von Fernwärme in Deutschland,14.06.2023,20:03:29.14,"0'08"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,Halle mit Heizungstechnik/Heizungsanlagen,14.06.2023,20:03:38.08,"0'08"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,Reichstagsgebäude (außen) in Berlin O-Ton,14.06.2023,20:04:51.13,"0'05"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,O-Ton,Kai Warnecke,Präsident Eigentümerverband Haus & Grund,"(Die Änderung greift nur dort, wo Städte undGemeinden eine Wärmeplanung vorlegen müssen. Das ist bei kleineren Städten und Gemeinden aber nichtder Fall)",14.06.2023,20:03:55.01,"0'16"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,O-Ton,Gerd Landsberg,Hauptgeschäftsführer Deutscher Städte- und Gemeindebund,"(Lob für die Einsicht derBundesregierung, dass die kommunale Wärmeplanung Vorrang haben muss)",14.06.2023,20:04:15.12,"0'15"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,O-Ton,Sebastian Bartels,Gschäftsführer Berliner Mieterverein,"(Forderung, dass Vermieter, die keine Förderung inAnspruch nehmen wollen, die Kosten selber tragen müssen)",14.06.2023,20:04:43.10,"0'08"""
Tagesschau,Bundestag: Erste Lesung GebäudeenergiegesetzDo 20:00 01,Einspieler,,,,14.06.2023,,"2'14"""
Tagesschau,01 Bundestag: Erste Lesung Gebäudeenergiegesetz,Sachinhalt,Judith Rakers,Moderation,"Der Bundestag hat in erster Lesung über das Gebäudeenergiegesetz (GEG), das sogenannte Heizungsgesetz, der Bundesregierung. SPD, Bündnis 90/Die Grünen und FDP hatten sich erst vor zwei Tagen auf einen Kompromiss mit zahlreichen Änderungen an dem ursprünglichen Entwurf geeinigt. Bildinhalt",15.06.2023,20:00:47.17,"2'14"""
Tagesschau,01 Bundestag: Erste Lesung Gebäudeenergiegesetz,Bildinhalt,Judith Rakers,Moderation,"Robert Habeck, Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen, beim Lächeln im Bundestag O-Ton",15.06.2023,20:02:52.17,"0'02"""
Tagesschau,01 Bundestag: Erste Lesung Gebäudeenergiegesetz,O-Ton,Marc Bernhard,Fraktion AfD,"(Kritik daran, dass die Bundesregierung ihren unveränderten Referentenentwurfaus dem April in den Bundestag einbringt, ""bei dem sie schon selber festgestellt haben, dass er untauglich15.11.2023 09:44 Seite 22 von 36 NDR Copyright (c) 2004",15.06.2023,20:02:15.23,"0'15"""
Tagesschau,01 Bundestag: Erste Lesung Gebäudeenergiegesetz,O-Ton,Klara Geywitz,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD","(zur deutschenVerpflichtung, bis 2045 klimaneutral zu sein; ""für einen Austausch dieser riesigen Klimaflotte ist es eigentlichviel zu spät"")",15.06.2023,20:02:43.07,"0'09"""
Tagesschau,Kommunale Wärmeplanung So 20:00 01,Einspieler,,,,15.06.2023,,"1'36"""
Tagesschau,01 Kommunale Wärmeplanung,Sachinhalt,Constantin Schreiber,Moderation,"Nach langem Streit hatten sich die Regierungsparteien auf den Kompromiss geeinigt, dass das Gebäudeenergiegesetz (GEG/Heizungsgesetz) nicht mehr flächendeckend ab dem 1. Januar 2024 gilt, sondern Schritt für Schritt bis 2028 dort, wo kommunale Wärmeplanungen vorliegen. Damit drohen nun regional unterschiedliche Regeln, wogegen sich jetzt Widerstand - insbesondere aus Baden-Württemberg - formiert. 15.11.2023 09:44 Seite 23 von 36 NDR Copyright (c) 2004",18.06.2023,20:00:56.24,"1'36"""
Tagesschau,01 Kommunale Wärmeplanung,Bildinhalt,Constantin Schreiber,Moderation,"Mühlhausen, Thüringen: Solarthermiepark; Stadtbilder",18.06.2023,20:00:56.24,"0'27"""
Tagesschau,01 Kommunale Wärmeplanung,Bildinhalt,Constantin Schreiber,Moderation,Themenbilder Wärmewende,18.06.2023,20:01:24.18,"0'08"""
Tagesschau,01 Kommunale Wärmeplanung,Bildinhalt,Constantin Schreiber,Moderation,Stadtbilder in Baden-Württemberg O-Ton,18.06.2023,20:01:38.01,"0'27"""
Tagesschau,01 Kommunale Wärmeplanung,O-Ton,Johannes Bruns,Oberbürgermeister Mühlhausen/SPD,,18.06.2023,20:01:12.12,"0'12"""
Tagesschau,01 Kommunale Wärmeplanung,O-Ton,Marco Steffens,Oberbürgermeister Offenburg/CDU,,18.06.2023,20:01:48.24,"0'24"""
Tagesschau,01 Kommunale Wärmeplanung,O-Ton,Winfried Kretschmann,Ministerpräsident Baden-Württemberg/Bündnis 90/Die Grünen,,18.06.2023,20:02:13.24,"0'13"""
Tagesschau,Heizungsgesetz Di 20:00 02,Einspieler,,,,18.06.2023,,"2'05"""
Tagesschau,02 Heizungsgesetz,O-Ton,Matthias Miersch,stellvertretender Fraktionsvorsitzender SPD,"(Das Entscheidende ist, dass wir Klimaschutzund sozialen Zusammenhalt wirklich in diesem Gesetz abbilden, dass wir niemanden überfordern und zeitlichdie kommunale Ebene mit in den Blick nehmen)",27.06.2023,20:04:16.06,"0'11"""
Tagesschau,02 Heizungsgesetz,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Freuen uns, dass wir einen verbindlichenFahrplan festlegen, wie Deutschland umstellt auf klimaneutrales Heizen; es passiert zum ersten Mal in derGeschichte)",27.06.2023,20:04:41.02,"0'14"""
Tagesschau,Vorstellung Heizungsgesetz Fr 20:00 03,Einspieler,,,,27.06.2023,,"3'38"""
Tagesschau,03 Vorstellung Heizungsgesetz,Sachinhalt,Susanne Holst,Moderation,Nach monatelangem Streit in der Regierungskoalition liegt der überarbeitete Entwurf des 15.11.2023 09:44 Seite 25 von 36 NDR Copyright (c) 2004,30.06.2023,20:05:34.24,"3'38"""
Tagesschau,03 Vorstellung Heizungsgesetz,Bildinhalt,Susanne Holst,Moderation,Grafik: Heizungsgesetz aktualisierter Entwurf O-Ton,30.06.2023,20:05:58.01,"0'23"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Keine Eingriffe ins Eigentum, keine Verbote und vor allemmaximale Technologieoffenheit; die Heizung muss zum Haus passen)",30.06.2023,20:05:51.04,"0'06"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,Andreas Audretsch,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,"(Es ist niemandem zuraten, nach dem 01.01.2024 noch eine Öl- oder Gasheizung einzubauen; das wird teuer; der Gaspreis gehtnach oben)",30.06.2023,20:06:25.03,"0'12"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,Klaus Ernst,Fraktion Die Linke,(Das kann man nicht durchdrücken wie in einer Monarchie),30.06.2023,20:06:43.06,"0'02"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,Andreas Jung,Fraktion CDU/CSU,"(Kritik am engen Zeitrahmen, den Parlamentarier vor der Abstimmunghaben)",30.06.2023,20:06:45.19,"0'10"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,Iris Sayram,Korrespondent,Aufsager,30.06.2023,20:07:04.23,"2'08"""
Tagesschau,Bundesverfassungsgericht stoppt das Do 20:00 03,Einspieler,,,,30.06.2023,,"1'46"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,Sachinhalt,Susanne Daubner,Moderation,"Das Bundesverfassungsgericht hat die für Freitag geplante Verabschiedung des umstrittenen Gebäudeenergiegesetzes (Heizungsgesetzes) im Bundestag in einem Eilverfahren gestoppt. Die Ausgestaltung des Gesetzgebungsverfahrens könne die vom Grundgesetz garantierten Beteiligungsrechte des Abgeordneten ""möglicherweise"" verletzen, hieß es in der Begründung der Entscheidung. Der CDU- Bundestagsabgeordnete Thomas Heilmann hatte einen Antrag auf eine einstweilige Anordnung gestellt. Bildinhalt",06.07.2023,20:04:39.14,"1'46"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,Händeschütteln zwischen Friedrich Merz und Thomas Heilmann,06.07.2023,20:04:39.14,"0'14"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,Pressekonferenz mit Thomas Heilmann O-Ton,06.07.2023,20:04:54.10,"0'31"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,O-Ton,Thomas Heilmann,Fraktion CDU/CSU,"(Wir sind eben nicht nur dafür da, die Hand zu heben undabzustimmen, sondern wir sind eben auch dazu da, sich um Details zu kümmern. Dafür werden wir ehrlichgesagt bezahlt)",06.07.2023,20:05:01.02,"0'09"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,O-Ton,Thomas Heilmann,Fraktion CDU/CSU,"(Experten noch mal fragen, Ausschuss noch einmal tragen lassen,dann hätte man nach meinem Gefühl, die formalen Voraussetzungen erfüllt)",06.07.2023,20:05:13.20,"0'07"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Damit wollen wir den Menschen sagen, ihrkönnt euch darauf einstellen, sowohl die Unternehmerin, die Handwerkerin als auch die Heizungsbauerin, alsaber auch die Besitzerin von Immobilien, die sich fragen, welche Heizung möchte ich eigentlich im nächstenJahr einbauen)",06.07.2023,20:05:36.08,"0'12"""
Tagesschau,Schaltung zu Tina Hassel in Berlin: Do 20:00 04,Einspieler,,,,06.07.2023,,"1'08"""
Tagesschau,Bundestag zu Gebäudeenergiegesetz Fr 20:00 02,Einspieler,,,,06.07.2023,,"1'50"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,Sachinhalt,Susanne Daubner,Moderation,"Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",07.07.2023,20:03:25.01,"1'50"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,"Abstimmung per Hammelsprung im Bundestag, Bundesminister auf Regierungsbank (ohne Bundeswirtschaftsminister Habeck)",07.07.2023,20:03:25.01,"0'21"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,Bundeswirtschaftsminister Robert Habeck im Bundesrat,07.07.2023,20:03:46.16,"0'10"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,Bildinhalt,Susanne Daubner,Moderation,"Bundestagsdebatte, erneuter Hammelsprung O-Ton",07.07.2023,20:04:06.03,"0'54"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,Thorsten Frei,Fraktion CDU/CSU,"(""Deshalb zitieren wir nach Paragraf 43, Absatz 1 der Geschäftsordnungden Bundesminister Habeck"")",07.07.2023,20:03:38.20,"0'07"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(""Das ist eine Frageauch des Respekts vor der Würde dieser Landeskammer, sich dann bei der Beratung der Gesetze hier auchder Verantwortung zu stellen"")",07.07.2023,20:03:57.02,"0'09"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,Friedrich Merz,Fraktionsvorsitzender CDU/CSU,"(kritisiert, dass die Regierung nicht mehr neu über dasGebäudeenergiegesetz diskutieren will: ""Wenn Sie jetzt schon heute für die nächste Sitzungswoche desDeutschen Bundestages dieses Gesetz in unveränderter Form auf die Tagesordnung im September setzen,dann ist das ein weiterer Ausdruck von Respektlosigkeit und Ignoranz dem Deutschen Bundestaggegenüber"")",07.07.2023,20:04:15.23,"0'19"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,Johannes Fechner,Fraktion SPD,"(""Wir wollen mehr Tempo im Klimaschutz. Und deswegen werden wirgleich in der nächstmöglichen regulären Sitzung diesen Tagesordnungspunkt aufsetzen und werden dasGebäudeenergiegesetz verabschieden"")",07.07.2023,20:04:39.00,"0'11"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,Moritz Rödle,Korrespondent,Aufsager,07.07.2023,20:05:00.22,"0'14"""
Tagesschau,Sommer-Pressekonferenz Olaf Scholz Fr 20:00 03,Einspieler,,,,07.07.2023,,"1'33"""
Tagesschau,03 Sommer-Pressekonferenz Olaf Scholz,Sachinhalt,Susanne Daubner,Moderation,"Sommerpressekonferenz (Sommer-Pressekonferenz) von Olaf Scholz, Bundeskanzler/SPD, in Berlin zu aktuellen Themen der Innen- und Außenpolitik. O-Ton",14.07.2023,20:04:24.14,"1'33"""
Tagesschau,03 Sommer-Pressekonferenz Olaf Scholz,O-Ton,Olaf Scholz,,"(zu Problemen im Umgang mit dem sogenannten Heizungsgesetz: ""Es ist ja kein Geheimnis:Dass da so laut diskutiert worden ist, gefällt weder mir noch irgendwem sonst"")",14.07.2023,20:05:12.15,"0'06"""
Tagesschau,03 Sommer-Pressekonferenz Olaf Scholz,O-Ton,Olaf Scholz,,"(zur Lieferung von Streumunition an die ""In dieser Situation hat die amerikanische Regierungeine Entscheidung getroffen, die nicht unsere ist"")",14.07.2023,20:05:31.01,"0'04"""
Tagesschau,ARD-Sommerinterview Friedrich Merz - ZDF- So 20:00 01,Einspieler,,,,14.07.2023,,"1'45"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,Sachinhalt,Susanne Daubner,Moderation,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,27.08.2023,20:00:51.08,"1'45"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,Bildinhalt,Susanne Daubner,Moderation,Friedrich Merz im ARD-Sommerinterview,27.08.2023,20:00:51.08,"0'54"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,Bildinhalt,Susanne Daubner,Moderation,Jens Spahn im Tagesschau-Format #fragselbst,27.08.2023,20:01:46.03,"0'26"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,Bildinhalt,Susanne Daubner,Moderation,Christian Lindner im ZDF-Sommerinterview 15.11.2023 09:44 Seite 31 von 36 NDR Copyright (c) 2004,27.08.2023,20:02:12.04,"0'24"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,O-Ton,Friedrich Merz,Vorsitzender CDU,"(kritisiert Ampel-Vorhaben der Kindergrundsicherung: ""Die bessere Lösungwäre mehr Unterstützung der Kinder, bessere Bildungseinrichtungen, bessere Betreuungsmöglichkeiten.Immer höhere Transferleistungen lösen das Problem nicht"")",27.08.2023,20:01:11.12,"0'11"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,O-Ton,Friedrich Merz (lehnt Gesetzesvorhaben der Ampel-Regierung,wie das Heizungsgesetz und die,"(lehnt Gesetzesvorhaben der Ampel-Regierung, wie das Heizungsgesetz und dieLegalisierung von Cannabis, ab; will ""dass überhaupt alle Gesetze mal daraufhin überprüft werden, was siean Bürokratie auslösen, also Stopp"")",27.08.2023,20:01:34.15,"0'11"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,O-Ton,Jens Spahn,stellvertretender Fraktionsvorsitzender CDU/CSU,"(schlägt einen neuen Weg in derAsylpolitik/Migrationspolitik vor und fordert die gezielte Aufnahme von bis zu 400.000 Menschen in die EU:""Dann aber auch Frauen, Kinder, Menschen, die es am dringendsten brauchen. Im Moment haben wir dasRecht des Stärkeren. Das sind meistens junge Männer. Wer es irgendwie nach Europa reinmacht undschafft, der bleibt"")",27.08.2023,20:02:01.00,"0'11"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,O-Ton,Christian Lindner,Vorsitzender FDP,"(gibt in Bezug auf Bürokratieabbau zu: ""Gibt es auch Teile desKoalitionsvertrages, die sind tatsächlich aus der Zeit gefallen. Und da müssen alle ein Einsehen haben"")",27.08.2023,20:02:22.10,"0'06"""
Tagesschau,Hintergrund: Energieberater Fr 20:00 03,Einspieler,,,,27.08.2023,,"1'32"""
Tagesschau,03 Hintergrund: Energieberater,Sachinhalt,Thorsten Schröder,Moderation,"Nach monatelanger Debatte ist das umstrittene Heizungsgesetz (offiziell: Gebäudeenergiegesetz) im Bundestag verabschiedet worden. Energieberater sehen es allerdings kritisch, dass Gasheizungen noch deutlich länger eingebaut werden dürfen, als ursprünglich geplant. Bildinhalt",08.09.2023,20:03:54.15,"1'32"""
Tagesschau,03 Hintergrund: Energieberater,Bildinhalt,Thorsten Schröder,Moderation,Eigentümer Reiner Nier und Energieberater Olaf Ebling besichtigen Hybridanlage aus Wärmepumpe und Gas im Heizungskeller und Wärmepumpe vor dem Haus O-Ton,08.09.2023,20:03:54.15,"0'46"""
Tagesschau,03 Hintergrund: Energieberater,O-Ton,Reiner Nier,,,08.09.2023,20:04:10.13,"0'11"""
Tagesschau,03 Hintergrund: Energieberater,O-Ton,Olaf Ebling,Energieberater,(rate von reiner Öl- und Gasheizung ab),08.09.2023,20:04:45.24,"0'07"""
Tagesschau,03 Hintergrund: Energieberater,O-Ton,"Olaf Ebling (wurde bei einer Eigentümerversammlungen ""fast geteert und gefedert",... weil ich im Prinzip eine,"(wurde bei einer Eigentümerversammlungen ""fast geteert und gefedert, ... weil ich im Prinzip einePelletheizung vorgeschlagen habe und die unbedingt eine Ölheizung haben wollten"")",08.09.2023,20:05:05.10,"0'10"""
Tagesschau,Bundestag: Abstimmung Heizungsgesetz Fr 20:00 02,Einspieler,,,,08.09.2023,,"2'32"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Sachinhalt,Thorsten Schröder,Moderation,Nach langem Regierungsinternen Streit hat der Bundestag mit der Mehrheit der Regierungsparteien das überarbeitete Gebäudeenergiegesetz (Heizungsgesetz) verabschiedet. Bildinhalt,08.09.2023,20:01:04.00,"2'32"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Bildinhalt,Thorsten Schröder,Moderation,Sanierungsmaßnahme der Baugenossenschaft Margaretenau Regensburg,08.09.2023,20:01:04.00,"0'33"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Bildinhalt,Thorsten Schröder,Moderation,Grafik: Gebäudeenergiegesetz,08.09.2023,20:01:37.13,"0'25"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Bildinhalt,Thorsten Schröder,Moderation,Bundestagsdebatte zum Gebäudeenergiegesetz,08.09.2023,20:02:03.10,"1'07"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Bildinhalt,Thorsten Schröder,Moderation,Wohnhäuser der Baugenossenschaft Margaretenau mit Solaranlagen auf Dächern O-Ton,08.09.2023,20:03:11.04,"0'08"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,O-Ton,Armin Mayr,Stadtentwickler Regensburg,"(Planen, dass wir zwischen 2035 und 2038 CO2-frei sind)",08.09.2023,20:01:19.12,"0'12"""
